Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.985579,[206  54] ; [37 57],[178.47457627  81.52542373] ; [64.52542373 29.47457627],1
d3,1,0.0,31.979063,[198  61] ; [42 52],[176.09065156  82.90934844] ; [63.90934844 30.09065156],1
a2,1,9e-06,19.671116,[ 71 190] ; [ 5 89],[ 55.87605634 205.12394366] ; [20.12394366 73.87605634],1
r4,1,0.000135,14.574469,[241  20] ; [73 21],[230.85633803  30.14366197] ; [83.14366197 10.85633803],1
r1,1,0.000548,11.9457,[213  46] ; [61 33],[201.0368272  57.9631728] ; [72.9631728 21.0368272],1
d1,1,0.000836,11.160013,[155 106] ; [37 57],[141.16056338 119.83943662] ; [50.83943662 43.16056338],1
r2,1,0.000975,10.875209,[245  14] ; [76 15],[237.54  21.46] ; [83.46  7.54],1
d5,1,0.002079,9.478624,[214  46] ; [63 31],[203.44632768  56.55367232] ; [73.55367232 20.44632768],0
v4,1,0.002403,9.213166,[252   9] ; [81 11],[246.21246459  14.78753541] ; [86.78753541  5.21246459],0
d4,1,0.003358,8.602085,[214  46] ; [63 30],[204.02266289  55.97733711] ; [72.97733711 20.02266289],0
u1,1,0.004383,8.117866,[ 45 216] ; [ 5 89],[ 36.76056338 224.23943662] ; [13.23943662 80.76056338],0
b5,1,0.011341,6.411048,[177  84] ; [50 44],[166.89295775  94.10704225] ; [60.10704225 33.89295775],0
b4,1,0.0129,6.182792,[150 111] ; [40 54],[139.69014085 121.30985915] ; [50.30985915 43.69014085],0
r3,1,0.01412,6.023073,[251  10] ; [84 10],[246.29577465  14.70422535] ; [88.70422535  5.29577465],0
p9,1,0.018328,5.564523,[219  41] ; [68 25],[211.38810198  48.61189802] ; [75.61189802 17.38810198],0
s8,1,0.04338,4.080532,[ 91 169] ; [44 50],[ 99.15254237 160.84745763] ; [35.84745763 58.15254237],0
p8,1,0.056632,3.633376,[168  90] ; [49 42],[160.41833811  97.58166189] ; [56.58166189 34.41833811],0
p4,1,0.059876,3.540822,[176  85] ; [52 40],[168.57790368  92.42209632] ; [59.42209632 32.57790368],0
p10,1,0.071776,3.241938,[215  46] ; [67 24],[209.09659091  51.90340909] ; [72.90340909 18.09659091],0
a5,1,0.10058,2.696326,[185  76] ; [58 36],[178.65633803  82.34366197] ; [64.34366197 29.65633803],0
a8,1,0.108882,2.570381,[ 41 191] ; [ 9 78],[ 36.36363636 195.63636364] ; [13.63636364 73.36363636],0
p5,1,0.110103,2.552748,[ 15 244] ; [10 83],[ 18.39488636 240.60511364] ; [ 6.60511364 86.39488636],0
b1,1,0.110566,2.546119,[103 158] ; [46 48],[109.54647887 151.45352113] ; [39.45352113 54.54647887],0
s6,1,0.11262,2.51707,[154 105] ; [47 47],[147.47592068 111.52407932] ; [53.52407932 40.47592068],0
a3,1,0.114338,2.493211,[186  74] ; [59 35],[179.94350282  80.05649718] ; [65.05649718 28.94350282],0
p2,1,0.132224,2.266194,[233  27] ; [77 15],[228.97727273  31.02272727] ; [81.02272727 10.97727273],0
p3,1,0.147706,2.095781,[149 112] ; [45 48],[143.03389831 117.96610169] ; [50.96610169 42.03389831],0
v2,1,0.174004,1.848102,[145 104] ; [46 46],[139.46920821 109.53079179] ; [51.53079179 40.46920821],0
u2,1,0.198017,1.656941,[47 26] ; [18 17],[43.93518519 29.06481481] ; [21.06481481 13.93518519],0
s1,1,0.222917,1.485496,[  7 252] ; [ 5 88],[  8.82954545 250.17045455] ; [ 3.17045455 89.82954545],0
a4,1,0.249961,1.323521,[110 150] ; [33 60],[105.32577904 154.67422096] ; [37.67422096 55.32577904],0
n4,1,0.302831,1.061685,[200  61] ; [67 27],[196.30140845  64.69859155] ; [70.69859155 23.30140845],0
s7,1,0.355267,0.854556,[104 147] ; [41 46],[107.67751479 143.32248521] ; [37.32248521 49.67751479],0
n6,1,0.377168,0.779911,[212  47] ; [73 21],[209.10764873  49.89235127] ; [75.89235127 18.10764873],0
v3,1,0.414677,0.665351,[ 91 157] ; [39 55],[ 94.26900585 153.73099415] ; [35.73099415 58.26900585],0
s4,1,0.433913,0.612327,[ 28 231] ; [13 81],[ 30.08215297 228.91784703] ; [10.91784703 83.08215297],0
s3,1,0.447235,0.577649,[126 133] ; [49 43],[129.13105413 129.86894587] ; [45.86894587 46.13105413],0
u3,1,0.453148,0.562765,[39 34] ; [16 19],[37.17592593 35.82407407] ; [17.82407407 17.17592593],0
n2,1,0.487112,0.482899,[33 12] ; [15  8],[31.76470588 13.23529412] ; [16.23529412  6.76470588],0
v1,1,0.511713,0.430564,[133 121] ; [45 48],[130.29394813 123.70605187] ; [47.70605187 45.29394813],0
n1,1,0.557673,0.34375,[11 33] ; [ 7 15],[12. 32.] ; [ 6. 16.],0
p6,1,0.599549,0.275677,[106 153] ; [34 56],[103.89684814 155.10315186] ; [36.10315186 53.89684814],0
b2,1,0.611536,0.257944,[ 51 109] ; [23 42],[ 52.62222222 107.37777778] ; [21.37777778 43.62222222],0
b3,1,0.611536,0.257944,[ 51 109] ; [23 42],[ 52.62222222 107.37777778] ; [21.37777778 43.62222222],0
s2,1,0.682348,0.167495,[102 159] ; [39 55],[103.66478873 157.33521127] ; [37.33521127 56.66478873],0
n5,1,0.739143,0.110881,[189  71] ; [70 24],[190.2259887  69.7740113] ; [68.7740113 25.2259887],0
u4,1,0.740886,0.10935,[  4 257] ; [ 1 93],[  3.67605634 257.32394366] ; [ 1.32394366 92.67605634],0
d2,1,0.800234,0.064031,[115 145] ; [43 51],[116.04519774 143.95480226] ; [41.95480226 52.04519774],0
n3,1,0.866739,0.028157,[36  9] ; [18  5],[35.73529412  9.26470588] ; [18.26470588  4.73529412],0
p1,1,0.871323,0.026237,[ 15 245] ; [ 5 89],[ 14.68926554 245.31073446] ; [ 5.31073446 88.68926554],0
a1,1,0.890874,0.018823,[ 12 249] ; [ 4 90],[ 11.76338028 249.23661972] ; [ 4.23661972 89.76338028],0
