Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.064147,3.426773,[14 17] ; [23 62],[ 9.88793103 21.11206897] ; [27.11206897 57.88793103],0
b5,1,0.418358,0.654924,[16 15] ; [51 34],[17.90517241 13.09482759] ; [49.09482759 35.90517241],0
s5,1,0.419967,0.650407,[ 5 25] ; [ 9 73],[ 3.75 26.25] ; [10.25 71.75],0
r2,1,0.44728,0.577534,[26  5] ; [65 19],[24.53043478  6.46956522] ; [66.46956522 17.53043478],0
s4,1,0.447632,0.576641,[ 4 27] ; [ 7 78],[ 2.93965517 28.06034483] ; [ 8.06034483 76.93965517],0
v1,1,0.452168,0.565212,[ 9 21] ; [32 53],[10.69565217 19.30434783] ; [30.30434783 54.69565217],0
p1,1,0.459682,0.546669,[ 4 27] ; [ 7 77],[ 2.96521739 28.03478261] ; [ 8.03478261 75.96521739],0
p9,1,0.47623,0.507484,[16 15] ; [49 34],[17.6754386 13.3245614] ; [47.3245614 35.6754386],0
v4,1,0.496478,0.462456,[23  6] ; [62 23],[21.62280702  7.37719298] ; [63.37719298 21.62280702],0
a5,1,0.504853,0.444721,[20 11] ; [49 36],[18.43965517 12.56034483] ; [50.56034483 34.43965517],0
r4,1,0.517068,0.419738,[21 10] ; [52 33],[19.50862069 11.49137931] ; [53.49137931 31.50862069],0
p2,1,0.535197,0.384515,[21 10] ; [51 32],[19.57894737 11.42105263] ; [52.42105263 30.57894737],0
a4,1,0.538362,0.378585,[14 17] ; [33 52],[12.56034483 18.43965517] ; [34.43965517 50.56034483],0
r3,1,0.542508,0.370911,[24  7] ; [61 24],[22.71551724  8.28448276] ; [62.28448276 22.71551724],0
b4,1,0.624,0.240286,[18 13] ; [45 40],[16.8362069 14.1637931] ; [46.1637931 38.8362069],0
p3,1,0.624571,0.239496,[10 20] ; [24 60],[ 8.94736842 21.05263158] ; [25.05263158 58.94736842],0
s8,1,0.638649,0.220513,[ 4 27] ; [14 71],[ 4.81034483 26.18965517] ; [13.18965517 71.81034483],0
u2,1,0.656627,0.197647,[9 5] ; [16 12],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
p6,1,0.662799,0.190142,[ 4 25] ; [14 67],[ 4.74545455 24.25454545] ; [13.25454545 67.74545455],0
d3,1,0.667502,0.184538,[18 13] ; [45 39],[16.9826087 14.0173913] ; [46.0173913 37.9826087],0
d2,1,0.70061,0.147838,[14 17] ; [35 50],[13.09482759 17.90517241] ; [35.90517241 49.09482759],0
v3,1,0.737,0.112781,[ 6 23] ; [19 61],[ 6.65137615 22.34862385] ; [18.34862385 61.65137615],0
r1,1,0.760798,0.09268,[21 10] ; [55 30],[20.31034483 10.68965517] ; [55.68965517 29.31034483],0
p11,1,0.769207,0.08609,[17 14] ; [44 41],[16.30172414 14.69827586] ; [44.69827586 40.30172414],0
n4,1,0.810853,0.057277,[16 15] ; [46 39],[16.56896552 14.43103448] ; [45.43103448 39.56896552],0
p10,1,0.819592,0.052016,[14 17] ; [39 43],[14.53982301 16.46017699] ; [38.46017699 43.53982301],0
p8,1,0.865389,0.028736,[11 19] ; [29 54],[10.61946903 19.38053097] ; [29.38053097 53.61946903],0
p5,1,0.888748,0.019569,[ 2 28] ; [ 5 79],[ 1.84210526 28.15789474] ; [ 5.15789474 78.84210526],0
p4,1,0.906083,0.013919,[10 20] ; [29 55],[10.26315789 19.73684211] ; [28.73684211 55.26315789],0
u1,1,0.909287,0.012982,[ 2 29] ; [ 5 80],[ 1.87068966 29.12931034] ; [ 5.12931034 79.87068966],0
a6,1,0.922049,0.009575,[20 11] ; [54 31],[19.77586207 11.22413793] ; [54.22413793 30.77586207],0
n1,1,0.951917,0.003636,[5 8] ; [12 20],[4.91111111 8.08888889] ; [12.08888889 19.91111111],0
n5,1,0.98514,0.000347,[13 17] ; [37 48],[13.04347826 16.95652174] ; [36.95652174 48.04347826],0
n3,1,0.987695,0.000238,[8 5] ; [19 12],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
d1,1,0.991115,0.000124,[12 19] ; [33 52],[12.02586207 18.97413793] ; [32.97413793 52.02586207],0
