Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.788304,[3 8] ; [149  16],[9.5 1.5] ; [142.5  22.5],1
r2,1,3e-06,21.721709,[5 6] ; [151  14],[9.75 1.25] ; [146.25  18.75],1
s1,1,0.000726,11.421591,[3 8] ; [  6 154],[ 0.57894737 10.42105263] ; [  8.42105263 151.57894737],1
n6,1,0.014585,5.965909,[5 5] ; [135  30],[8. 2.] ; [132.  33.],0
d3,1,0.019404,5.464708,[ 1 10] ; [74 90],[4.71428571 6.28571429] ; [70.28571429 93.71428571],0
a6,1,0.022094,5.238359,[3 8] ; [102  62],[6.6 4.4] ; [98.4 65.6],0
p2,1,0.044418,4.040598,[5 6] ; [120  43],[7.90229885 3.09770115] ; [117.09770115  45.90229885],0
p11,1,0.046957,3.946911,[6 5] ; [132  33],[8.625 2.375] ; [129.375  35.625],0
r1,1,0.053538,3.727059,[5 6] ; [120  45],[7.8125 3.1875] ; [117.1875  47.8125],0
n2,1,0.065436,3.393939,[3 3] ; [30  6],[4.71428571 1.28571429] ; [28.28571429  7.71428571],0
a7,1,0.073973,3.192586,[4 7] ; [104  60],[6.78857143 4.21142857] ; [101.21142857  62.78857143],0
a3,1,0.128937,2.305258,[3 8] ; [83 80],[5.43678161 5.56321839] ; [80.56321839 82.43678161],0
n4,1,0.15691,2.003758,[5 6] ; [109  55],[7.16571429 3.83428571] ; [106.83428571  57.16571429],0
s5,1,0.19111,1.709039,[ 1 10] ; [ 42 114],[2.83233533 8.16766467] ; [ 40.16766467 115.83233533],0
p9,1,0.233278,1.420765,[7 4] ; [128  34],[8.58381503 2.41618497] ; [126.41618497  35.58381503],0
v3,1,0.249669,1.325155,[2 9] ; [ 57 105],[3.75144509 7.24855491] ; [ 55.24855491 106.75144509],0
d2,1,0.289618,1.121397,[4 7] ; [ 37 128],[2.5625 8.4375] ; [ 38.4375 126.5625],0
a4,1,0.326506,0.962705,[ 1 10] ; [ 35 128],[2.27586207 8.72413793] ; [ 33.72413793 129.27586207],0
b1,1,0.342095,0.902564,[6 5] ; [66 99],[4.5 6.5] ; [67.5 97.5],0
p6,1,0.345448,0.89011,[5 6] ; [ 51 110],[3.58139535 7.41860465] ; [ 52.41860465 108.58139535],0
s4,1,0.36282,0.828109,[3 8] ; [ 27 136],[1.89655172 9.10344828] ; [ 28.10344828 134.89655172],0
a1,1,0.370084,0.803381,[ 1 10] ; [  6 159],[ 0.4375 10.5625] ; [  6.5625 158.4375],0
u2,1,0.380288,0.769772,[3 5] ; [43 37],[4.18181818 3.81818182] ; [41.81818182 38.18181818],0
s7,1,0.389952,0.739093,[3 8] ; [63 93],[4.34730539 6.65269461] ; [61.65269461 94.34730539],0
u3,1,0.400001,0.708323,[3 5] ; [43 38],[4.13483146 3.86516854] ; [41.86516854 39.13483146],0
s6,1,0.424999,0.636451,[5 6] ; [93 68],[6.26744186 4.73255814] ; [91.73255814 69.26744186],0
b4,1,0.456018,0.555652,[5 6] ; [94 71],[6.1875 4.8125] ; [92.8125 72.1875],0
d4,1,0.471248,0.519048,[7 4] ; [86 78],[5.84571429 5.15428571] ; [87.15428571 76.84571429],0
p10,1,0.495324,0.46494,[7 4] ; [117  43],[7.97660819 3.02339181] ; [116.02339181  43.97660819],0
s3,1,0.500252,0.454401,[5 6] ; [90 71],[6.0755814 4.9244186] ; [88.9244186 72.0755814],0
v2,1,0.500546,0.453778,[4 7] ; [74 84],[5.07692308 5.92307692] ; [72.92307692 85.07692308],0
v1,1,0.589214,0.291574,[4 7] ; [72 89],[4.86046512 6.13953488] ; [71.13953488 89.86046512],0
d1,1,0.613954,0.254458,[ 1 10] ; [  9 156],[ 0.625 10.375] ; [  9.375 155.625],0
a8,1,0.668326,0.183566,[ 1 10] ; [ 21 133],[1.46666667 9.53333333] ; [ 20.53333333 133.46666667],0
b3,1,0.674565,0.176309,[2 5] ; [35 61],[2.51456311 4.48543689] ; [34.48543689 61.51456311],0
b2,1,0.674565,0.176309,[2 5] ; [35 61],[2.51456311 4.48543689] ; [34.48543689 61.51456311],0
p8,1,0.681213,0.168764,[6 5] ; [78 84],[5.34104046 5.65895954] ; [78.65895954 83.34104046],0
n3,1,0.697146,0.151457,[4 2] ; [26  9],[4.3902439 1.6097561] ; [25.6097561  9.3902439],0
a5,1,0.7112,0.137082,[5 6] ; [84 80],[5.59428571 5.40571429] ; [83.40571429 80.59428571],0
s8,1,0.728444,0.120545,[3 8] ; [ 53 111],[3.52 7.48] ; [ 52.48 111.52],0
p5,1,0.749071,0.102313,[ 1 10] ; [ 20 142],[1.33526012 9.66473988] ; [ 19.66473988 142.33526012],0
p1,1,0.754084,0.098131,[ 1 10] ; [ 20 143],[1.32758621 9.67241379] ; [ 19.67241379 143.32758621],0
b5,1,0.782148,0.076464,[6 5] ; [97 68],[6.4375 4.5625] ; [96.5625 68.4375],0
n5,1,0.825655,0.048522,[7 4] ; [109  54],[7.33333333 3.66666667] ; [108.66666667  54.33333333],0
p7,1,0.829559,0.04634,[6 5] ; [92 67],[6.34117647 4.65882353] ; [91.65882353 67.34117647],0
p3,1,0.848682,0.036405,[4 7] ; [64 99],[4.29885057 6.70114943] ; [63.70114943 99.29885057],0
s2,1,0.866317,0.028338,[5 6] ; [69 92],[4.73255814 6.26744186] ; [69.26744186 91.73255814],0
n1,1,0.926191,0.008582,[2 4] ; [11 24],[1.90243902 4.09756098] ; [11.09756098 23.90243902],0
p4,1,0.959176,0.00262,[5 6] ; [74 86],[5.08187135 5.91812865] ; [73.91812865 86.08187135],0
