Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000577,11.847982,[395  32] ; [7 4],[391.90410959  35.09589041] ; [10.09589041  0.90410959],1
s1,1,0.000796,11.251311,[  9 416] ; [2 9],[ 10.72247706 414.27752294] ; [ 0.27752294 10.72247706],1
p7,1,0.014809,5.939056,[351  72] ; [6 5],[347.9516129  75.0483871] ; [9.0483871 1.9516129],0
d5,1,0.015449,5.864513,[353  73] ; [6 5],[349.96338673  76.03661327] ; [9.03661327 1.96338673],0
b4,1,0.023691,5.117129,[243 185] ; [10  1],[246.66059226 181.33940774] ; [6.33940774 4.66059226],0
p11,1,0.034942,4.448015,[369  59] ; [7 4],[366.5785877  61.4214123] ; [9.4214123 1.5785877],0
d4,1,0.053875,3.716583,[362  64] ; [7 4],[359.71167048  66.28832952] ; [9.28832952 1.71167048],0
r1,1,0.145027,2.123797,[374  53] ; [8 3],[372.40639269  54.59360731] ; [9.59360731 1.40639269],0
s5,1,0.300308,1.072828,[161 251] ; [6 5],[162.6572104 249.3427896] ; [4.3427896 6.6572104],0
a2,1,0.306007,1.047831,[ 94 334] ; [ 1 10],[ 92.61958998 335.38041002] ; [2.38041002 8.61958998],0
b2,1,0.327089,0.96039,[ 97 156] ; [2 7],[ 95.59923664 157.40076336] ; [3.40076336 5.59923664],0
b3,1,0.327089,0.96039,[ 97 156] ; [2 7],[ 95.59923664 157.40076336] ; [3.40076336 5.59923664],0
n5,1,0.340855,0.907214,[338  89] ; [10  1],[339.26027397  87.73972603] ; [8.73972603 2.26027397],0
n4,1,0.372608,0.79495,[342  85] ; [10  1],[343.15981735  83.84018265] ; [8.84018265 2.15981735],0
a4,1,0.40017,0.707817,[185 242] ; [3 7],[183.6979405 243.3020595] ; [4.3020595 5.6979405],0
p12,1,0.402057,0.702167,[ 44 382] ; [2 9],[ 44.84210526 381.15789474] ; [1.15789474 9.84210526],0
u3,1,0.425507,0.635055,[70 54] ; [1 2],[69.32283465 54.67716535] ; [1.67716535 1.32283465],0
s2,1,0.427531,0.629521,[219 206] ; [7 4],[220.29816514 204.70183486] ; [5.70183486 5.29816514],0
n1,1,0.43905,0.598764,[24 33] ; [3 2],[24.82258065 32.17741935] ; [2.17741935 2.82258065],0
n3,1,0.449372,0.572235,[43 14] ; [3 2],[42.29032258 14.70967742] ; [3.70967742 1.29032258],0
s6,1,0.452949,0.563262,[296 118] ; [9 2],[297.10588235 116.89411765] ; [7.89411765 3.10588235],0
u1,1,0.4965,0.46241,[ 72 356] ; [ 1 10],[ 71.17084282 356.82915718] ; [1.82915718 9.17084282],0
v2,1,0.513609,0.426707,[250 165] ; [5 5],[249. 166.] ; [6. 4.],0
p1,1,0.516762,0.420352,[ 50 375] ; [2 9],[ 50.68807339 374.31192661] ; [1.31192661 9.68807339],0
a1,1,0.529965,0.394459,[ 21 407] ; [ 1 10],[ 21.44874715 406.55125285] ; [ 0.55125285 10.44874715],0
d3,1,0.535915,0.383163,[308 119] ; [7 4],[307.0890411 119.9109589] ; [7.9109589 3.0890411],0
p3,1,0.537569,0.380064,[271 155] ; [6 5],[270.02745995 155.97254005] ; [6.97254005 4.02745995],0
a3,1,0.539657,0.376175,[303 123] ; [8 2],[303.86697248 122.13302752] ; [7.13302752 2.86697248],0
d1,1,0.540544,0.374532,[272 156] ; [6 5],[271.03416856 156.96583144] ; [6.96583144 4.03416856],0
p10,1,0.549829,0.357624,[375  52] ; [9 2],[374.35616438  52.64383562] ; [9.64383562 1.35616438],0
b1,1,0.585249,0.297825,[160 268] ; [5 6],[160.86560364 267.13439636] ; [4.13439636 6.86560364],0
b5,1,0.617646,0.24919,[240 188] ; [7 4],[240.81093394 187.18906606] ; [6.18906606 4.81093394],0
a5,1,0.689725,0.159384,[333  95] ; [8 3],[332.45558087  95.54441913] ; [8.54441913 2.45558087],0
u2,1,0.692914,0.155949,[69 56] ; [2 1],[69.3359375 55.6640625] ; [1.6640625 1.3359375],0
v1,1,0.703506,0.14485,[253 167] ; [6 5],[252.38979118 167.61020882] ; [6.61020882 4.38979118],0
v3,1,0.749444,0.101999,[188 229] ; [4 6],[187.50351288 229.49648712] ; [4.49648712 5.50351288],0
s8,1,0.754189,0.098045,[213 211] ; [5 6],[212.48735632 211.51264368] ; [5.51264368 5.48735632],0
n6,1,0.768822,0.086387,[374  51] ; [10  1],[374.31192661  50.68807339] ; [9.68807339 1.31192661],0
p6,1,0.807601,0.059303,[208 215] ; [5 6],[207.60138249 215.39861751] ; [5.39861751 5.60138249],0
a6,1,0.820371,0.05156,[285 141] ; [7 4],[284.64988558 141.35011442] ; [7.35011442 3.64988558],0
s4,1,0.83942,0.041061,[ 67 354] ; [2 9],[ 67.24305556 353.75694444] ; [1.75694444 9.24305556],0
d2,1,0.842964,0.039245,[207 220] ; [5 6],[206.67579909 220.32420091] ; [5.32420091 5.67579909],0
s7,1,0.866035,0.028459,[215 193] ; [5 5],[214.73684211 193.26315789] ; [5.26315789 4.73684211],0
a7,1,0.867216,0.027955,[320 107] ; [8 3],[319.76255708 107.23744292] ; [8.23744292 2.76255708],0
