Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,22.129805,[37  6] ; [43 56],[24.22535211 18.77464789] ; [55.77464789 43.22535211],1
p8,1,0.000619,11.71685,[28 15] ; [33 64],[18.73571429 24.26428571] ; [42.26428571 54.73571429],1
p4,1,0.000649,11.628925,[31 12] ; [41 59],[21.65034965 21.34965035] ; [50.34965035 49.65034965],1
p1,1,0.000731,11.408057,[12 31] ; [ 7 93],[ 5.71328671 37.28671329] ; [13.28671329 86.71328671],1
p5,1,0.000993,10.839963,[11 32] ; [ 6 93],[ 5.14788732 37.85211268] ; [11.85211268 87.14788732],1
s7,1,0.001798,9.745117,[24 15] ; [30 63],[15.95454545 23.04545455] ; [38.04545455 54.95454545],0
p3,1,0.007797,7.079421,[26 17] ; [36 63],[18.77464789 24.22535211] ; [43.22535211 55.77464789],0
u2,1,0.010772,6.502467,[13  7] ; [17 36],[ 8.21917808 11.78082192] ; [21.78082192 31.21917808],0
b2,1,0.013324,6.125585,[12 13] ; [13 48],[ 7.26744186 17.73255814] ; [17.73255814 43.26744186],0
b3,1,0.013324,6.125585,[12 13] ; [13 48],[ 7.26744186 17.73255814] ; [17.73255814 43.26744186],0
v2,1,0.025871,4.964587,[23 19] ; [32 61],[17.11111111 24.88888889] ; [37.88888889 55.11111111],0
s5,1,0.028957,4.770167,[15 26] ; [19 80],[ 9.95714286 31.04285714] ; [24.04285714 74.95714286],0
p12,1,0.039522,4.2383,[ 5 38] ; [ 3 97],[ 2.40559441 40.59440559] ; [ 5.59440559 94.40559441],0
a6,1,0.048844,3.880705,[30 13] ; [52 48],[24.65734266 18.34265734] ; [57.34265734 42.65734266],0
p2,1,0.063802,3.435682,[35  8] ; [66 34],[30.37062937 12.62937063] ; [70.62937063 29.37062937],0
p10,1,0.068031,3.329893,[35  7] ; [67 31],[30.6 11.4] ; [71.4 26.6],0
s2,1,0.069232,3.301131,[20 23] ; [30 68],[15.24822695 27.75177305] ; [34.75177305 63.24822695],0
s8,1,0.084737,2.971626,[19 24] ; [29 70],[14.53521127 28.46478873] ; [33.46478873 65.53521127],0
b4,1,0.112635,2.516851,[26 17] ; [46 54],[21.65034965 21.34965035] ; [50.34965035 49.65034965],0
u1,1,0.137366,2.207222,[ 3 40] ; [ 2 98],[ 1.5034965 41.4965035] ; [ 3.4965035 96.5034965],0
v3,1,0.154798,2.024324,[18 25] ; [29 69],[14.33333333 28.66666667] ; [32.66666667 65.33333333],0
s4,1,0.161777,1.957533,[ 5 37] ; [22 78],[ 7.98591549 34.01408451] ; [19.01408451 80.98591549],0
p9,1,0.175895,1.831973,[36  7] ; [71 26],[32.86428571 10.13571429] ; [74.13571429 22.86428571],0
d5,1,0.208062,1.584861,[17 26] ; [51 49],[20.44755245 22.55244755] ; [47.55244755 52.44755245],0
n6,1,0.217291,1.522173,[37  6] ; [77 23],[34.27972028  8.72027972] ; [79.72027972 20.27972028],0
n4,1,0.217725,1.519304,[38  5] ; [79 20],[35.42957746  7.57042254] ; [81.57042254 17.42957746],0
a5,1,0.250139,1.322526,[26 17] ; [50 50],[22.85314685 20.14685315] ; [53.14685315 46.85314685],0
d3,1,0.258583,1.27633,[13 29] ; [22 78],[10.35211268 31.64788732] ; [24.64788732 75.35211268],0
r1,1,0.27854,1.174198,[30 13] ; [59 39],[27.14184397 15.85815603] ; [61.85815603 36.14184397],0
b5,1,0.297809,1.083981,[26 17] ; [51 49],[23.15384615 19.84615385] ; [53.84615385 46.15384615],0
r3,1,0.31116,1.025747,[37  6] ; [78 21],[34.82394366  8.17605634] ; [80.17605634 18.82394366],0
r2,1,0.346846,0.884962,[39  4] ; [84 15],[37.24647887  5.75352113] ; [85.75352113 13.24647887],0
v4,1,0.346846,0.884962,[39  4] ; [84 15],[37.24647887  5.75352113] ; [85.75352113 13.24647887],0
s3,1,0.364671,0.821742,[23 19] ; [45 52],[20.54676259 21.45323741] ; [47.45323741 49.54676259],0
a4,1,0.407537,0.685974,[13 29] ; [24 75],[11.0212766 30.9787234] ; [25.9787234 73.0212766],0
a8,1,0.439876,0.596606,[ 6 35] ; [ 9 81],[ 4.69465649 36.30534351] ; [10.30534351 79.69465649],0
d1,1,0.449332,0.572335,[ 3 40] ; [ 4 96],[ 2.1048951 40.8951049] ; [ 4.8951049 95.1048951],0
a1,1,0.464493,0.535046,[ 1 42] ; [ 5 95],[ 1.8041958 41.1958042] ; [ 4.1958042 95.8041958],0
b1,1,0.469333,0.523545,[20 23] ; [40 60],[18.04195804 24.95804196] ; [41.95804196 58.04195804],0
d2,1,0.479402,0.500223,[10 33] ; [29 71],[11.72727273 31.27272727] ; [27.27272727 72.72727273],0
s6,1,0.523756,0.406491,[25 16] ; [54 44],[23.30215827 17.69784173] ; [55.69784173 42.30215827],0
a7,1,0.545357,0.365701,[26 17] ; [55 45],[24.35664336 18.64335664] ; [56.64335664 43.35664336],0
a3,1,0.545471,0.365494,[23 20] ; [47 51],[21.34751773 21.65248227] ; [48.65248227 49.34751773],0
p11,1,0.592103,0.287072,[32 11] ; [70 30],[30.67132867 12.32867133] ; [71.32867133 28.67132867],0
s1,1,0.620724,0.244851,[ 2 39] ; [ 7 91],[ 2.65467626 38.34532374] ; [ 6.34532374 91.65467626],0
u3,1,0.677063,0.173451,[ 9 11] ; [21 32],[ 8.21917808 11.78082192] ; [21.78082192 31.21917808],0
n2,1,0.677856,0.172549,[7 3] ; [26  8],[7.5 2.5] ; [25.5  8.5],0
a2,1,0.689043,0.160123,[ 3 40] ; [ 9 91],[ 3.60839161 39.39160839] ; [ 8.39160839 91.60839161],0
n3,1,0.714693,0.133635,[7 3] ; [25  8],[7.44186047 2.55813953] ; [24.55813953  8.44186047],0
v1,1,0.810819,0.057298,[20 23] ; [43 54],[19.35 23.65] ; [43.65 53.35],0
r4,1,0.923633,0.009189,[33 10] ; [76 24],[32.77622378 10.22377622] ; [76.22377622 23.77622378],0
n1,1,0.93308,0.007051,[5 5] ; [16 17],[4.88372093 5.11627907] ; [16.11627907 16.88372093],0
