Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,25.837174,[191  33] ; [57 39],[173.6  50.4] ; [74.4 21.6],1
p4,1,1e-06,24.67726,[120 105] ; [23 75],[ 99.6130031 125.3869969] ; [43.3869969 54.6130031],1
r3,1,1e-06,24.562282,[211  12] ; [75 24],[198.06832298  24.93167702] ; [87.93167702 11.06832298],1
p10,1,1e-06,23.502682,[182  41] ; [54 43],[164.4625  58.5375] ; [71.5375 25.4625],1
a1,1,2.6e-05,17.693058,[  5 220] ; [14 85],[ 13.19444444 211.80555556] ; [ 5.80555556 93.19444444],1
v4,1,5.4e-05,16.316447,[209  15] ; [77 22],[198.34055728  25.65944272] ; [87.65944272 11.34055728],1
p7,1,0.0001,15.13473,[107 114] ; [24 72],[ 91.32807571 129.67192429] ; [39.67192429 56.32807571],1
p6,1,0.000201,13.818511,[ 63 161] ; [ 9 88],[ 50.24299065 173.75700935] ; [21.75700935 75.24299065],1
r4,1,0.000292,13.120661,[195  30] ; [69 30],[183.33333333  41.66666667] ; [80.66666667 18.33333333],1
s6,1,0.000584,11.826468,[155  68] ; [49 50],[141.27950311  81.72049689] ; [62.72049689 36.27950311],1
p11,1,0.000608,11.750965,[170  55] ; [56 43],[156.94444444  68.05555556] ; [69.05555556 29.94444444],1
d5,1,0.000738,11.390694,[189  36] ; [66 32],[177.63157895  47.36842105] ; [77.36842105 20.63157895],1
v1,1,0.001416,10.18443,[117 100] ; [33 63],[103.99361022 113.00638978] ; [46.00638978 49.99361022],0
b1,1,0.001433,10.162896,[ 78 147] ; [53 46],[ 90.97222222 134.02777778] ; [40.02777778 58.97222222],0
v2,1,0.007669,7.109127,[117  99] ; [35 58],[106.25242718 109.74757282] ; [45.74757282 47.25242718],0
s2,1,0.007993,7.035026,[119 102] ; [37 61],[108.07523511 112.92476489] ; [47.92476489 50.07523511],0
n6,1,0.014738,5.947496,[196  28] ; [76 23],[188.63157895  35.36842105] ; [83.36842105 15.63157895],0
d3,1,0.021785,5.262854,[149  75] ; [52 46],[139.82608696  84.17391304] ; [61.17391304 36.82608696],0
p1,1,0.024754,5.041018,[ 10 215] ; [11 88],[ 14.58333333 210.41666667] ; [ 6.41666667 92.58333333],0
s5,1,0.027166,4.880228,[ 68 151] ; [18 77],[ 59.98089172 159.01910828] ; [26.01910828 68.98089172],0
s7,1,0.029823,4.719478,[107 109] ; [34 60],[ 98.24516129 117.75483871] ; [42.75483871 51.24516129],0
p3,1,0.047894,3.91369,[ 87 138] ; [27 72],[ 79.16666667 145.83333333] ; [34.83333333 64.16666667],0
s3,1,0.04894,3.877401,[130  91] ; [46 52],[121.93103448  99.06896552] ; [54.06896552 43.93103448],0
r1,1,0.059859,3.541285,[169  54] ; [65 34],[162.05590062  60.94409938] ; [71.94409938 27.05590062],0
r2,1,0.079607,3.072907,[207  16] ; [85 13],[202.85358255  20.14641745] ; [89.14641745  8.85358255],0
s1,1,0.109185,2.565972,[  7 212] ; [ 7 90],[  9.70253165 209.29746835] ; [ 4.29746835 92.70253165],0
d4,1,0.118199,2.44103,[173  50] ; [68 30],[167.42367601  55.57632399] ; [73.57632399 24.42367601],0
u4,1,0.122627,2.383442,[  3 222] ; [ 4 95],[  4.86111111 220.13888889] ; [ 2.13888889 96.86111111],0
b5,1,0.158317,1.990231,[148  77] ; [57 42],[142.36111111  82.63888889] ; [62.63888889 36.36111111],0
a3,1,0.196882,1.665353,[163  62] ; [64 34],[158.12693498  66.87306502] ; [68.87306502 29.12693498],0
n3,1,0.19705,1.664105,[45 16] ; [24 15],[42.09 18.91] ; [26.91 12.09],0
a6,1,0.291328,1.113476,[158  67] ; [63 35],[153.94736842  71.05263158] ; [67.05263158 30.94736842],0
a7,1,0.312036,1.022037,[151  73] ; [61 38],[147.02167183  76.97832817] ; [64.97832817 34.02167183],0
n4,1,0.316441,1.003601,[195  29] ; [82 17],[192.09907121  31.90092879] ; [84.90092879 14.09907121],0
n1,1,0.340489,0.90859,[23 36] ; [19 20],[25.28571429 33.71428571] ; [16.71428571 22.28571429],0
a2,1,0.353079,0.862359,[ 61 164] ; [22 77],[ 57.63888889 167.36111111] ; [25.36111111 73.63888889],0
