Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.183443,[ 21 117] ; [86 75],[49.38461538 88.61538462] ; [ 57.61538462 103.38461538],1
n4,1,0.040778,4.185218,[80 57] ; [113  49],[88.43143813 48.56856187] ; [104.56856187  57.43143813],0
n5,1,0.052076,3.773335,[82 54] ; [115  47],[89.90604027 46.09395973] ; [107.09395973  54.90604027],0
v3,1,0.07012,3.280212,[ 31 101] ; [ 53 107],[37.97260274 94.02739726] ; [ 46.02739726 113.97260274],0
n2,1,0.077959,3.106943,[29 12] ; [38  6],[32.31764706  8.68235294] ; [34.68235294  9.31764706],0
u3,1,0.080857,3.047598,[26 39] ; [38 31],[31.04477612 33.95522388] ; [32.95522388 36.04477612],0
p3,1,0.092641,2.827872,[39 99] ; [ 61 102],[45.84717608 92.15282392] ; [ 54.15282392 108.84717608],0
a1,1,0.096883,2.756121,[ 10 128] ; [  5 158],[  6.87707641 131.12292359] ; [  8.12292359 154.87707641],0
p5,1,0.099743,2.709649,[  3 132] ; [ 10 153],[  5.88926174 129.11073826] ; [  7.11073826 155.88926174],0
u2,1,0.11403,2.497459,[26 39] ; [36 31],[30.53030303 34.46969697] ; [31.46969697 35.53030303],0
b1,1,0.119953,2.417933,[63 75] ; [ 60 103],[56.39202658 81.60797342] ; [66.60797342 96.39202658],0
a6,1,0.234956,1.410606,[71 67] ; [95 68],[76.10631229 61.89368771] ; [89.89368771 73.10631229],0
a4,1,0.240941,1.375079,[ 36 102] ; [ 33 129],[ 31.74 106.26] ; [ 37.26 124.74],0
a5,1,0.241963,1.369123,[72 66] ; [96 67],[77.02325581 60.97674419] ; [90.97674419 72.02325581],0
p11,1,0.262355,1.256289,[89 49] ; [115  48],[93.5282392 44.4717608] ; [110.4717608  52.5282392],0
p1,1,0.267617,1.22892,[ 11 125] ; [  8 154],[  8.67114094 127.32885906] ; [ 10.32885906 151.67114094],0
n3,1,0.281263,1.160979,[26 13] ; [34 10],[28.19277108 10.80722892] ; [31.80722892 12.19277108],0
d3,1,0.297988,1.083177,[47 91] ; [65 98],[51.34883721 86.65116279] ; [ 60.65116279 102.34883721],0
s1,1,0.411057,0.675741,[  9 128] ; [  7 152],[  7.40540541 129.59459459] ; [  8.59459459 150.40540541],0
b4,1,0.481293,0.495931,[74 64] ; [94 69],[77.02325581 60.97674419] ; [90.97674419 72.02325581],0
a3,1,0.590188,0.290051,[73 63] ; [92 70],[75.30201342 60.69798658] ; [89.69798658 72.30201342],0
d4,1,0.637435,0.222113,[75 63] ; [93 70],[77.02325581 60.97674419] ; [90.97674419 72.02325581],0
a2,1,0.641032,0.217395,[  6 132] ; [  9 154],[  6.87707641 131.12292359] ; [  8.12292359 154.87707641],0
n1,1,0.669552,0.182127,[14 26] ; [17 26],[14.93975904 25.06024096] ; [16.06024096 26.93975904],0
b3,1,0.769554,0.085825,[22 57] ; [23 66],[21.16071429 57.83928571] ; [23.83928571 65.16071429],0
b2,1,0.769554,0.085825,[22 57] ; [23 66],[21.16071429 57.83928571] ; [23.83928571 65.16071429],0
a8,1,0.82324,0.049899,[ 15 114] ; [ 19 133],[ 15.60854093 113.39145907] ; [ 18.39145907 133.60854093],0
b5,1,0.835334,0.043208,[77 61] ; [89 74],[76.10631229 61.89368771] ; [89.89368771 73.10631229],0
u1,1,0.931667,0.007353,[  4 134] ; [  5 158],[  4.12624585 133.87375415] ; [  4.87375415 158.12624585],0
d2,1,0.95866,0.002687,[ 23 114] ; [ 27 136],[ 22.83333333 114.16666667] ; [ 27.16666667 135.83333333],0
