Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.183443,[ 21 117] ; [86 75],[49.38461538 88.61538462] ; [ 57.61538462 103.38461538],1
s3,1,0.0,45.699332,[37 99] ; [106  53],[65.92542373 70.07457627] ; [77.07457627 81.92542373],1
s8,1,0.0,39.633584,[ 13 125] ; [68 95],[ 37.13621262 100.86378738] ; [ 43.86378738 119.13621262],1
s5,1,0.0,38.393942,[  7 128] ; [ 56 105],[ 28.73310811 106.26689189] ; [ 34.26689189 126.73310811],1
s7,1,0.0,35.938908,[ 18 111] ; [75 84],[41.65625 87.34375] ; [ 51.34375 107.65625],1
r4,1,1.3e-05,18.971343,[90 48] ; [141  22],[105.90697674  32.09302326] ; [125.09302326  37.90697674],1
n6,1,5e-05,16.45527,[83 53] ; [133  29],[98.57718121 37.42281879] ; [117.42281879  44.57718121],1
v4,1,9.4e-05,15.251523,[107  28] ; [151   9],[118.06779661  16.93220339] ; [139.93220339  20.06779661],1
r3,1,0.000513,12.066732,[107  29] ; [150  12],[117.2885906  18.7114094] ; [139.7114094  22.2885906],1
p10,1,0.000631,11.680967,[78 57] ; [123  38],[91.6722973 43.3277027] ; [109.3277027  51.6722973],1
s4,1,0.000909,11.00351,[ 13 125] ; [ 39 124],[ 23.84053156 114.15946844] ; [ 28.15946844 134.84053156],1
p9,1,0.001599,9.960971,[86 49] ; [129  32],[98.05743243 36.94256757] ; [116.94256757  44.05743243],0
p2,1,0.00265,9.034259,[86 51] ; [128  35],[97.72666667 39.27333333] ; [116.27333333  46.72666667],0
p7,1,0.00272,8.986637,[49 86] ; [86 74],[61.77966102 73.22033898] ; [73.22033898 86.77966102],0
r2,1,0.004346,8.133244,[108  29] ; [145  15],[116.7037037  20.2962963] ; [136.2962963  23.7037037],0
r1,1,0.004505,8.06798,[79 58] ; [118  43],[90.56711409 46.43288591] ; [106.43288591  54.56711409],0
p8,1,0.006478,7.412225,[37 99] ; [69 94],[48.21404682 87.78595318] ; [ 57.78595318 105.21404682],0
p4,1,0.027334,4.869584,[43 94] ; [71 91],[52.23411371 84.76588629] ; [ 61.76588629 100.23411371],0
v2,1,0.031519,4.624447,[42 88] ; [69 85],[50.80985915 79.19014085] ; [60.19014085 93.80985915],0
d5,1,0.032792,4.556588,[66 72] ; [98 65],[75.18936877 62.81063123] ; [88.81063123 74.18936877],0
v1,1,0.034385,4.47545,[48 86] ; [76 82],[56.90410959 77.09589041] ; [67.09589041 90.90410959],0
p12,1,0.035485,4.421683,[  1 135] ; [  8 155],[  4.09364548 131.90635452] ; [  4.90635452 158.09364548],0
a7,1,0.038849,4.267478,[73 64] ; [106  57],[81.74333333 55.25666667] ; [97.25666667 65.74333333],0
