Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,79.064935,[190  91] ; [22 95],[149.67839196 131.32160804] ; [62.32160804 54.67839196],1
s3,1,0.0,74.190467,[198  80] ; [28 88],[159.46192893 118.53807107] ; [66.53807107 49.46192893],1
s7,1,0.0,47.771766,[180  90] ; [31 80],[149.52755906 120.47244094] ; [61.47244094 49.52755906],1
s5,1,0.0,44.910744,[137 134] ; [ 17 101],[107.28534704 163.71465296] ; [46.71465296 71.28534704],1
s8,1,0.0,30.982478,[168 111] ; [35 83],[142.66246851 136.33753149] ; [60.33753149 57.66246851],1
r4,1,4e-06,21.190008,[272   9] ; [99 19],[261.28070175  19.71929825] ; [109.71929825   8.28070175],1
s4,1,0.000232,13.554579,[ 58 219] ; [  7 111],[ 45.58227848 231.41772152] ; [19.41772152 98.58227848],1
p5,1,0.000506,12.091784,[ 63 218] ; [  9 108],[ 50.83417085 230.16582915] ; [21.16582915 95.83417085],1
p6,1,0.001022,10.787275,[153 126] ; [43 74],[138.09090909 140.90909091] ; [57.90909091 59.09090909],0
p4,1,0.007074,7.25399,[219  62] ; [76 41],[208.27889447  72.72110553] ; [86.72110553 30.27889447],0
d4,1,0.0091,6.802997,[245  35] ; [91 27],[236.38190955  43.61809045] ; [99.61809045 18.38190955],0
a3,1,0.012335,6.262028,[211  68] ; [74 43],[200.79545455  78.20454545] ; [84.20454545 32.79545455],0
r2,1,0.013156,6.147949,[269   8] ; [106  10],[264.3129771  12.6870229] ; [110.6870229   5.3129771],0
p12,1,0.014966,5.920428,[ 38 243] ; [  6 111],[ 31.06532663 249.93467337] ; [ 12.93467337 104.06532663],0
p9,1,0.0278,4.840439,[259  21] ; [99 17],[253.13131313  26.86868687] ; [104.86868687  11.13131313],0
p7,1,0.066935,3.356616,[234  43] ; [89 27],[227.66157761  49.33842239] ; [95.33842239 20.66157761],0
r3,1,0.083073,3.003723,[270  10] ; [109   9],[266.63316583  13.36683417] ; [112.36683417   5.63316583],0
u4,1,0.101616,2.679997,[ 11 270] ; [  1 117],[  8.45112782 272.54887218] ; [  3.54887218 114.45112782],0
p3,1,0.110357,2.549105,[187  94] ; [68 49],[180.03768844 100.96231156] ; [74.96231156 42.03768844],0
a1,1,0.11475,2.48755,[ 18 263] ; [  3 115],[ 14.78947368 266.21052632] ; [  6.21052632 111.78947368],0
u1,1,0.116869,2.458792,[ 54 227] ; [ 15 103],[ 48.59398496 232.40601504] ; [20.40601504 97.59398496],0
r1,1,0.117121,2.455398,[237  44] ; [91 26],[231.57788945  49.42211055] ; [96.42211055 20.57788945],0
p10,1,0.121916,2.392538,[251  28] ; [98 18],[246.50886076  32.49113924] ; [102.49113924  13.50886076],0
u3,1,0.124868,2.355177,[40 29] ; [19 25],[36.02654867 32.97345133] ; [22.97345133 21.02654867],0
n5,1,0.133259,2.254118,[240  40] ; [94 24],[234.97487437  45.02512563] ; [99.02512563 18.97487437],0
a5,1,0.183477,1.769231,[222  59] ; [86 32],[216.9122807  64.0877193] ; [91.0877193 26.9122807],0
v1,1,0.216303,1.528734,[172 106] ; [64 52],[166.5177665 111.4822335] ; [69.4822335 46.5177665],0
u2,1,0.223693,1.480519,[40 30] ; [20 24],[36.84210526 33.15789474] ; [23.15789474 20.84210526],0
d5,1,0.284065,1.147538,[229  51] ; [91 27],[225.12562814  54.87437186] ; [94.87437186 23.12562814],0
n4,1,0.304053,1.056333,[238  43] ; [95 23],[234.51879699  46.48120301] ; [98.48120301 19.51879699],0
s1,1,0.325651,0.966116,[ 10 271] ; [  2 115],[  8.47236181 272.52763819] ; [  3.52763819 113.47236181],0
a8,1,0.344632,0.893123,[ 43 216] ; [13 90],[ 40.06629834 218.93370166] ; [15.93370166 87.06629834],0
a4,1,0.360828,0.835008,[125 154] ; [47 71],[120.87657431 158.12342569] ; [51.12342569 66.87657431],0
p11,1,0.392996,0.729651,[247  34] ; [100  18],[244.37844612  36.62155388] ; [102.62155388  15.37844612],0
n3,1,0.429748,0.623505,[29 16] ; [17  6],[30.44117647 14.55882353] ; [15.55882353  7.44117647],0
d3,1,0.468978,0.524384,[203  78] ; [81 37],[200.01002506  80.98997494] ; [83.98997494 34.01002506],0
v4,1,0.508857,0.436418,[273   8] ; [115   2],[273.93969849   7.06030151] ; [114.06030151   2.93969849],0
b5,1,0.533885,0.386991,[150 131] ; [67 51],[152.8245614 128.1754386] ; [64.1754386 53.8245614],0
a7,1,0.537204,0.380747,[210  70] ; [85 33],[207.53768844  72.46231156] ; [87.46231156 30.53768844],0
d2,1,0.609003,0.261629,[135 146] ; [60 58],[137.33082707 143.66917293] ; [57.66917293 60.33082707],0
v2,1,0.623378,0.241149,[158 116] ; [70 46],[160.18461538 113.81538462] ; [67.81538462 48.18461538],0
a2,1,0.645937,0.211061,[ 63 218] ; [24 94],[ 61.27067669 219.72932331] ; [25.72932331 92.27067669],0
n1,1,0.696871,0.151747,[19 27] ; [ 8 14],[18.26470588 27.73529412] ; [ 8.73529412 13.26470588],0
b4,1,0.702086,0.146311,[163 118] ; [66 52],[161.27568922 119.72431078] ; [67.72431078 50.27568922],0
p2,1,0.722977,0.125659,[259  21] ; [107  10],[258.13602015  21.86397985] ; [107.86397985   9.13602015],0
