Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.128894,[24 24] ; [ 4 52],[12.92307692 35.07692308] ; [15.07692308 40.92307692],1
s3,1,5.8e-05,16.163553,[33 15] ; [16 39],[22.83495146 25.16504854] ; [26.16504854 28.83495146],1
s2,1,0.000111,14.937116,[27 21] ; [11 45],[17.53846154 30.46153846] ; [20.46153846 35.53846154],1
s5,1,0.000179,14.043567,[17 27] ; [ 4 50],[ 9.42857143 34.57142857] ; [11.57142857 42.42857143],1
p4,1,0.001447,10.144691,[27 21] ; [14 41],[19.10679612 28.89320388] ; [21.89320388 33.10679612],0
p3,1,0.001822,9.720678,[27 21] ; [14 40],[19.29411765 28.70588235] ; [21.70588235 32.29411765],0
s7,1,0.002354,9.250759,[21 25] ; [ 8 40],[14.19148936 31.80851064] ; [14.80851064 33.19148936],0
d1,1,0.011009,6.463929,[30 18] ; [21 35],[23.53846154 24.46153846] ; [27.46153846 28.53846154],0
p9,1,0.027942,4.831642,[33 15] ; [26 29],[27.49514563 20.50485437] ; [31.50485437 23.49514563],0
r3,1,0.02806,4.824398,[45  3] ; [44 12],[41.07692308  6.92307692] ; [47.92307692  8.07692308],0
p7,1,0.044089,4.053166,[25 22] ; [18 36],[20.00990099 26.99009901] ; [22.99009901 31.00990099],0
n2,1,0.046743,3.954606,[15  4] ; [8 9],[12.13888889  6.86111111] ; [10.86111111  6.13888889],0
s1,1,0.046881,3.949653,[ 1 47] ; [ 7 49],[ 3.69230769 44.30769231] ; [ 4.30769231 51.69230769],0
p10,1,0.055841,3.656808,[30 18] ; [24 31],[25.16504854 22.83495146] ; [28.83495146 26.16504854],0
s4,1,0.100056,2.704644,[12 36] ; [ 7 49],[ 8.76923077 39.23076923] ; [10.23076923 45.76923077],0
a5,1,0.10412,2.64127,[34 14] ; [31 25],[30. 18.] ; [35. 21.],0
u2,1,0.112029,2.525361,[17  4] ; [11  8],[14.7  6.3] ; [13.3  5.7],0
u3,1,0.112029,2.525361,[17  4] ; [11  8],[14.7  6.3] ; [13.3  5.7],0
p6,1,0.116893,2.458467,[12 35] ; [ 7 46],[ 8.93 38.07] ; [10.07 42.93],0
b3,1,0.117752,2.446964,[12 17] ; [ 7 24],[ 9.18333333 19.81666667] ; [ 9.81666667 21.18333333],0
b2,1,0.117752,2.446964,[12 17] ; [ 7 24],[ 9.18333333 19.81666667] ; [ 9.81666667 21.18333333],0
a1,1,0.119706,2.421164,[ 4 44] ; [ 1 55],[ 2.30769231 45.69230769] ; [ 2.69230769 53.30769231],0
v4,1,0.146055,2.112978,[42  6] ; [42 13],[39.14563107  8.85436893] ; [44.85436893 10.14563107],0
p2,1,0.167388,1.906185,[35 13] ; [33 22],[31.68932039 16.31067961] ; [36.31067961 18.68932039],0
v2,1,0.174814,1.841167,[21 22] ; [19 35],[17.73195876 25.26804124] ; [22.26804124 31.73195876],0
v1,1,0.183482,1.769193,[22 25] ; [19 37],[18.70873786 28.29126214] ; [22.29126214 33.70873786],0
a3,1,0.215537,1.533838,[26 22] ; [37 19],[29.07692308 18.92307692] ; [33.92307692 22.07692308],0
p8,1,0.215605,1.533386,[21 26] ; [18 37],[17.97058824 29.02941176] ; [21.02941176 33.97058824],0
a2,1,0.2449,1.352167,[ 9 39] ; [ 6 50],[ 6.92307692 41.07692308] ; [ 8.07692308 47.92307692],0
d3,1,0.279543,1.169312,[34 14] ; [34 22],[31.38461538 16.61538462] ; [36.61538462 19.38461538],0
a4,1,0.279543,1.169312,[14 34] ; [22 34],[16.61538462 31.38461538] ; [19.38461538 36.61538462],0
r4,1,0.295569,1.094078,[37 11] ; [38 18],[34.61538462 13.38461538] ; [40.38461538 15.61538462],0
