Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000719,11.439988,[158  82] ; [44 52],[144.28571429  95.71428571] ; [57.71428571 38.28571429],1
s6,1,0.000774,11.302543,[219  27] ; [70 24],[209.1  36.9] ; [79.9 14.1],1
s3,1,0.002114,9.447675,[200  47] ; [62 33],[189.22222222  57.77777778] ; [72.77777778 22.22222222],0
s2,1,0.002741,8.9725,[197  51] ; [62 35],[186.17971014  61.82028986] ; [72.82028986 24.17971014],0
v3,1,0.017247,5.671072,[127 113] ; [37 59],[117.14285714 122.85714286] ; [46.85714286 49.14285714],0
p9,1,0.033078,4.541719,[230  18] ; [81 14],[224.86297376  23.13702624] ; [86.13702624  8.86297376],0
p6,1,0.034917,4.449208,[126 120] ; [37 59],[117.24561404 128.75438596] ; [45.75438596 50.24561404],0
d1,1,0.039788,4.226882,[168  81] ; [54 43],[159.76300578  89.23699422] ; [62.23699422 34.76300578],0
n6,1,0.041274,4.164736,[236  13] ; [85 11],[231.67826087  17.32173913] ; [89.32173913  6.67826087],0
u4,1,0.046981,3.946078,[ 15 234] ; [ 1 96],[ 11.51445087 237.48554913] ; [ 4.48554913 92.51445087],0
s5,1,0.06249,3.470032,[115 121] ; [36 60],[107.3373494 128.6626506] ; [43.6626506 52.3373494],0
p10,1,0.071331,3.252112,[221  26] ; [79 17],[216.03498542  30.96501458] ; [83.96501458 12.03498542],0
d5,1,0.074786,3.174731,[209  39] ; [73 23],[203.30232558  44.69767442] ; [78.69767442 17.30232558],0
r4,1,0.096019,2.770454,[230  19] ; [84 13],[225.97109827  23.02890173] ; [88.02890173  8.97109827],0
u2,1,0.105749,2.616633,[26 13] ; [10 12],[23.01639344 15.98360656] ; [12.98360656  9.01639344],0
p12,1,0.115934,2.471411,[ 33 214] ; [ 7 89],[ 28.80466472 218.19533528] ; [11.19533528 84.80466472],0
v2,1,0.117783,2.446562,[152  90] ; [52 45],[145.62831858  96.37168142] ; [58.37168142 38.62831858],0
v4,1,0.118253,2.440309,[243   5] ; [92  5],[240.8115942   7.1884058] ; [94.1884058  2.8115942],0
p5,1,0.131924,2.269719,[ 50 195] ; [13 84],[ 45.13157895 199.86842105] ; [17.86842105 79.13157895],0
a3,1,0.148153,2.091163,[210  38] ; [75 21],[205.46511628  42.53488372] ; [79.53488372 16.46511628],0
p2,1,0.165844,1.920111,[211  37] ; [88  9],[214.93333333  33.06666667] ; [84.06666667 12.93333333],0
u3,1,0.17333,1.853902,[28 11] ; [12 10],[25.57377049 13.42622951] ; [14.42622951  7.57377049],0
r1,1,0.173455,1.852831,[214  34] ; [78 19],[209.90144928  38.09855072] ; [82.09855072 14.90144928],0
p8,1,0.178234,1.812291,[148  96] ; [50 45],[142.51327434 101.48672566] ; [55.48672566 39.51327434],0
b2,1,0.189766,1.719431,[ 81 100] ; [23 42],[ 76.5203252 104.4796748] ; [27.4796748 37.5203252],0
b3,1,0.189766,1.719431,[ 81 100] ; [23 42],[ 76.5203252 104.4796748] ; [27.4796748 37.5203252],0
d4,1,0.194057,1.686542,[213  35] ; [77 19],[209.06976744  38.93023256] ; [80.93023256 15.06976744],0
r3,1,0.20777,1.586899,[239  10] ; [89  7],[236.73043478  12.26956522] ; [91.26956522  4.73043478],0
p11,1,0.210989,1.564625,[207  42] ; [75 22],[202.94219653  46.05780347] ; [79.05780347 17.94219653],0
p7,1,0.258629,1.276083,[175  65] ; [62 31],[170.81081081  69.18918919] ; [66.18918919 26.81081081],0
a7,1,0.260482,1.266195,[164  85] ; [70 27],[168.39884393  80.60115607] ; [65.60115607 31.39884393],0
s1,1,0.283494,1.150265,[ 11 235] ; [ 7 88],[ 12.98533724 233.01466276] ; [ 5.01466276 89.98533724],0
r2,1,0.297944,1.083374,[238   7] ; [92  5],[236.40350877   8.59649123] ; [93.59649123  3.40350877],0
a5,1,0.314534,1.011541,[202  47] ; [74 23],[198.62427746  50.37572254] ; [77.37572254 19.62427746],0
b4,1,0.390548,0.737235,[131 118] ; [56 41],[134.57514451 114.42485549] ; [52.42485549 44.57514451],0
n1,1,0.416617,0.659838,[29 23] ; [10 12],[27.40540541 24.59459459] ; [11.59459459 10.40540541],0
s4,1,0.467136,0.528743,[ 45 202] ; [21 76],[ 47.38953488 199.61046512] ; [18.61046512 78.38953488],0
n2,1,0.471323,0.518873,[42 11] ; [19  3],[43.10666667  9.89333333] ; [17.89333333  4.10666667],0
n3,1,0.568242,0.325633,[35 18] ; [13  9],[33.92 19.08] ; [14.08  7.92],0
a6,1,0.650897,0.204771,[164  84] ; [61 35],[162.20930233  85.79069767] ; [62.79069767 33.20930233],0
a1,1,0.683066,0.166695,[ 15 234] ; [ 7 90],[ 15.83236994 233.16763006] ; [ 6.16763006 90.83236994],0
p3,1,0.716609,0.131765,[148 101] ; [55 41],[146.51304348 102.48695652] ; [56.48695652 39.51304348],0
d2,1,0.78148,0.076946,[139 110] ; [52 44],[137.85217391 111.14782609] ; [53.14782609 42.85217391],0
a8,1,0.796989,0.066175,[ 40 184] ; [17 72],[ 40.79233227 183.20766773] ; [16.20766773 72.79233227],0
a2,1,0.798818,0.064963,[ 71 178] ; [29 68],[ 71.96531792 177.03468208] ; [28.03468208 68.96531792],0
p1,1,0.817242,0.053404,[ 26 222] ; [11 86],[ 26.59710145 221.40289855] ; [10.40289855 86.59710145],0
n4,1,0.853396,0.034147,[226  22] ; [89  8],[226.43478261  21.56521739] ; [88.56521739  8.43478261],0
u1,1,0.85379,0.033961,[ 64 185] ; [24 73],[ 63.32947977 185.67052023] ; [24.67052023 72.32947977],0
b5,1,0.878409,0.023405,[146 103] ; [56 41],[145.3699422 103.6300578] ; [56.6300578 40.3699422],0
b1,1,0.905386,0.014128,[107 142] ; [41 56],[106.50867052 142.49132948] ; [41.49132948 55.50867052],0
