Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.108568,[275 201] ; [70 13],[293.7745975 182.2254025] ; [51.2254025 31.7745975],1
s2,1,5e-06,21.007637,[195 282] ; [57 27],[214.26737968 262.73262032] ; [37.73262032 46.26737968],1
s3,1,6.1e-05,16.077977,[234 240] ; [62 23],[250.99105546 223.00894454] ; [45.00894454 39.99105546],1
s5,1,0.001293,10.352284,[116 353] ; [34 47],[127.90909091 341.09090909] ; [22.09090909 58.90909091],0
b2,1,0.002177,9.393907,[ 98 187] ; [ 5 39],[ 89.22492401 195.77507599] ; [13.77507599 30.22492401],0
b3,1,0.002177,9.393907,[ 98 187] ; [ 5 39],[ 89.22492401 195.77507599] ; [13.77507599 30.22492401],0
n6,1,0.021918,5.252307,[379 100] ; [78  9],[386.75441696  92.24558304] ; [70.24558304 16.75441696],0
a8,1,0.031839,4.607169,[ 61 379] ; [ 4 74],[ 55.21235521 384.78764479] ; [ 9.78764479 68.21235521],0
p8,1,0.041535,4.154069,[205 270] ; [27 59],[196.43493761 278.56506239] ; [35.56506239 50.43493761],0
a2,1,0.056734,3.630385,[110 370] ; [12 75],[103.28042328 376.71957672] ; [18.71957672 68.28042328],0
d1,1,0.06834,3.322454,[266 214] ; [39 48],[258.2010582 221.7989418] ; [46.7989418 40.2010582],0
p11,1,0.086186,2.944202,[367 113] ; [59 28],[360.63492063 119.36507937] ; [65.36507937 21.63492063],0
r1,1,0.098605,2.727955,[382  94] ; [63 24],[376.23445826  99.76554174] ; [68.76554174 18.23445826],0
n4,1,0.099418,2.714849,[344 134] ; [55 32],[337.56106195 140.43893805] ; [61.43893805 25.56106195],0
a6,1,0.104059,2.642205,[334 145] ; [53 34],[327.51413428 151.48586572] ; [59.48586572 27.51413428],0
a5,1,0.112329,2.521143,[344 136] ; [55 32],[337.77777778 142.22222222] ; [61.22222222 25.77777778],0
a4,1,0.127958,2.317099,[201 277] ; [29 58],[194.5840708 283.4159292] ; [35.4159292 51.5840708],0
b1,1,0.133252,2.254199,[184 296] ; [26 61],[177.77777778 302.22222222] ; [32.22222222 54.77777778],0
d2,1,0.137836,2.201957,[222 255] ; [33 54],[215.66489362 261.33510638] ; [39.33510638 47.66489362],0
p2,1,0.139656,2.181741,[380  98] ; [63 24],[374.78584071 103.21415929] ; [68.21415929 18.78584071],0
s7,1,0.140616,2.171205,[178 278] ; [40 44],[184.08888889 271.91111111] ; [33.91111111 50.08888889],0
p1,1,0.154742,2.024876,[ 29 448] ; [ 2 85],[ 26.21808511 450.78191489] ; [ 4.78191489 82.21808511],0
v3,1,0.163785,1.938924,[175 279] ; [26 59],[169.30241187 284.69758813] ; [31.69758813 53.30241187],0
p4,1,0.164539,1.932011,[230 246] ; [35 52],[224.04973357 251.95026643] ; [40.95026643 46.04973357],0
d4,1,0.166043,1.91831,[383  95] ; [64 23],[378.1699115  99.8300885] ; [68.8300885 18.1699115],0
n3,1,0.170244,1.88079,[83 37] ; [23  5],[85.94594595 34.05405405] ; [20.05405405  7.94594595],0
p5,1,0.17934,1.803088,[ 35 439] ; [ 3 84],[ 32.10695187 441.89304813] ; [ 5.89304813 81.10695187],0
p12,1,0.198949,1.65007,[ 27 451] ; [ 2 84],[ 24.57801418 453.42198582] ; [ 4.42198582 81.57801418],0
v2,1,0.231615,1.430914,[243 211] ; [39 45],[237.97026022 216.02973978] ; [44.02973978 39.97026022],0
n1,1,0.263163,1.252041,[43 76] ; [ 7 21],[40.47619048 78.52380952] ; [ 9.52380952 18.47619048],0
p3,1,0.268623,1.223766,[195 283] ; [30 57],[190.3539823 287.6460177] ; [34.6460177 52.3539823],0
v1,1,0.269109,1.221284,[220 240] ; [36 51],[215.2833638 244.7166362] ; [40.7166362 46.2833638],0
u2,1,0.333404,0.93563,[85 66] ; [14 16],[82.59116022 68.40883978] ; [16.40883978 13.59116022],0
