Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,156.234964,[ 17 148] ; [209  85],[81.24183007 83.75816993] ; [144.75816993 149.24183007],1
d5,1,0.0,102.105461,[104  62] ; [288   7],[141.15401302  24.84598698] ; [250.84598698  44.15401302],1
d3,1,0.0,79.016453,[84 82] ; [260  35],[123.86984816  42.13015184] ; [220.13015184  74.86984816],1
a2,1,0.0,47.558857,[  8 158] ; [ 97 198],[ 37.80911063 128.19088937] ; [ 67.19088937 227.80911063],1
a5,1,0.0,39.664036,[93 73] ; [245  50],[121.70932755  44.29067245] ; [216.29067245  78.70932755],1
a4,1,0.0,35.997274,[ 45 121] ; [165 129],[75.7826087 90.2173913] ; [134.2173913 159.7826087],1
u1,1,0.0,34.142224,[  6 160] ; [ 74 221],[ 28.80694143 137.19305857] ; [ 51.19305857 243.80694143],1
a3,1,1.6e-05,18.579425,[98 67] ; [231  64],[118.01086957  46.98913043] ; [210.98913043  84.01086957],1
r2,1,6.1e-05,16.068015,[138  24] ; [277  12],[149.06873614  12.93126386] ; [265.93126386  23.06873614],1
s8,1,0.000496,12.132482,[ 42 123] ; [123 172],[ 59.18478261 105.81521739] ; [105.81521739 189.18478261],1
p4,1,0.001875,9.66803,[74 90] ; [177 117],[89.87772926 74.12227074] ; [161.12227074 132.87772926],0
a6,1,0.004845,7.936482,[98 68] ; [212  83],[111.62689805  54.37310195] ; [198.37310195  96.62689805],0
p3,1,0.009355,6.753736,[ 59 106] ; [142 152],[72.25490196 92.74509804] ; [128.74509804 165.25490196],0
r1,1,0.009423,6.740761,[118  48] ; [239  54],[129.11111111  36.88888889] ; [227.88888889  65.11111111],0
a1,1,0.023619,5.122396,[ 11 155] ; [  7 288],[  6.48156182 159.51843818] ; [ 11.51843818 283.48156182],0
r4,1,0.03094,4.656305,[132  34] ; [257  38],[140.07375271  25.92624729] ; [248.92624729  46.07375271],0
p6,1,0.047499,3.927635,[ 47 114] ; [112 179],[ 56.63495575 104.36504425] ; [102.36504425 188.63495575],0
s2,1,0.058221,3.587356,[69 96] ; [150 144],[78.7254902 86.2745098] ; [140.2745098 153.7254902],0
s7,1,0.062957,3.457712,[ 58 101] ; [129 154],[67.26923077 91.73076923] ; [119.73076923 163.26923077],0
n2,1,0.070621,3.268526,[30  7] ; [53 29],[25.80672269 11.19327731] ; [57.19327731 24.80672269],0
n6,1,0.0739,3.194209,[122  41] ; [240  53],[129.39912281  33.60087719] ; [232.60087719  60.39912281],0
n4,1,0.081216,3.040402,[111  55] ; [219  75],[119.08695652  46.91304348] ; [210.91304348  83.08695652],0
n5,1,0.126817,2.331045,[102  60] ; [205  88],[109.30549451  52.69450549] ; [197.69450549  95.30549451],0
s6,1,0.162642,1.949489,[98 65] ; [194  97],[104.83700441  58.16299559] ; [187.16299559 103.83700441],0
v2,1,0.18715,1.739913,[ 61 100] ; [128 161],[67.62 93.38] ; [121.38 167.62],0
a7,1,0.210406,1.568631,[116  50] ; [222  73],[121.70932755  44.29067245] ; [216.29067245  78.70932755],0
s5,1,0.268042,1.226741,[ 49 111] ; [101 181],[ 54.29864253 105.70135747] ; [ 95.70135747 186.29864253],0
v4,1,0.284257,1.146624,[147  17] ; [273  22],[150.06535948  13.93464052] ; [269.93464052  25.06535948],0
a8,1,0.302104,1.064882,[ 24 134] ; [ 32 241],[ 20.52900232 137.47099768] ; [ 35.47099768 237.52900232],0
p10,1,0.326549,0.962533,[119  43] ; [228  66],[123.27631579  38.72368421] ; [223.72368421  70.27631579],0
r3,1,0.365396,0.819262,[149  15] ; [274  20],[151.46724891  12.53275109] ; [271.53275109  22.46724891],0
p11,1,0.437758,0.602153,[127  39] ; [216  79],[123.50976139  42.49023861] ; [219.49023861  75.50976139],0
b2,1,0.448559,0.57429,[32 59] ; [ 73 110],[34.87226277 56.12773723] ; [ 70.12773723 112.87226277],0
b3,1,0.448559,0.57429,[32 59] ; [ 73 110],[34.87226277 56.12773723] ; [ 70.12773723 112.87226277],0
s4,1,0.472164,0.516907,[ 29 136] ; [ 59 231],[ 31.91208791 133.08791209] ; [ 56.08791209 233.91208791],0
b4,1,0.479956,0.498963,[94 72] ; [177 118],[97.5835141 68.4164859] ; [173.4164859 121.5835141],0
p8,1,0.485119,0.487334,[74 89] ; [143 150],[77.56798246 85.43201754] ; [139.43201754 153.56798246],0
p1,1,0.50492,0.44458,[  8 155] ; [ 19 276],[  9.60917031 153.39082969] ; [ 17.39082969 277.60917031],0
n1,1,0.545791,0.364911,[13 24] ; [34 49],[14.49166667 22.50833333] ; [32.50833333 50.49166667],0
b1,1,0.549818,0.357644,[70 96] ; [116 179],[66.97613883 99.02386117] ; [119.02386117 175.97613883],0
u3,1,0.566672,0.328283,[38 28] ; [40 24],[39.6 26.4] ; [38.4 25.6],0
p5,1,0.65511,0.199518,[ 12 152] ; [ 25 269],[ 13.2489083 150.7510917] ; [ 23.7510917 270.2489083],0
n3,1,0.6665,0.185724,[23 14] ; [53 27],[24.03418803 12.96581197] ; [51.96581197 28.03418803],0
p7,1,0.702902,0.145471,[90 68] ; [170 119],[91.901566 66.098434] ; [168.098434 120.901566],0
s1,1,0.74445,0.106254,[  6 159] ; [  9 284],[  5.40393013 159.59606987] ; [  9.59606987 283.40393013],0
u2,1,0.816999,0.053549,[38 28] ; [35 28],[37.34883721 28.65116279] ; [35.65116279 27.34883721],0
s3,1,0.849995,0.035768,[88 76] ; [161 134],[88.96732026 75.03267974] ; [160.03267974 134.96732026],0
v1,1,0.900245,0.015713,[70 93] ; [125 162],[70.63333333 92.36666667] ; [124.36666667 162.63333333],0
p9,1,0.920102,0.010061,[131  32] ; [235  56],[131.40528634  31.59471366] ; [234.59471366  56.40528634],0
p12,1,0.93923,0.005812,[  8 154] ; [ 14 279],[  7.83296703 154.16703297] ; [ 14.16703297 278.83296703],0
p2,1,0.941805,0.005329,[131  33] ; [234  60],[130.69868996  33.30131004] ; [234.30131004  59.69868996],0
b5,1,0.957895,0.002787,[102  64] ; [182 113],[102.26464208  63.73535792] ; [181.73535792 113.26464208],0
