Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,33.925522,[58 53] ; [ 25 117],[36.41501976 74.58498024] ; [46.58498024 95.41501976],1
p2,1,0.0,26.590056,[97 17] ; [78 64],[77.9296875 36.0703125] ; [97.0703125 44.9296875],1
p3,1,1e-06,23.799227,[47 67] ; [ 20 121],[29.95294118 84.04705882] ; [ 37.04705882 103.95294118],1
r4,1,0.000181,14.023784,[107   7] ; [109  33],[96.1875 17.8125] ; [119.8125  22.1875],1
n3,1,0.000395,12.557871,[27  2] ; [28 23],[19.9375  9.0625] ; [35.0625 15.9375],1
r3,1,0.000473,12.220193,[111   2] ; [121  20],[103.21259843   9.78740157] ; [128.78740157  12.21259843],1
a8,1,0.001077,10.690135,[25 78] ; [ 12 124],[15.94560669 87.05439331] ; [ 21.05439331 114.94560669],0
s8,1,0.001751,9.794021,[52 60] ; [ 39 103],[40.12598425 71.87401575] ; [50.87401575 91.12598425],0
p10,1,0.002257,9.32807,[92 21] ; [91 51],[81.09411765 31.90588235] ; [101.90588235  40.09411765],0
s6,1,0.003573,8.488805,[72 39] ; [65 75],[60.58565737 50.41434263] ; [76.41434263 63.58565737],0
p6,1,0.004166,8.210035,[25 88] ; [ 13 128],[16.90551181 96.09448819] ; [ 21.09448819 119.90551181],0
d5,1,0.005981,7.555873,[101  12] ; [108  34],[92.61568627 20.38431373] ; [116.38431373  25.61568627],0
v2,1,0.007182,7.226835,[69 43] ; [60 75],[58.49392713 53.50607287] ; [70.50607287 64.49392713],0
n6,1,0.00736,7.182881,[96 16] ; [101  40],[87.20948617 24.79051383] ; [109.79051383  31.20948617],0
r1,1,0.010282,6.585314,[97 16] ; [103  39],[88.62745098 24.37254902] ; [111.37254902  30.62745098],0
p9,1,0.014011,6.036716,[93 18] ; [98 41],[84.804 26.196] ; [106.196  32.804],0
s5,1,0.017183,5.677547,[39 72] ; [ 29 106],[30.68292683 80.31707317] ; [37.31707317 97.68292683],0
v4,1,0.02252,5.205148,[107   5] ; [123  18],[101.81818182  10.18181818] ; [128.18181818  12.81818182],0
s2,1,0.045844,3.987319,[54 60] ; [49 91],[46.22834646 67.77165354] ; [56.77165354 83.22834646],0
s7,1,0.051106,3.804799,[53 57] ; [48 86],[45.53278689 64.46721311] ; [55.46721311 78.53278689],0
b4,1,0.120502,2.410784,[58 56] ; [86 56],[64.125 49.875] ; [79.875 62.125],0
p1,1,0.147489,2.098031,[  4 110] ; [ 11 130],[  6.70588235 107.29411765] ; [  8.29411765 132.70588235],0
a1,1,0.151342,2.05867,[  4 110] ; [ 11 131],[  6.6796875 107.3203125] ; [  8.3203125 133.6796875],0
s3,1,0.155649,2.015994,[59 54] ; [61 80],[53.38582677 59.61417323] ; [66.61417323 74.38582677],0
d1,1,0.158915,1.98452,[71 43] ; [76 66],[65.4609375 48.5390625] ; [81.5390625 60.4609375],0
b5,1,0.178057,1.813766,[76 38] ; [83 59],[70.8046875 43.1953125] ; [88.1953125 53.8046875],0
b1,1,0.196177,1.670612,[50 64] ; [51 91],[44.9765625 69.0234375] ; [56.0234375 85.9765625],0
r2,1,0.209421,1.575425,[105   5] ; [128  12],[102.52   7.48] ; [130.48   9.52],0
