Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.979259,[34 31] ; [280  53],[51.28140704 13.71859296] ; [262.71859296  70.28140704],1
u4,1,0.343691,0.896615,[ 1 64] ; [ 13 320],[ 2.28643216 62.71356784] ; [ 11.71356784 321.28643216],0
s1,1,0.38841,0.743914,[ 2 62] ; [ 19 310],[ 3.41984733 60.58015267] ; [ 17.58015267 311.41984733],0
v2,1,0.41799,0.655959,[32 30] ; [183 137],[34.89528796 27.10471204] ; [180.10471204 139.89528796],0
d3,1,0.574973,0.314432,[48 17] ; [233  98],[46.12373737 18.87626263] ; [234.87626263  96.12373737],0
a8,1,0.577944,0.30957,[ 9 54] ; [ 53 256],[10.5 52.5] ; [ 51.5 257.5],0
a5,1,0.67529,0.175476,[48 17] ; [254  79],[49.32160804 15.67839196] ; [252.67839196  80.32160804],0
v3,1,0.732729,0.116621,[25 36] ; [140 183],[26.2109375 34.7890625] ; [138.7890625 184.2109375],0
b4,1,0.77199,0.083968,[37 28] ; [196 137],[38.05276382 26.94723618] ; [194.94723618 138.05276382],0
n3,1,0.773509,0.082822,[11  5] ; [42 16],[11.45945946  4.54054054] ; [41.54054054 16.45945946],0
a7,1,0.801783,0.063021,[45 20] ; [235  97],[45.84382872 19.15617128] ; [234.15617128  97.84382872],0
r2,1,0.849825,0.03585,[61  2] ; [316  12],[60.74424552  2.25575448] ; [316.25575448  11.74424552],0
a6,1,0.859394,0.031381,[42 23] ; [217 113],[42.62025316 22.37974684] ; [216.37974684 113.62025316],0
a1,1,0.887372,0.020059,[ 4 61] ; [ 19 314],[ 3.75628141 61.24371859] ; [ 19.24371859 313.75628141],0
n2,1,0.984453,0.00038,[13  3] ; [47 11],[12.97297297  3.02702703] ; [47.02702703 10.97297297],0
