Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,130.916718,[252  22] ; [10 36],[224.3375  49.6625] ; [37.6625  8.3375],1
p2,1,2e-05,18.173479,[237  37] ; [28 18],[226.90625  47.09375] ; [38.09375  7.90625],1
a3,1,0.000235,13.528472,[191  85] ; [19 27],[180.  96.] ; [30. 16.],1
p3,1,0.000341,12.830069,[138 137] ; [10 36],[126.79127726 148.20872274] ; [21.20872274 24.79127726],1
n5,1,0.000362,12.716951,[207  67] ; [23 23],[196.9375  77.0625] ; [33.0625 12.9375],1
v1,1,0.001184,10.515066,[153 119] ; [14 32],[142.8427673 129.1572327] ; [24.1572327 21.8427673],0
p4,1,0.001837,9.705344,[169 106] ; [17 29],[159.34579439 115.65420561] ; [26.65420561 19.34579439],0
p8,1,0.002364,9.242978,[159 111] ; [16 30],[149.52531646 120.47468354] ; [25.47468354 20.52531646],0
a5,1,0.003172,8.70592,[208  68] ; [25 21],[199.71428571  76.28571429] ; [33.28571429 12.71428571],0
s6,1,0.005602,7.674008,[124 147] ; [11 35],[115.41009464 155.58990536] ; [19.58990536 26.41009464],0
r4,1,0.008054,7.021352,[248  28] ; [35 11],[242.57142857  33.42857143] ; [40.42857143  5.57142857],0
d5,1,0.017118,5.684234,[223  53] ; [30 16],[216.85714286  59.14285714] ; [36.14285714  9.85714286],0
s8,1,0.017288,5.666876,[ 75 200] ; [ 5 41],[ 68.53582555 206.46417445] ; [11.46417445 34.53582555],0
p6,1,0.017501,5.645386,[ 97 174] ; [ 8 37],[ 90.04746835 180.95253165] ; [14.95253165 30.04746835],0
v4,1,0.026374,4.93133,[263  13] ; [40  6],[259.71428571  16.28571429] ; [43.28571429  2.71428571],0
r3,1,0.02787,4.836121,[265  10] ; [40  5],[262.109375  12.890625] ; [42.890625  2.109375],0
b4,1,0.030716,4.66878,[151 125] ; [33 13],[157.71428571 118.28571429] ; [26.28571429 19.71428571],0
p5,1,0.03234,4.58037,[ 36 240] ; [ 1 45],[ 31.71428571 244.28571429] ; [ 5.28571429 40.71428571],0
p7,1,0.045422,4.002889,[173 100] ; [22 24],[166.88087774 106.11912226] ; [28.11912226 17.88087774],0
n4,1,0.069771,3.288399,[209  67] ; [29 17],[204.  72.] ; [34. 12.],0
b2,1,0.074902,3.172198,[ 67 100] ; [ 6 21],[ 62.84020619 104.15979381] ; [10.15979381 16.84020619],0
b3,1,0.074902,3.172198,[ 67 100] ; [ 6 21],[ 62.84020619 104.15979381] ; [10.15979381 16.84020619],0
a7,1,0.078624,3.093123,[201  75] ; [27 18],[196.03738318  79.96261682] ; [31.96261682 13.03738318],0
d2,1,0.085057,2.965528,[115 160] ; [25 20],[120.3125 154.6875] ; [19.6875 25.3125],0
s1,1,0.099737,2.709747,[  3 271] ; [ 2 44],[  4.28125 269.71875] ; [ 0.71875 45.28125],0
b1,1,0.110963,2.540448,[ 87 189] ; [20 26],[ 91.71428571 184.28571429] ; [15.28571429 30.71428571],0
n6,1,0.120842,2.406375,[239  37] ; [35 10],[235.58878505  40.41121495] ; [38.41121495  6.58878505],0
v2,1,0.146366,2.109717,[155 111] ; [21 24],[150.53376206 115.46623794] ; [25.46623794 19.53376206],0
s4,1,0.199827,1.64364,[ 28 243] ; [ 2 44],[ 25.6466877 245.3533123] ; [ 4.3533123 41.6466877],0
v3,1,0.215899,1.531421,[ 95 173] ; [12 34],[ 91.32484076 176.67515924] ; [15.67515924 30.32484076],0
r2,1,0.240792,1.375949,[247  26] ; [39  7],[244.75862069  28.24137931] ; [41.24137931  4.75862069],0
