Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.325285,[74 21] ; [ 6 22],[61.78861789 33.21138211] ; [18.21138211  9.78861789],1
r3,1,1e-06,23.898216,[80 14] ; [11 17],[70.1147541 23.8852459] ; [20.8852459  7.1147541],1
r2,1,1e-06,23.363245,[86  9] ; [14 14],[77.23577236 17.76422764] ; [22.76422764  5.23577236],1
p2,1,0.000569,11.875456,[65 30] ; [ 9 19],[57.15447154 37.84552846] ; [16.84552846 11.15447154],1
n6,1,0.00099,10.846373,[65 30] ; [ 9 18],[57.62295082 37.37704918] ; [16.37704918 10.62295082],1
s6,1,0.002156,9.411733,[54 39] ; [ 7 21],[46.88429752 46.11570248] ; [14.11570248 13.88429752],0
s8,1,0.005467,7.717987,[27 67] ; [ 1 27],[21.57377049 72.42622951] ; [ 6.42622951 21.57377049],0
u3,1,0.009707,6.687852,[25 24] ; [ 2 13],[20.671875 28.328125] ; [6.328125 8.671875],0
n3,1,0.011196,6.433962,[22  9] ; [3 8],[18.45238095 12.54761905] ; [6.54761905 4.45238095],0
a1,1,0.014812,5.938672,[ 4 91] ; [ 5 23],[ 6.95121951 88.04878049] ; [ 2.04878049 25.95121951],0
d5,1,0.018679,5.531333,[54 40] ; [ 9 19],[48.54098361 45.45901639] ; [14.45901639 13.54098361],0
p9,1,0.019623,5.445132,[53 37] ; [ 9 18],[47.69230769 42.30769231] ; [14.30769231 12.69230769],0
s5,1,0.024698,5.044934,[25 66] ; [ 2 26],[20.64705882 70.35294118] ; [ 6.35294118 21.64705882],0
p7,1,0.025005,5.023528,[49 44] ; [ 8 20],[43.80991736 49.19008264] ; [13.19008264 14.80991736],0
p10,1,0.027248,4.875,[45 45] ; [ 7 20],[40. 50.] ; [12. 15.],0
s7,1,0.027708,4.846154,[35 56] ; [ 4 22],[30.33333333 60.66666667] ; [ 8.66666667 17.33333333],0
n2,1,0.035862,4.403639,[26  7] ; [5 6],[23.25  9.75] ; [7.75 3.25],0
s1,1,0.037303,4.336533,[ 5 87] ; [ 5 23],[ 7.66666667 84.33333333] ; [ 2.33333333 25.66666667],0
v2,1,0.054548,3.695851,[35 56] ; [ 5 22],[30.84745763 60.15254237] ; [ 9.15254237 17.84745763],0
r1,1,0.060821,3.51486,[59 35] ; [12 16],[54.70491803 39.29508197] ; [16.29508197 11.70491803],0
s3,1,0.092187,2.83577,[45 49] ; [ 8 19],[41.17355372 52.82644628] ; [11.82644628 15.17355372],0
a7,1,0.099208,2.718228,[60 34] ; [13 15],[56.24590164 37.75409836] ; [16.75409836 11.24590164],0
b5,1,0.113219,2.508711,[60 35] ; [13 15],[56.38211382 38.61788618] ; [16.61788618 11.38211382],0
s2,1,0.138694,2.192387,[42 53] ; [ 8 20],[38.61788618 56.38211382] ; [11.38211382 16.61788618],0
a5,1,0.139742,2.180803,[49 46] ; [10 18],[45.56910569 49.43089431] ; [13.43089431 14.56910569],0
p4,1,0.183723,1.767244,[40 54] ; [ 8 20],[36.98360656 57.01639344] ; [11.01639344 16.98360656],0
d3,1,0.183915,1.765703,[36 57] ; [ 7 21],[33.04958678 59.95041322] ; [ 9.95041322 18.04958678],0
p6,1,0.227057,1.459204,[20 73] ; [ 3 24],[17.825 75.175] ; [ 5.175 21.825],0
s4,1,0.259838,1.269619,[19 76] ; [ 3 25],[16.99186992 78.00813008] ; [ 5.00813008 22.99186992],0
n4,1,0.278516,1.174317,[53 41] ; [19  9],[55.47540984 38.52459016] ; [16.52459016 11.47540984],0
n1,1,0.290007,1.119591,[ 9 23] ; [5 6],[10.41860465 21.58139535] ; [3.58139535 7.41860465],0
u2,1,0.296386,1.090385,[20 28] ; [ 4 11],[18.28571429 29.71428571] ; [5.71428571 9.28571429],0
a4,1,0.301019,1.069675,[22 72] ; [ 4 24],[20.03278689 73.96721311] ; [ 5.96721311 22.03278689],0
v1,1,0.374186,0.789716,[39 55] ; [ 9 19],[36.98360656 57.01639344] ; [11.01639344 16.98360656],0
p8,1,0.376968,0.780566,[25 68] ; [ 5 22],[23.25 69.75] ; [ 6.75 20.25],0
b2,1,0.398268,0.713549,[12 31] ; [ 7 11],[13.39344262 29.60655738] ; [ 5.60655738 12.39344262],0
b3,1,0.398268,0.713549,[12 31] ; [ 7 11],[13.39344262 29.60655738] ; [ 5.60655738 12.39344262],0
p3,1,0.402846,0.699813,[28 67] ; [ 6 22],[26.2601626 68.7398374] ; [ 7.7398374 20.2601626],0
v3,1,0.406497,0.689022,[30 60] ; [ 7 21],[28.22033898 61.77966102] ; [ 8.77966102 19.22033898],0
p1,1,0.432184,0.616947,[ 6 89] ; [ 3 25],[ 6.95121951 88.04878049] ; [ 2.04878049 25.95121951],0
p5,1,0.490257,0.475962,[ 7 87] ; [ 1 26],[ 6.21487603 87.78512397] ; [ 1.78512397 25.21487603],0
d4,1,0.49943,0.456148,[51 44] ; [13 15],[49.43089431 45.56910569] ; [14.56910569 13.43089431],0
a2,1,0.526701,0.400752,[ 4 91] ; [ 2 26],[ 4.63414634 90.36585366] ; [ 1.36585366 26.63414634],0
b4,1,0.537962,0.37933,[48 47] ; [16 12],[49.43089431 45.56910569] ; [14.56910569 13.43089431],0
a6,1,0.604231,0.268662,[46 49] ; [12 16],[44.79674797 50.20325203] ; [13.20325203 14.79674797],0
d2,1,0.673406,0.177644,[17 78] ; [ 6 22],[17.76422764 77.23577236] ; [ 5.23577236 22.76422764],0
a8,1,0.688155,0.16109,[12 76] ; [ 3 25],[11.37931034 76.62068966] ; [ 3.62068966 24.37931034],0
a3,1,0.938935,0.005869,[44 49] ; [13 14],[44.175 48.825] ; [12.825 14.175],0
b1,1,0.943573,0.00501,[55 40] ; [16 12],[54.83739837 40.16260163] ; [16.16260163 11.83739837],0
n5,1,0.964824,0.001945,[60 34] ; [18 10],[60.09836066 33.90163934] ; [17.90163934 10.09836066],0
