Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.000436,12.36998,[16  2] ; [18 27],[9.71428571 8.28571429] ; [24.28571429 20.71428571],1
r1,1,0.001362,10.257128,[14  5] ; [14 32],[ 8.18461538 10.81538462] ; [19.81538462 26.18461538],0
d5,1,0.004595,8.032339,[17  2] ; [24 22],[11.98461538  7.01538462] ; [29.01538462 16.98461538],0
v2,1,0.005869,7.590175,[12  7] ; [12 33],[ 7.125 11.875] ; [16.875 28.125],0
p2,1,0.009732,6.683375,[13  6] ; [15 30],[ 8.3125 10.6875] ; [19.6875 25.3125],0
n6,1,0.026095,4.949706,[14  5] ; [19 25],[9.95238095 9.04761905] ; [23.04761905 20.95238095],0
s6,1,0.028016,4.827108,[9 8] ; [11 35],[ 5.3968254 11.6031746] ; [14.6031746 31.3968254],0
s8,1,0.029133,4.759725,[ 7 12] ; [ 6 40],[ 3.8 15.2] ; [ 9.2 36.8],0
d4,1,0.0331,4.540613,[17  2] ; [29 17],[13.44615385  5.55384615] ; [32.55384615 13.44615385],0
a8,1,0.039838,4.224761,[ 6 12] ; [ 5 39],[ 3.19354839 14.80645161] ; [ 7.80645161 36.19354839],0
p8,1,0.099982,2.705838,[ 7 12] ; [ 8 37],[ 4.453125 14.546875] ; [10.546875 34.453125],0
s3,1,0.11846,2.437569,[10  9] ; [14 30],[ 7.23809524 11.76190476] ; [16.76190476 27.23809524],0
p9,1,0.168394,1.897185,[12  7] ; [19 24],[9.5 9.5] ; [21.5 21.5],0
n2,1,0.192582,1.697755,[4 1] ; [ 9 10],[2.70833333 2.29166667] ; [10.29166667  8.70833333],0
d3,1,0.222343,1.489185,[11  8] ; [19 27],[ 8.76923077 10.23076923] ; [21.23076923 24.76923077],0
a5,1,0.243452,1.360491,[ 9 10] ; [29 17],[11.10769231  7.89230769] ; [26.89230769 19.10769231],0
a7,1,0.260333,1.266983,[12  7] ; [22 24],[9.93846154 9.06153846] ; [24.06153846 21.93846154],0
p11,1,0.289872,1.120218,[11  8] ; [20 26],[9.06153846 9.93846154] ; [21.93846154 24.06153846],0
v3,1,0.295752,1.093249,[ 6 13] ; [ 9 37],[ 4.38461538 14.61538462] ; [10.61538462 35.38461538],0
d2,1,0.325258,0.967685,[11  8] ; [20 25],[9.203125 9.796875] ; [21.796875 23.203125],0
p6,1,0.334341,0.932012,[ 5 14] ; [ 7 37],[ 3.61904762 15.38095238] ; [ 8.38095238 35.61904762],0
d1,1,0.342812,0.899886,[ 9 10] ; [16 30],[ 7.30769231 11.69230769] ; [17.69230769 28.30769231],0
n4,1,0.351502,0.868027,[15  4] ; [31 15],[13.44615385  5.55384615] ; [32.55384615 13.44615385],0
p10,1,0.390136,0.738517,[10  9] ; [18 26],[ 8.44444444 10.55555556] ; [19.55555556 24.44444444],0
b5,1,0.460209,0.545385,[11  8] ; [22 24],[9.64615385 9.35384615] ; [23.35384615 22.64615385],0
n5,1,0.46645,0.530372,[11  8] ; [31 15],[12.27692308  6.72307692] ; [29.72307692 16.27692308],0
b2,1,0.469221,0.52381,[5 6] ; [11 22],[4. 7.] ; [12. 21.],0
b3,1,0.469221,0.52381,[5 6] ; [11 22],[4. 7.] ; [12. 21.],0
n1,1,0.474895,0.510563,[3 2] ; [ 8 11],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
u2,1,0.56114,0.337734,[3 5] ; [ 5 14],[2.37037037 5.62962963] ; [ 5.62962963 13.37037037],0
p7,1,0.615383,0.25241,[ 7 12] ; [14 32],[ 6.13846154 12.86153846] ; [14.86153846 31.13846154],0
p4,1,0.615383,0.25241,[ 7 12] ; [14 32],[ 6.13846154 12.86153846] ; [14.86153846 31.13846154],0
a2,1,0.618452,0.24805,[ 2 17] ; [ 7 39],[ 2.63076923 16.36923077] ; [ 6.36923077 39.63076923],0
b4,1,0.742864,0.107625,[12  7] ; [31 15],[12.56923077  6.43076923] ; [30.43076923 15.56923077],0
a4,1,0.759589,0.093648,[ 6 13] ; [16 29],[ 6.53125 12.46875] ; [15.46875 29.53125],0
s2,1,0.769783,0.085649,[ 4 15] ; [11 34],[ 4.453125 14.546875] ; [10.546875 34.453125],0
s7,1,0.77816,0.079365,[ 4 14] ; [ 8 34],[ 3.6 14.4] ; [ 8.4 33.6],0
s5,1,0.81479,0.054874,[ 3 14] ; [ 7 39],[ 2.6984127 14.3015873] ; [ 7.3015873 38.6984127],0
v1,1,0.83431,0.043755,[ 5 14] ; [13 32],[ 5.34375 13.65625] ; [12.65625 32.34375],0
p12,1,0.837168,0.042238,[ 1 17] ; [ 2 44],[ 0.84375 17.15625] ; [ 2.15625 43.84375],0
p5,1,0.837317,0.042159,[ 2 17] ; [ 4 41],[ 1.78125 17.21875] ; [ 4.21875 40.78125],0
p3,1,0.837937,0.041834,[ 5 14] ; [11 35],[ 4.67692308 14.32307692] ; [11.32307692 34.67692308],0
b1,1,0.846945,0.037256,[10  9] ; [23 23],[9.64615385 9.35384615] ; [23.35384615 22.64615385],0
a3,1,0.875501,0.024547,[11  8] ; [27 18],[11.28125  7.71875] ; [26.71875 18.28125],0
a6,1,0.973196,0.001129,[10  9] ; [24 22],[9.93846154 9.06153846] ; [24.06153846 21.93846154],0
