Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.681132,[84  5] ; [44 25],[72.10126582 16.89873418] ; [55.89873418 13.10126582],1
p10,1,2e-06,22.321029,[63 25] ; [22 44],[48.57142857 39.42857143] ; [36.42857143 29.57142857],1
r4,1,2e-06,22.246835,[75 14] ; [34 35],[61.39873418 27.60126582] ; [47.60126582 21.39873418],1
s8,1,8e-06,20.034138,[34 55] ; [ 5 64],[21.96835443 67.03164557] ; [17.03164557 51.96835443],1
p9,1,1.8e-05,18.388699,[69 20] ; [29 37],[56.27096774 32.72903226] ; [41.72903226 24.27096774],1
p2,1,2.7e-05,17.635569,[67 20] ; [30 38],[54.44516129 32.55483871] ; [42.55483871 25.44516129],1
v4,1,4.8e-05,16.526585,[81  7] ; [45 23],[71.07692308 16.92307692] ; [54.92307692 13.07692308],1
p7,1,8.9e-05,15.350988,[52 32] ; [20 47],[40.05298013 43.94701987] ; [31.94701987 35.05298013],1
p4,1,0.002368,9.239914,[44 43] ; [18 50],[34.8 52.2] ; [27.2 40.8],0
n2,1,0.003356,8.603129,[21  3] ; [16 16],[15.85714286  8.14285714] ; [21.14285714 10.85714286],0
p8,1,0.003581,8.484848,[40 48] ; [15 51],[31.42857143 56.57142857] ; [23.57142857 42.42857143],0
v2,1,0.004415,8.104787,[46 37] ; [20 43],[37.52054795 45.47945205] ; [28.47945205 34.52054795],0
b5,1,0.014175,6.016215,[61 28] ; [34 35],[53.51265823 35.48734177] ; [41.48734177 27.51265823],0
s6,1,0.021065,5.32141,[46 43] ; [23 46],[38.86708861 50.13291139] ; [30.13291139 38.86708861],0
u3,1,0.036759,4.361538,[21  9] ; [11 15],[17.14285714 12.85714286] ; [14.85714286 11.14285714],0
r1,1,0.041024,4.175022,[68 20] ; [43 26],[62.21656051 25.78343949] ; [48.78343949 20.21656051],0
p3,1,0.060762,3.516471,[32 56] ; [15 52],[26.68387097 61.31612903] ; [20.31612903 46.68387097],0
a5,1,0.063003,3.456511,[63 26] ; [39 30],[57.4556962 31.5443038] ; [44.5443038 24.4556962],0
v1,1,0.068104,3.328133,[42 43] ; [24 45],[36.42857143 48.57142857] ; [29.57142857 39.42857143],0
s1,1,0.093639,2.810673,[ 3 83] ; [ 7 62],[ 5.5483871 80.4516129] ; [ 4.4516129 64.5483871],0
a1,1,0.094758,2.791624,[ 4 85] ; [ 8 61],[ 6.75949367 82.24050633] ; [ 5.24050633 63.75949367],0
a2,1,0.11307,2.510783,[12 77] ; [16 53],[15.7721519 73.2278481] ; [12.2278481 56.7721519],0
p5,1,0.117942,2.444444,[ 6 82] ; [ 1 65],[ 4. 84.] ; [ 3. 63.],0
s3,1,0.12556,2.346563,[44 43] ; [26 42],[39.29032258 47.70967742] ; [30.70967742 37.29032258],0
s7,1,0.127643,2.320936,[25 58] ; [12 51],[21.03424658 61.96575342] ; [15.96575342 47.03424658],0
u2,1,0.129056,2.303818,[22  8] ; [14 12],[19.28571429 10.71428571] ; [16.71428571  9.28571429],0
r2,1,0.130474,2.286857,[77 10] ; [55 14],[73.61538462 13.38461538] ; [58.38461538 10.61538462],0
p6,1,0.154348,2.028748,[16 68] ; [ 7 59],[12.88 71.12] ; [10.12 55.88],0
n3,1,0.160968,1.965113,[18  6] ; [17 13],[15.55555556  8.44444444] ; [19.44444444 10.55555556],0
n1,1,0.164915,1.928571,[11 11] ; [10 22],[ 8.55555556 13.44444444] ; [12.44444444 19.55555556],0
