Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.681132,[84  5] ; [44 25],[72.10126582 16.89873418] ; [55.89873418 13.10126582],1
n4,1,0.22126,1.496179,[50 39] ; [32 37],[46.18987342 42.81012658] ; [35.81012658 33.18987342],0
a4,1,0.221865,1.492265,[29 60] ; [29 40],[32.67088608 56.32911392] ; [25.32911392 43.67088608],0
d5,1,0.276287,1.185262,[66 23] ; [45 23],[62.92356688 26.07643312] ; [48.07643312 19.92356688],0
d2,1,0.299857,1.074829,[32 57] ; [30 38],[35.14649682 53.85350318] ; [26.85350318 41.14649682],0
s2,1,0.304584,1.054018,[31 57] ; [19 50],[28.02547771 59.97452229] ; [21.97452229 47.02547771],0
d4,1,0.359381,0.840054,[67 22] ; [46 21],[64.46794872 24.53205128] ; [48.53205128 18.46794872],0
d1,1,0.406683,0.688477,[42 47] ; [28 41],[39.43037975 49.56962025] ; [30.56962025 38.43037975],0
a3,1,0.557332,0.344344,[59 30] ; [42 26],[57.25477707 31.74522293] ; [43.74522293 24.25477707],0
u1,1,0.612442,0.256635,[ 7 82] ; [ 4 65],[ 6.19620253 82.80379747] ; [ 4.80379747 64.19620253],0
p1,1,0.660332,0.19312,[ 6 82] ; [ 6 63],[ 6.72611465 81.27388535] ; [ 5.27388535 63.72611465],0
s5,1,0.702274,0.146117,[14 73] ; [ 9 56],[13.16447368 73.83552632] ; [ 9.83552632 55.16447368],0
b3,1,0.73072,0.118452,[14 37] ; [12 27],[14.73333333 36.26666667] ; [11.26666667 27.73333333],0
b2,1,0.73072,0.118452,[14 37] ; [12 27],[14.73333333 36.26666667] ; [11.26666667 27.73333333],0
b4,1,0.821558,0.050869,[50 39] ; [40 29],[50.69620253 38.30379747] ; [39.30379747 29.69620253],0
v3,1,0.83169,0.045171,[23 61] ; [16 46],[22.43835616 61.56164384] ; [16.56164384 45.43835616],0
a7,1,0.843892,0.038776,[58 31] ; [46 23],[58.58227848 30.41772152] ; [45.41772152 23.58227848],0
d3,1,0.866087,0.028436,[53 36] ; [39 28],[52.48717949 36.51282051] ; [39.51282051 27.48717949],0
a8,1,0.897071,0.016735,[ 9 72] ; [ 7 60],[ 8.75675676 72.24324324] ; [ 7.24324324 59.75675676],0
a6,1,0.951987,0.003625,[58 31] ; [44 24],[57.82165605 31.17834395] ; [44.17834395 23.82165605],0
b1,1,0.969138,0.001497,[48 41] ; [37 32],[47.87974684 41.12025316] ; [37.12025316 31.87974684],0
n5,1,0.986734,0.000276,[40 48] ; [31 37],[40.05128205 47.94871795] ; [30.94871795 37.05128205],0
