Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.817637,[ 68 121] ; [90 50],[90.76595745 98.23404255] ; [67.23404255 72.76595745],1
s6,1,5e-06,20.824042,[ 72 124] ; [90 56],[ 92.84210526 103.15789474] ; [69.15789474 76.84210526],1
v3,1,0.00019,13.930513,[ 48 143] ; [63 78],[ 63.85843373 127.14156627] ; [47.14156627 93.85843373],1
b3,1,0.002343,9.25904,[33 78] ; [43 41],[43.26153846 67.73846154] ; [32.73846154 51.26153846],0
b2,1,0.002343,9.25904,[33 78] ; [43 41],[43.26153846 67.73846154] ; [32.73846154 51.26153846],0
s8,1,0.003954,8.304791,[ 47 151] ; [56 91],[ 59.11304348 138.88695652] ; [ 43.88695652 103.11304348],0
p2,1,0.004831,7.941553,[121  77] ; [111  36],[133.14782609  64.85217391] ; [98.85217391 48.14782609],0
r1,1,0.005935,7.569956,[136  63] ; [119  27],[147.08695652  51.91304348] ; [107.91304348  38.08695652],0
s7,1,0.006644,7.366658,[ 49 138] ; [58 86],[ 60.45015106 126.54984894] ; [46.54984894 97.45015106],0
p3,1,0.009246,6.774697,[ 35 164] ; [ 43 103],[ 44.99130435 154.00869565] ; [ 33.00869565 112.99130435],0
s5,1,0.011067,6.45446,[ 32 162] ; [ 40 103],[ 41.44807122 152.55192878] ; [ 30.55192878 112.44807122],0
v4,1,0.015276,5.884354,[164  32] ; [135  11],[171.35672515  24.64327485] ; [127.64327485  18.35672515],0
p9,1,0.016987,5.697734,[125  66] ; [113  33],[134.89020772  56.10979228] ; [103.10979228  42.89020772],0
b5,1,0.017787,5.616961,[108  91] ; [99 49],[118.71181556  80.28818444] ; [88.28818444 59.71181556],0
r2,1,0.018979,5.503456,[171  26] ; [137   8],[177.41520468  19.58479532] ; [130.58479532  14.41520468],0
s2,1,0.01961,5.446281,[ 57 141] ; [60 87],[ 67.14782609 130.85217391] ; [49.85217391 97.14782609],0
p6,1,0.025677,4.977665,[ 26 170] ; [ 32 110],[ 33.63313609 162.36686391] ; [ 24.36686391 117.63313609],0
a3,1,0.02644,4.926994,[124  74] ; [108  38],[133.53488372  64.46511628] ; [98.46511628 47.53488372],0
u2,1,0.044884,4.022976,[30 44] ; [23 15],[35.01785714 38.98214286] ; [17.98214286 20.01785714],0
a5,1,0.04851,3.892214,[118  81] ; [103  45],[126.74063401  72.25936599] ; [94.25936599 53.74063401],0
p7,1,0.052387,3.763375,[ 79 115] ; [72 68],[ 87.70658683 106.29341317] ; [63.29341317 76.70658683],0
s3,1,0.078696,3.091638,[ 79 118] ; [72 73],[ 86.97953216 110.02046784] ; [64.02046784 80.97953216],0
p10,1,0.083537,2.99471,[120  75] ; [103  43],[127.52199413  67.47800587] ; [95.47800587 50.52199413],0
p1,1,0.116258,2.467025,[ 10 186] ; [ 14 134],[ 13.6744186 182.3255814] ; [ 10.3255814 137.6744186],0
p12,1,0.162558,1.95027,[  6 191] ; [  9 137],[  8.61516035 188.38483965] ; [  6.38483965 139.61516035],0
s1,1,0.170071,1.882317,[  6 190] ; [  9 138],[  8.57142857 187.42857143] ; [  6.42857143 140.57142857],0
p11,1,0.180422,1.794143,[129  70] ; [106  42],[134.76945245  64.23054755] ; [100.23054755  47.76945245],0
n3,1,0.187393,1.737992,[42 28] ; [29 11],[45.18181818 24.81818182] ; [25.81818182 14.18181818],0
r3,1,0.196441,1.66864,[169  28] ; [132  14],[172.87755102  24.12244898] ; [128.12244898  17.87755102],0
d4,1,0.213314,1.548788,[145  51] ; [118  30],[149.84883721  46.15116279] ; [113.15116279  34.84883721],0
n2,1,0.238093,1.391852,[49 25] ; [30  9],[51.73451327 22.26548673] ; [27.26548673 11.73451327],0
u3,1,0.241772,1.370233,[29 46] ; [20 20],[31.95652174 43.04347826] ; [17.04347826 22.95652174],0
p5,1,0.260017,1.268666,[  6 191] ; [  8 138],[  8.04081633 188.95918367] ; [  5.95918367 140.04081633],0
r4,1,0.270747,1.212956,[153  46] ; [121  27],[157.13544669  41.86455331] ; [116.86455331  31.13544669],0
b1,1,0.271024,1.211558,[ 87 112] ; [56 92],[ 82.00864553 116.99135447] ; [60.99135447 87.00864553],0
n5,1,0.285741,1.139583,[124  73] ; [100  46],[128.65306122  68.34693878] ; [95.34693878 50.65306122],0
n4,1,0.384046,0.75771,[133  66] ; [104  42],[136.70434783  62.29565217] ; [100.29565217  45.70434783],0
