Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,26.758642,[41  1] ; [27 28],[29.44329897 12.55670103] ; [38.55670103 16.44329897],1
d3,1,1e-06,25.196119,[40  2] ; [26 29],[28.57731959 13.42268041] ; [37.42268041 17.57731959],1
d2,1,4e-06,21.453887,[27 15] ; [10 45],[16.02061856 25.97938144] ; [20.97938144 34.02061856],1
a2,1,0.000303,13.048974,[11 31] ; [ 1 54],[ 5.19587629 36.80412371] ; [ 6.80412371 48.19587629],1
a3,1,0.000912,10.997752,[35  7] ; [28 27],[27.27835052 14.72164948] ; [35.72164948 19.27835052],1
u1,1,0.00279,8.939874,[10 32] ; [ 2 53],[ 5.19587629 36.80412371] ; [ 6.80412371 48.19587629],0
a5,1,0.003059,8.772048,[33  9] ; [27 28],[25.97938144 16.02061856] ; [34.02061856 20.97938144],0
a6,1,0.010523,6.544105,[30 12] ; [25 30],[23.81443299 18.18556701] ; [31.18556701 23.81443299],0
s8,1,0.011652,6.363012,[22 20] ; [15 40],[16.02061856 25.97938144] ; [20.97938144 34.02061856],0
a4,1,0.024957,5.026868,[19 23] ; [13 42],[13.8556701 28.1443299] ; [18.1443299 36.8556701],0
s2,1,0.070334,3.275198,[31 11] ; [29 23],[26.80851064 15.19148936] ; [33.19148936 18.80851064],0
r1,1,0.076918,3.128856,[33  9] ; [34 21],[29.01030928 12.98969072] ; [37.98969072 17.01030928],0
n2,1,0.08364,2.992708,[9 7] ; [15  3],[11.29411765  4.70588235] ; [12.70588235  5.29411765],0
n5,1,0.108445,2.576741,[24 18] ; [40 15],[27.71134021 14.28865979] ; [36.28865979 18.71134021],0
v2,1,0.134993,2.234124,[21 19] ; [20 34],[17.44680851 22.55319149] ; [23.55319149 30.44680851],0
p4,1,0.136554,2.216364,[20 22] ; [18 37],[16.45360825 25.54639175] ; [21.54639175 33.45360825],0
u3,1,0.143414,2.140938,[6 1] ; [15 12],[4.32352941 2.67647059] ; [16.67647059 10.32352941],0
s3,1,0.205691,1.601497,[32 10] ; [34 19],[29.17894737 12.82105263] ; [36.82105263 16.17894737],0
p10,1,0.208166,1.584136,[33  8] ; [38 17],[30.32291667 10.67708333] ; [40.67708333 14.32291667],0
s6,1,0.218334,1.515287,[35  6] ; [39 13],[32.62365591  8.37634409] ; [41.37634409 10.62365591],0
v3,1,0.281009,1.162206,[14 27] ; [13 41],[11.65263158 29.34736842] ; [15.34736842 38.65263158],0
b2,1,0.295603,1.093925,[ 4 16] ; [ 3 28],[ 2.74509804 17.25490196] ; [ 4.25490196 26.74509804],0
b3,1,0.295603,1.093925,[ 4 16] ; [ 3 28],[ 2.74509804 17.25490196] ; [ 4.25490196 26.74509804],0
b5,1,0.303008,1.060909,[28 14] ; [31 24],[25.54639175 16.45360825] ; [33.45360825 21.54639175],0
a7,1,0.322229,0.979878,[30 12] ; [34 21],[27.71134021 14.28865979] ; [36.28865979 18.71134021],0
r4,1,0.344384,0.894044,[36  6] ; [43 12],[34.20618557  7.79381443] ; [44.79381443 10.20618557],0
s7,1,0.370647,0.801496,[21 18] ; [24 30],[18.87096774 20.12903226] ; [26.12903226 27.87096774],0
p7,1,0.408542,0.683041,[17 24] ; [27 27],[18.98947368 22.01052632] ; [25.01052632 28.98947368],0
u2,1,0.436074,0.606591,[4 3] ; [11 16],[3.08823529 3.91176471] ; [11.91176471 15.08823529],0
s1,1,0.451858,0.565986,[ 3 39] ; [ 2 52],[ 2.1875 39.8125] ; [ 2.8125 51.1875],0
a8,1,0.452408,0.564612,[ 1 37] ; [ 3 47],[ 1.72727273 36.27272727] ; [ 2.27272727 47.72727273],0
p11,1,0.459187,0.547876,[26 16] ; [38 17],[27.71134021 14.28865979] ; [36.28865979 18.71134021],0
v1,1,0.467217,0.52855,[16 26] ; [25 30],[17.75257732 24.24742268] ; [23.24742268 31.75257732],0
v4,1,0.508149,0.437876,[39  3] ; [48  6],[38.0625  3.9375] ; [48.9375  5.0625],0
r3,1,0.526417,0.401304,[39  3] ; [49  6],[38.10309278  3.89690722] ; [49.89690722  5.10309278],0
n1,1,0.551469,0.354691,[ 5 11] ; [ 4 14],[ 4.23529412 11.76470588] ; [ 4.76470588 13.23529412],0
p3,1,0.582989,0.301428,[16 26] ; [18 37],[14.72164948 27.27835052] ; [19.27835052 35.72164948],0
p9,1,0.654192,0.200655,[32  9] ; [40 14],[31.07368421  9.92631579] ; [40.92631579 13.07368421],0
b1,1,0.709201,0.139076,[13 29] ; [19 36],[13.8556701 28.1443299] ; [18.1443299 36.8556701],0
a1,1,0.72343,0.125229,[ 1 41] ; [ 2 53],[ 1.29896907 40.70103093] ; [ 1.70103093 53.29896907],0
p2,1,0.803218,0.062093,[30 12] ; [38 17],[29.44329897 12.55670103] ; [38.55670103 16.44329897],0
n3,1,0.848846,0.036325,[12  4] ; [14  4],[12.23529412  3.76470588] ; [13.76470588  4.23529412],0
p8,1,0.924317,0.009024,[12 28] ; [17 38],[12.21052632 27.78947368] ; [16.78947368 38.21052632],0
n6,1,0.971228,0.001301,[36  6] ; [47  8],[35.93814433  6.06185567] ; [47.06185567  7.93814433],0
b4,1,0.983072,0.00045,[23 19] ; [30 25],[22.94845361 19.05154639] ; [30.05154639 24.94845361],0
n4,1,0.99306,7.6e-05,[26 16] ; [34 21],[25.97938144 16.02061856] ; [34.02061856 20.97938144],0
s5,1,1.0,0.0,[15 24] ; [20 32],[15. 24.] ; [20. 32.],0
