Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.029129,4.76,[28  7] ; [8 8],[24.70588235 10.29411765] ; [11.29411765  4.70588235],0
a3,1,0.075749,3.153819,[20 16] ; [13  3],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
v2,1,0.1083,2.578858,[13 21] ; [10  6],[15.64 18.36] ; [7.36 8.64],0
n1,1,0.129392,2.299784,[5 5] ; [1 6],[3.52941176 6.47058824] ; [2.47058824 4.52941176],0
u3,1,0.160711,1.967525,[15  1] ; [2 1],[14.31578947  1.68421053] ; [2.68421053 0.31578947],0
d2,1,0.229421,1.444444,[16 20] ; [10  6],[18. 18.] ; [8. 8.],0
a4,1,0.249348,1.326954,[15 21] ; [ 4 12],[13.15384615 22.84615385] ; [ 5.84615385 10.15384615],0
n6,1,0.249348,1.326954,[21 15] ; [12  4],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
n3,1,0.252136,1.311429,[6 4] ; [6 1],[7.05882353 2.94117647] ; [4.94117647 2.05882353],0
b5,1,0.257116,1.28422,[26 10] ; [9 7],[24.23076923 11.76923077] ; [10.76923077  5.23076923],0
p7,1,0.265855,1.238011,[16 19] ; [10  6],[17.84313725 17.15686275] ; [8.15686275 7.84313725],0
b1,1,0.33123,0.944081,[14 22] ; [ 4 12],[12.46153846 23.53846154] ; [ 5.53846154 10.46153846],0
p3,1,0.346149,0.887523,[13 23] ; [8 8],[14.53846154 21.46153846] ; [6.46153846 9.53846154],0
s3,1,0.355978,0.852033,[25 11] ; [9 7],[23.53846154 12.46153846] ; [10.46153846  5.53846154],0
s6,1,0.410259,0.678051,[27  7] ; [11  5],[25.84  8.16] ; [12.16  3.84],0
v1,1,0.4305,0.621475,[13 23] ; [ 4 12],[11.76923077 24.23076923] ; [ 5.23076923 10.76923077],0
p2,1,0.47155,0.518341,[24 12] ; [9 7],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
p4,1,0.476087,0.507812,[15 21] ; [ 5 11],[13.84615385 22.15384615] ; [6.15384615 9.84615385],0
d5,1,0.511972,0.430035,[29  6] ; [12  4],[28.1372549  6.8627451] ; [12.8627451  3.1372549],0
r4,1,0.541243,0.373241,[29  7] ; [14  2],[29.76923077  6.23076923] ; [13.23076923  2.76923077],0
u1,1,0.541243,0.373241,[ 7 29] ; [ 2 14],[ 6.23076923 29.76923077] ; [ 2.76923077 13.23076923],0
s1,1,0.54789,0.361111,[ 1 35] ; [ 1 15],[ 1.38461538 34.61538462] ; [ 0.61538462 15.38461538],0
r2,1,0.562451,0.335477,[34  1] ; [15  1],[33.62745098  1.37254902] ; [15.37254902  0.62745098],0
p9,1,0.582417,0.302343,[26  9] ; [10  5],[25.2  9.8] ; [10.8  4.2],0
b4,1,0.59752,0.278752,[22 14] ; [11  5],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
p6,1,0.59752,0.278752,[14 22] ; [ 5 11],[13.15384615 22.84615385] ; [ 5.84615385 10.15384615],0
n4,1,0.622217,0.242764,[11 25] ; [ 6 10],[11.76923077 24.23076923] ; [ 5.23076923 10.76923077],0
p11,1,0.677166,0.173333,[18 18] ; [7 9],[17.30769231 18.69230769] ; [7.69230769 8.30769231],0
r1,1,0.683181,0.166567,[25 11] ; [12  4],[25.61538462 10.38461538] ; [11.38461538  4.61538462],0
u2,1,0.737369,0.112453,[9 7] ; [2 1],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
d1,1,0.741604,0.108722,[22 14] ; [9 7],[21.46153846 14.53846154] ; [9.53846154 6.46153846],0
v4,1,0.774783,0.081867,[32  3] ; [15  1],[32.25490196  2.74509804] ; [14.74509804  1.25490196],0
r3,1,0.794703,0.067708,[33  3] ; [15  1],[33.23076923  2.76923077] ; [14.76923077  1.23076923],0
s5,1,0.8377,0.041958,[15 17] ; [7 9],[14.66666667 17.33333333] ; [7.33333333 8.66666667],0
p8,1,0.845551,0.037946,[10 25] ; [ 5 11],[10.29411765 24.70588235] ; [ 4.70588235 11.29411765],0
d4,1,0.854578,0.033592,[30  6] ; [13  3],[29.76923077  6.23076923] ; [13.23076923  2.76923077],0
b3,1,0.866151,0.028409,[ 5 13] ; [3 9],[ 4.8 13.2] ; [3.2 8.8],0
b2,1,0.866151,0.028409,[ 5 13] ; [3 9],[ 4.8 13.2] ; [3.2 8.8],0
p10,1,0.867057,0.028022,[27  8] ; [12  4],[26.76470588  8.23529412] ; [12.23529412  3.76470588],0
d3,1,0.888899,0.019515,[29  6] ; [13  3],[28.82352941  6.17647059] ; [13.17647059  2.82352941],0
a2,1,0.892269,0.018342,[ 5 31] ; [ 2 14],[ 4.84615385 31.15384615] ; [ 2.15384615 13.84615385],0
n2,1,0.906224,0.013878,[6 4] ; [4 3],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
s7,1,0.914509,0.011525,[20 14] ; [8 6],[19.83333333 14.16666667] ; [8.16666667 5.83333333],0
a5,1,0.923525,0.009215,[23 13] ; [10  6],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
s8,1,0.924303,0.009028,[14 22] ; [ 6 10],[13.84615385 22.15384615] ; [6.15384615 9.84615385],0
a6,1,0.924303,0.009028,[22 14] ; [10  6],[22.15384615 13.84615385] ; [9.84615385 6.15384615],0
a7,1,0.989825,0.000163,[24 11] ; [11  5],[24.01960784 10.98039216] ; [10.98039216  5.01960784],0
