Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.486281,[ 7 16] ; [91 12],[17.88888889  5.11111111] ; [80.11111111 22.88888889],1
r2,1,0.093783,2.808215,[18  4] ; [94  7],[20.03252033  1.96747967] ; [91.96747967  9.03252033],0
b4,1,0.12371,2.369706,[16  7] ; [54 50],[12.67716535 10.32283465] ; [57.32283465 46.67716535],0
d2,1,0.148062,2.092101,[ 9 14] ; [58 46],[12.13385827 10.86614173] ; [54.86614173 49.13385827],0
d1,1,0.148062,2.092101,[ 9 14] ; [58 46],[12.13385827 10.86614173] ; [54.86614173 49.13385827],0
s4,1,0.159514,1.978831,[ 1 22] ; [16 88],[ 3.07874016 19.92125984] ; [13.92125984 90.07874016],0
s8,1,0.159907,1.975107,[ 8 15] ; [53 51],[11.04724409 11.95275591] ; [49.95275591 54.04724409],0
u2,1,0.171857,1.866667,[6 4] ; [ 6 12],[4.28571429 5.71428571] ; [ 7.71428571 10.28571429],0
p6,1,0.174602,1.842978,[ 5 17] ; [38 62],[ 7.75409836 14.24590164] ; [35.24590164 64.75409836],0
b1,1,0.184677,1.759582,[13 10] ; [43 61],[10.14173228 12.85826772] ; [45.85826772 58.14173228],0
b3,1,0.21678,1.525561,[ 4 10] ; [33 38],[6.09411765 7.90588235] ; [30.90588235 40.09411765],0
b2,1,0.21678,1.525561,[ 4 10] ; [33 38],[6.09411765 7.90588235] ; [30.90588235 40.09411765],0
d5,1,0.219705,1.506297,[17  6] ; [88 16],[19.01574803  3.98425197] ; [85.98425197 18.01574803],0
d3,1,0.224681,1.474222,[ 7 16] ; [46 58],[ 9.5984252 13.4015748] ; [43.4015748 60.5984252],0
u3,1,0.227907,1.453877,[3 8] ; [9 9],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
p5,1,0.258614,1.27616,[ 1 22] ; [13 91],[ 2.53543307 20.46456693] ; [11.46456693 92.53543307],0
p8,1,0.260451,1.266356,[10 13] ; [57 44],[12.42741935 10.57258065] ; [54.57258065 46.42741935],0
b5,1,0.320244,0.987948,[ 8 15] ; [48 56],[10.14173228 12.85826772] ; [45.85826772 58.14173228],0
v3,1,0.329464,0.951003,[10 12] ; [58 44],[12.06451613  9.93548387] ; [55.93548387 46.06451613],0
n3,1,0.362232,0.830141,[5 2] ; [19  3],[5.79310345 1.20689655] ; [18.20689655  3.79310345],0
p7,1,0.403555,0.697708,[14  8] ; [74 28],[15.61290323  6.38709677] ; [72.38709677 29.61290323],0
v4,1,0.524774,0.404501,[20  3] ; [94  9],[20.80952381  2.19047619] ; [93.19047619  9.80952381],0
s5,1,0.53511,0.384678,[ 8 15] ; [41 57],[ 9.31404959 13.68595041] ; [39.68595041 58.31404959],0
n2,1,0.554492,0.349332,[5 2] ; [18  4],[5.55172414 1.44827586] ; [17.44827586  4.55172414],0
s3,1,0.628557,0.234023,[11 12] ; [55 48],[12.04761905 10.95238095] ; [53.95238095 49.04761905],0
r1,1,0.661057,0.192242,[16  7] ; [77 27],[16.84251969  6.15748031] ; [76.15748031 27.84251969],0
a1,1,0.670345,0.181199,[ 1 22] ; [ 7 97],[ 1.4488189 21.5511811] ; [ 6.5511811 97.4488189],0
a8,1,0.698319,0.150226,[ 2 20] ; [12 88],[ 2.52459016 19.47540984] ; [11.47540984 88.52459016],0
n1,1,0.736268,0.113434,[2 4] ; [ 9 13],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
s2,1,0.751631,0.100166,[13 10] ; [55 49],[12.31496063 10.68503937] ; [55.68503937 48.31496063],0
a6,1,0.807035,0.05966,[ 8 15] ; [39 65],[ 8.51181102 14.48818898] ; [38.48818898 65.51181102],0
p1,1,0.925054,0.008849,[ 1 22] ; [ 5 99],[ 1.08661417 21.91338583] ; [ 4.91338583 99.08661417],0
