Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,175.080598,[483  81] ; [ 51 103],[419.46518106 144.53481894] ; [114.53481894  39.46518106],1
n6,1,0.0,47.040757,[499  64] ; [101  53],[471.12970711  91.87029289] ; [128.87029289  25.12970711],1
s7,1,0.0,25.27485,[300 238] ; [ 48 100],[272.9212828 265.0787172] ; [75.0787172 72.9212828],1
a5,1,1e-06,23.482988,[456 109] ; [97 59],[433.34951456 131.65048544] ; [119.65048544  36.34951456],1
p4,1,5e-06,21.032225,[365 195] ; [69 85],[340.39215686 219.60784314] ; [93.60784314 60.39215686],1
p6,1,1.2e-05,19.097137,[228 328] ; [ 33 119],[204.96610169 351.03389831] ; [56.03389831 95.96610169],1
p3,1,1.3e-05,19.078197,[303 258] ; [ 53 102],[278.93296089 282.06703911] ; [77.06703911 77.93296089],1
p11,1,8.5e-05,15.441866,[469  97] ; [107  49],[451.54570637 114.45429363] ; [124.45429363  31.54570637],1
d2,1,0.000147,14.410665,[306 257] ; [58 98],[285.02364395 277.97635605] ; [78.97635605 77.02364395],1
p10,1,0.000319,12.953946,[469  89] ; [109  44],[453.62025316 104.37974684] ; [124.37974684  28.62025316],1
a8,1,0.000486,12.166775,[ 87 419] ; [  8 136],[ 73.95384615 432.04615385] ; [ 21.04615385 122.95384615],1
a4,1,0.000772,11.307306,[284 279] ; [ 55 101],[265.44784423 297.55215577] ; [73.55215577 82.44784423],1
s8,1,0.000789,11.266699,[277 284] ; [ 53 102],[258.56145251 302.43854749] ; [71.43854749 83.56145251],1
u1,1,0.001742,9.803407,[130 436] ; [ 18 138],[116.02216066 449.97783934] ; [ 31.97783934 124.02216066],0
a3,1,0.001967,9.580153,[424 139] ; [98 58],[408.74269819 154.25730181] ; [113.25730181  42.74269819],0
a2,1,0.001994,9.554989,[164 402] ; [ 26 130],[148.94736842 417.05263158] ; [ 41.05263158 114.94736842],0
v3,1,0.002938,8.845654,[242 302] ; [ 45 101],[226.27246377 317.72753623] ; [60.72753623 85.27246377],0
p5,1,0.003526,8.513036,[ 72 487] ; [  7 147],[ 61.9368864 497.0631136] ; [ 17.0631136 136.9368864],0
p2,1,0.003597,8.476571,[482  80] ; [117  37],[470.16480447  91.83519553] ; [128.83519553  25.16480447],0
d1,1,0.005518,7.701353,[363 203] ; [81 75],[348.06648199 217.93351801] ; [95.93351801 60.06648199],0
d5,1,0.009397,6.745825,[476  87] ; [118  38],[465.12100139  97.87899861] ; [128.87899861  27.12100139],0
v1,1,0.010576,6.535154,[325 229] ; [71 80],[311.18297872 242.81702128] ; [84.81702128 66.18297872],0
p7,1,0.020192,5.395211,[372 179] ; [86 64],[359.99714693 191.00285307] ; [98.00285307 51.99714693],0
p8,1,0.02241,5.213673,[307 246] ; [70 85],[294.46468927 258.53531073] ; [82.53531073 72.46468927],0
p12,1,0.025584,4.983931,[ 53 505] ; [  6 148],[ 46.23876404 511.76123596] ; [ 12.76123596 141.23876404],0
b1,1,0.028059,4.824454,[225 341] ; [ 47 109],[213.2299169 352.7700831] ; [58.7700831 97.2299169],0
p9,1,0.03062,4.674134,[474  83] ; [119  34],[465.21267606  91.78732394] ; [127.78732394  25.21267606],0
n1,1,0.030719,4.668582,[38 55] ; [12 40],[32.06896552 60.93103448] ; [17.93103448 34.06896552],0
s2,1,0.045843,3.987354,[302 255] ; [70 85],[291.01685393 265.98314607] ; [80.98314607 74.01685393],0
s4,1,0.048531,3.891496,[ 81 474] ; [ 33 123],[ 88.98734177 466.01265823] ; [ 25.01265823 130.98734177],0
b2,1,0.067592,3.34054,[145 216] ; [21 52],[138.07834101 222.92165899] ; [27.92165899 45.07834101],0
b3,1,0.067592,3.34054,[145 216] ; [21 52],[138.07834101 222.92165899] ; [27.92165899 45.07834101],0
s6,1,0.090355,2.868043,[392 162] ; [98 56],[383.4180791 170.5819209] ; [106.5819209  47.4180791],0
r4,1,0.101992,2.674113,[554  12] ; [149   7],[551.10526316  14.89473684] ; [151.89473684   4.10526316],0
u4,1,0.110897,2.541398,[ 16 550] ; [  1 155],[ 13.32686981 552.67313019] ; [  3.67313019 152.32686981],0
v4,1,0.147863,2.09416,[549  16] ; [146   8],[546.14047288  18.85952712] ; [148.85952712   5.14047288],0
p1,1,0.150867,2.063463,[ 49 512] ; [  8 146],[ 44.72307692 516.27692308] ; [ 12.27692308 141.72307692],0
s3,1,0.201443,1.631879,[328 228] ; [82 72],[321.07042254 234.92957746] ; [88.92957746 65.07042254],0
a1,1,0.260732,1.264867,[ 26 540] ; [  4 152],[ 23.51800554 542.48199446] ; [  6.48199446 149.51800554],0
u2,1,0.265239,1.241207,[81 60] ; [37 19],[84.45685279 56.54314721] ; [33.54314721 22.45685279],0
r2,1,0.283357,1.15092,[550  13] ; [149   6],[548.10167131  14.89832869] ; [150.89832869   4.10167131],0
s5,1,0.297801,1.084014,[195 348] ; [ 47 103],[189.61904762 353.38095238] ; [52.38095238 97.61904762],0
d4,1,0.485985,0.485404,[477  85] ; [128  27],[474.21199442  87.78800558] ; [130.78800558  24.21199442],0
n2,1,0.516856,0.420163,[70 25] ; [35 16],[68.32191781 26.67808219] ; [36.67808219 14.32191781],0
a7,1,0.552149,0.353481,[417 147] ; [119  37],[419.86666667 144.13333333] ; [116.13333333  39.86666667],0
d3,1,0.613317,0.255373,[405 158] ; [109  47],[402.47844228 160.52155772] ; [111.52155772  44.47844228],0
u3,1,0.654653,0.200084,[89 53] ; [37 19],[90.36363636 51.63636364] ; [35.63636364 20.36363636],0
v2,1,0.742039,0.108343,[329 217] ; [84 59],[327.28301887 218.71698113] ; [85.71698113 57.28301887],0
b5,1,0.779162,0.07863,[334 232] ; [94 62],[335.52354571 230.47645429] ; [92.47645429 63.52354571],0
b4,1,0.787919,0.072369,[327 239] ; [92 64],[328.46814404 237.53185596] ; [90.53185596 65.46814404],0
