Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.221034,[18 38] ; [175  87],[33.98742138 22.01257862] ; [159.01257862 102.98742138],1
p8,1,8.1e-05,15.540417,[15 42] ; [146 119],[28.5 28.5] ; [132.5 132.5],1
p4,1,0.000329,12.897821,[17 39] ; [152 116],[29.20987654 26.79012346] ; [139.79012346 128.20987654],1
p9,1,0.000907,11.008645,[38 19] ; [226  39],[46.73291925 10.26708075] ; [217.26708075  47.73291925],1
d5,1,0.001166,10.544061,[33 24] ; [211  58],[42.66257669 14.33742331] ; [201.33742331  67.66257669],0
p6,1,0.004723,7.982444,[ 8 49] ; [ 88 180],[16.83692308 40.16307692] ; [ 79.16307692 188.83692308],0
v4,1,0.004885,7.921631,[48  9] ; [253  14],[52.9537037  4.0462963] ; [248.0462963  18.9537037],0
b1,1,0.005562,7.687031,[29 28] ; [ 85 184],[19.93251534 37.06748466] ; [ 94.06748466 174.93251534],0
s6,1,0.010096,6.617953,[26 31] ; [167  94],[34.59433962 22.40566038] ; [158.40566038 102.59433962],0
p10,1,0.010774,6.502218,[39 18] ; [222  45],[45.91666667 11.08333333] ; [215.08333333  51.91666667],0
s3,1,0.024049,5.091069,[22 34] ; [148 117],[29.65732087 26.34267913] ; [140.34267913 124.65732087],0
p12,1,0.02468,5.046181,[ 8 49] ; [ 15 252],[ 4.0462963 52.9537037] ; [ 18.9537037 248.0462963],0
s2,1,0.027343,4.869035,[17 39] ; [124 143],[24.44582043 31.55417957] ; [116.55417957 150.44582043],0
p3,1,0.029607,4.731996,[17 40] ; [122 146],[24.37846154 32.62153846] ; [114.62153846 153.37846154],0
a7,1,0.030376,4.687886,[33 24] ; [194  74],[39.81230769 17.18769231] ; [187.18769231  80.81230769],0
d3,1,0.036908,4.354668,[31 26] ; [185  84],[37.76687117 19.23312883] ; [178.23312883  90.76687117],0
s7,1,0.055832,3.657049,[18 38] ; [119 139],[24.43312102 31.56687898] ; [112.56687898 145.43312102],0
a5,1,0.066289,3.372589,[32 25] ; [185  84],[37.94171779 19.05828221] ; [179.05828221  89.94171779],0
n1,1,0.078481,3.09609,[ 9 10] ; [17 48],[ 5.88095238 13.11904762] ; [20.11904762 44.88095238],0
a3,1,0.150759,2.064552,[32 25] ; [178  91],[36.71779141 20.28220859] ; [173.28220859  95.71779141],0
s5,1,0.157488,1.998184,[11 43] ; [ 78 183],[15.25714286 38.74285714] ; [ 73.74285714 187.25714286],0
r1,1,0.249465,1.326296,[39 18] ; [203  65],[42.44307692 14.55692308] ; [199.55692308  68.44307692],0
p5,1,0.323888,0.97318,[ 3 54] ; [ 25 244],[ 4.89570552 52.10429448] ; [ 23.10429448 245.89570552],0
r2,1,0.336518,0.923651,[50  7] ; [244  22],[51.88235294  5.11764706] ; [242.11764706  23.88235294],0
b2,1,0.339831,0.911068,[ 7 24] ; [ 48 106],[ 9.21621622 21.78378378] ; [ 45.78378378 108.21621622],0
b3,1,0.339831,0.911068,[ 7 24] ; [ 48 106],[ 9.21621622 21.78378378] ; [ 45.78378378 108.21621622],0
d4,1,0.368475,0.808802,[42 15] ; [212  56],[44.54769231 12.45230769] ; [209.45230769  58.54769231],0
v2,1,0.37397,0.790429,[24 26] ; [108 154],[21.15384615 28.84615385] ; [110.84615385 151.15384615],0
p1,1,0.381099,0.767154,[ 6 51] ; [ 19 248],[ 4.39814815 52.60185185] ; [ 20.60185185 246.39814815],0
s1,1,0.382144,0.763793,[ 3 53] ; [  8 257],[ 1.91900312 54.08099688] ; [  9.08099688 255.91900312],0
n4,1,0.399598,0.709537,[39 18] ; [198  70],[41.56615385 15.43384615] ; [195.43384615  72.56615385],0
a8,1,0.411262,0.675148,[ 5 51] ; [ 32 216],[ 6.81578947 49.18421053] ; [ 30.18421053 217.81578947],0
n6,1,0.420524,0.648851,[45 11] ; [227  41],[47.01234568  8.98765432] ; [224.98765432  43.01234568],0
u2,1,0.422274,0.643978,[15  9] ; [48 42],[13.26315789 10.73684211] ; [49.73684211 40.26315789],0
s8,1,0.432605,0.61582,[18 39] ; [ 99 168],[20.58333333 36.41666667] ; [ 96.41666667 170.58333333],0
d1,1,0.456949,0.553358,[27 30] ; [142 127],[29.54907975 27.45092025] ; [139.45092025 129.54907975],0
r4,1,0.523192,0.407596,[48  9] ; [235  34],[49.48159509  7.51840491] ; [233.51840491  35.48159509],0
a6,1,0.569968,0.322736,[37 20] ; [185  84],[38.81595092 18.18404908] ; [183.18404908  85.81595092],0
a2,1,0.57484,0.314652,[ 9 48] ; [ 51 218],[10.49079755 46.50920245] ; [ 49.50920245 219.49079755],0
r3,1,0.579609,0.306868,[55  2] ; [252  14],[54.17647059  2.82352941] ; [252.82352941  13.17647059],0
a1,1,0.58799,0.293494,[ 3 54] ; [ 10 259],[ 2.27300613 54.72699387] ; [ 10.72699387 258.27300613],0
s4,1,0.621924,0.243173,[ 9 48] ; [ 49 215],[10.29906542 46.70093458] ; [ 47.70093458 216.29906542],0
