Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.006459,7.417582,[1 8] ; [12  6],[4.33333333 4.66666667] ; [8.66666667 9.33333333],0
b1,1,0.013711,6.075,[2 7] ; [13  5],[5. 4.] ; [10.  8.],0
d2,1,0.029345,4.747253,[2 7] ; [12  6],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
n4,1,0.04854,3.891176,[1 8] ; [9 9],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
d4,1,0.055451,3.668478,[6 3] ; [17  1],[7.66666667 1.33333333] ; [15.33333333  2.66666667],0
a7,1,0.05659,3.634615,[7 2] ; [ 7 11],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
s6,1,0.083265,3.0,[5 4] ; [ 4 14],[3. 6.] ; [ 6. 12.],0
p7,1,0.083265,3.0,[5 4] ; [ 4 14],[3. 6.] ; [ 6. 12.],0
d5,1,0.083265,3.0,[4 5] ; [14  4],[6. 3.] ; [12.  6.],0
r4,1,0.158834,1.985294,[5 4] ; [ 5 13],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
p2,1,0.158834,1.985294,[5 4] ; [ 5 13],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
s2,1,0.161125,1.963636,[3 6] ; [ 2 16],[1.66666667 7.33333333] ; [ 3.33333333 14.66666667],0
v2,1,0.16612,1.917614,[2 7] ; [9 9],[3.66666667 5.33333333] ; [ 7.33333333 10.66666667],0
v3,1,0.184317,1.762465,[3 6] ; [ 2 15],[1.73076923 7.26923077] ; [ 3.26923077 13.73076923],0
p9,1,0.192373,1.699346,[5 4] ; [ 5 12],[3.46153846 5.53846154] ; [ 6.53846154 10.46153846],0
s1,1,0.193931,1.6875,[2 7] ; [ 1 17],[1. 8.] ; [ 2. 16.],0
a3,1,0.23323,1.421053,[5 4] ; [14  4],[6.33333333 2.66666667] ; [12.66666667  5.33333333],0
v1,1,0.271644,1.208424,[4 5] ; [ 4 13],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
n6,1,0.386476,0.75,[4 5] ; [ 5 13],[3. 6.] ; [ 6. 12.],0
r3,1,0.386476,0.75,[7 2] ; [11  7],[6. 3.] ; [12.  6.],0
a6,1,0.386476,0.75,[4 5] ; [ 5 13],[3. 6.] ; [ 6. 12.],0
b4,1,0.386476,0.75,[5 4] ; [13  5],[6. 3.] ; [12.  6.],0
r1,1,0.411314,0.675,[6 3] ; [9 9],[5. 4.] ; [10.  8.],0
d3,1,0.411314,0.675,[4 5] ; [11  7],[5. 4.] ; [10.  8.],0
r2,1,0.420345,0.649351,[6 3] ; [8 8],[5.04 3.96] ; [8.96 7.04],0
p6,1,0.443598,0.586957,[2 7] ; [ 2 16],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
u2,1,0.465209,0.533333,[2 2] ; [1 3],[1.5 2.5] ; [1.5 2.5],0
n2,1,0.504985,0.444444,[1 2] ; [5 4],[1.5 1.5] ; [4.5 4.5],0
p10,1,0.534561,0.385714,[3 6] ; [ 4 14],[2.33333333 6.66666667] ; [ 4.66666667 13.33333333],0
p3,1,0.534561,0.385714,[3 6] ; [ 4 14],[2.33333333 6.66666667] ; [ 4.66666667 13.33333333],0
s7,1,0.562069,0.336134,[2 7] ; [ 5 10],[2.625 6.375] ; [ 4.375 10.625],0
b5,1,0.585957,0.296703,[4 5] ; [10  8],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
p1,1,0.603332,0.27,[1 8] ; [ 1 17],[0.66666667 8.33333333] ; [ 1.33333333 16.66666667],0
a8,1,0.634072,0.22658,[1 8] ; [ 1 16],[0.69230769 8.30769231] ; [ 1.30769231 15.69230769],0
s5,1,0.660343,0.193108,[1 8] ; [ 3 14],[1.38461538 7.61538462] ; [ 2.61538462 14.38461538],0
s4,1,0.701671,0.146739,[1 8] ; [ 3 15],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
p4,1,0.765688,0.088816,[3 6] ; [ 5 13],[2.66666667 6.33333333] ; [ 5.33333333 12.66666667],0
a5,1,0.781814,0.076705,[5 4] ; [11  7],[5.33333333 3.66666667] ; [10.66666667  7.33333333],0
p11,1,0.781814,0.076705,[4 5] ; [ 7 11],[3.66666667 5.33333333] ; [ 7.33333333 10.66666667],0
n3,1,0.782252,0.076389,[2 1] ; [6 2],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
b2,1,0.799846,0.064286,[2 2] ; [6 8],[1.77777778 2.22222222] ; [6.22222222 7.77777778],0
b3,1,0.799846,0.064286,[2 2] ; [6 8],[1.77777778 2.22222222] ; [6.22222222 7.77777778],0
s3,1,0.92036,0.009996,[3 6] ; [ 6 11],[3.11538462 5.88461538] ; [ 5.88461538 11.11538462],0
