Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,141.706093,[  3 101] ; [284 135],[57.0707457 46.9292543] ; [229.9292543 189.0707457],1
d3,1,0.0,93.675166,[27 77] ; [319 100],[68.80305927 35.19694073] ; [277.19694073 141.80305927],1
d5,1,0.0,54.569676,[57 47] ; [364  55],[83.71701721 20.28298279] ; [337.28298279  81.71701721],1
d2,1,0.0,32.699195,[22 82] ; [219 199],[48.01532567 55.98467433] ; [192.98467433 225.01532567],1
a3,1,1e-06,25.003823,[50 53] ; [310 109],[71.03448276 31.96551724] ; [288.96551724 130.03448276],1
a5,1,1e-06,23.699872,[56 48] ; [325  94],[75.76290631 28.23709369] ; [305.23709369 113.76290631],1
a4,1,3e-06,22.134949,[22 81] ; [196 222],[43.09788868 59.90211132] ; [174.90211132 243.09788868],1
u1,1,2.3e-05,17.918729,[  2 102] ; [ 78 341],[15.9082218 88.0917782] ; [ 64.0917782 354.9082218],1
a2,1,0.000177,14.064896,[ 9 95] ; [108 311],[23.26577438 80.73422562] ; [ 93.73422562 325.26577438],1
b3,1,0.000284,13.174094,[ 8 54] ; [ 91 155],[19.92857143 42.07142857] ; [ 79.07142857 166.92857143],1
b2,1,0.000284,13.174094,[ 8 54] ; [ 91 155],[19.92857143 42.07142857] ; [ 79.07142857 166.92857143],1
v2,1,0.000698,11.495208,[38 59] ; [232 166],[52.90909091 44.09090909] ; [217.09090909 180.90909091],1
a6,1,0.001884,9.659337,[60 44] ; [307 112],[72.9789675 31.0210325] ; [294.0210325 124.9789675],0
r1,1,0.002167,9.402161,[77 25] ; [365  52],[86.86705202 15.13294798] ; [355.13294798  61.86705202],0
u2,1,0.002356,9.249294,[21 33] ; [68 38],[30.0375 23.9625] ; [58.9625 47.0375],0
a7,1,0.010194,6.600644,[66 38] ; [318 101],[76.35946463 27.64053537] ; [307.64053537 111.35946463],0
s5,1,0.01329,6.130047,[19 83] ; [125 278],[29.08514851 72.91485149] ; [114.91485149 288.08514851],0
b4,1,0.018251,5.571938,[49 55] ; [251 168],[59.65583174 44.34416826] ; [240.34416826 178.65583174],0
s2,1,0.019504,5.455747,[36 65] ; [202 214],[46.49516441 54.50483559] ; [191.50483559 224.49516441],0
n3,1,0.028241,4.813295,[24  2] ; [68 27],[19.76859504  6.23140496] ; [72.23140496 22.76859504],0
n2,1,0.029516,4.737252,[26  2] ; [69 25],[21.80327869  6.19672131] ; [73.19672131 20.80327869],0
s1,1,0.046978,3.946171,[ 6 96] ; [  9 403],[ 2.9766537 99.0233463] ; [ 12.0233463 399.9766537],0
s4,1,0.059657,3.546899,[22 82] ; [ 57 358],[15.83044316 88.16955684] ; [ 63.16955684 351.83044316],0
r2,1,0.091032,2.856034,[99  5] ; [409   8],[101.4049904   2.5950096] ; [406.5950096  10.4049904],0
u3,1,0.101344,2.684262,[26 28] ; [66 41],[30.85714286 23.14285714] ; [61.14285714 45.85714286],0
v3,1,0.104255,2.639209,[32 69] ; [160 235],[39.09677419 61.90322581] ; [152.90322581 242.09677419],0
r3,1,0.107594,2.589217,[100   4] ; [413   6],[102.01147228   1.98852772] ; [410.98852772   8.01147228],0
p9,1,0.160166,1.972661,[78 24] ; [340  72],[82.94941634 19.05058366] ; [335.05058366  76.94941634],0
p2,1,0.171904,1.866263,[77 27] ; [335  83],[82.08429119 21.91570881] ; [329.91570881  88.08429119],0
p12,1,0.180993,1.789452,[  3 101] ; [ 26 390],[ 5.8 98.2] ; [ 23.2 392.8],0
p10,1,0.188371,1.730315,[75 27] ; [330  85],[79.9032882 22.0967118] ; [325.0967118  89.9032882],0
a8,1,0.195438,1.676143,[ 9 84] ; [ 57 327],[12.86792453 80.13207547] ; [ 53.13207547 330.86792453],0
n4,1,0.228798,1.448315,[70 33] ; [308 109],[74.87307692 28.12692308] ; [303.12692308 113.87307692],0
s7,1,0.280346,1.165412,[35 61] ; [170 230],[39.67741935 56.32258065] ; [165.32258065 234.67741935],0
p11,1,0.376796,0.781128,[78 26] ; [331  88],[81.33078394 22.66921606] ; [327.66921606  91.33078394],0
p8,1,0.421073,0.647318,[40 62] ; [181 234],[43.60154739 58.39845261] ; [177.39845261 237.60154739],0
u4,1,0.429069,0.625343,[  1 103] ; [  9 410],[  1.98852772 102.01147228] ; [  8.01147228 410.98852772],0
p4,1,0.469424,0.523332,[47 57] ; [204 211],[50.29672447 53.70327553] ; [200.70327553 214.29672447],0
p1,1,0.496505,0.462398,[ 7 97] ; [ 21 395],[ 5.6 98.4] ; [ 22.4 393.6],0
v4,1,0.5275,0.399205,[101   2] ; [406  13],[100.04022989   2.95977011] ; [406.95977011  12.04022989],0
p7,1,0.565011,0.331102,[51 52] ; [216 194],[53.60818713 49.39181287] ; [213.39181287 196.60818713],0
b5,1,0.583734,0.300237,[62 42] ; [262 157],[64.42829828 39.57170172] ; [259.57170172 159.42829828],0
p5,1,0.596404,0.280453,[ 6 98] ; [ 30 384],[ 7.22779923 96.77220077] ; [ 28.77220077 385.22779923],0
n5,1,0.618625,0.247805,[76 28] ; [293 122],[73.94219653 30.05780347] ; [295.05780347 119.94219653],0
v1,1,0.619692,0.246301,[46 54] ; [198 208],[48.22134387 51.77865613] ; [195.77865613 210.22134387],0
n6,1,0.630931,0.230801,[84 20] ; [346  72],[85.67049808 18.32950192] ; [344.32950192  73.67049808],0
s3,1,0.641866,0.21631,[57 44] ; [223 191],[54.91262136 46.08737864] ; [225.08737864 188.91262136],0
s8,1,0.681979,0.167906,[38 65] ; [163 254],[39.81346154 63.18653846] ; [161.18653846 255.81346154],0
n1,1,0.692761,0.156113,[11 16] ; [34 59],[10.125 16.875] ; [34.875 58.125],0
s6,1,0.772167,0.083834,[63 38] ; [264 149],[64.25486381 36.74513619] ; [262.74513619 150.25486381],0
p3,1,0.889765,0.01921,[42 61] ; [174 245],[42.62068966 60.37931034] ; [173.37931034 245.62068966],0
b1,1,0.892529,0.018253,[36 68] ; [148 271],[36.58891013 67.41108987] ; [147.41108987 271.58891013],0
