Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4e-06,21.309614,[21 31] ; [235  89],[35.40425532 16.59574468] ; [220.59574468 103.40425532],1
p9,1,3.4e-05,17.185062,[40 14] ; [296  24],[48.51336898  5.48663102] ; [287.48663102  32.51336898],1
p8,1,0.000116,14.857429,[19 35] ; [200 117],[31.87601078 22.12398922] ; [187.12398922 129.87601078],1
p11,1,0.002084,9.474181,[38 16] ; [282  43],[45.59366755  8.40633245] ; [274.40633245  50.59366755],0
r4,1,0.004032,8.269133,[44 10] ; [303  22],[49.44063325  4.55936675] ; [297.55936675  27.44063325],0
v1,1,0.004253,8.172676,[29 25] ; [232  86],[37.88709677 16.11290323] ; [223.11290323  94.88709677],0
p7,1,0.004546,8.051547,[28 23] ; [236  82],[36.48780488 14.51219512] ; [227.51219512  90.48780488],0
d5,1,0.006034,7.540195,[38 15] ; [281  44],[44.72751323  8.27248677] ; [274.27248677  50.72751323],0
p3,1,0.016352,5.764569,[23 30] ; [198 127],[30.98677249 22.01322751] ; [190.01322751 134.98677249],0
r3,1,0.020246,5.390564,[49  5] ; [313   9],[51.9893617  2.0106383] ; [310.0106383  11.9893617],0
p10,1,0.020381,5.378934,[43 11] ; [291  31],[47.96808511  6.03191489] ; [286.03191489  35.96808511],0
a1,1,0.021935,5.250955,[ 7 47] ; [ 16 309],[ 3.27704485 50.72295515] ; [ 19.72295515 305.27704485],0
v3,1,0.02381,5.108421,[25 29] ; [199 119],[32.51612903 21.48387097] ; [191.48387097 126.51612903],0
s1,1,0.028798,4.779671,[ 3 50] ; [  4 315],[ 0.99731183 52.00268817] ; [  6.00268817 312.99731183],0
a3,1,0.029435,4.741962,[35 19] ; [254  70],[41.28571429 12.71428571] ; [247.71428571  76.28571429],0
b1,1,0.042458,4.116843,[26 28] ; [110 215],[19.37730871 34.62269129] ; [116.62269129 208.37730871],0
s7,1,0.061518,3.495973,[24 28] ; [183 122],[30.1512605 21.8487395] ; [176.8487395 128.1512605],0
r1,1,0.062604,3.46703,[41 13] ; [279  46],[45.59366755  8.40633245] ; [274.40633245  50.59366755],0
d4,1,0.07322,3.209327,[41 12] ; [281  43],[45.26790451  7.73209549] ; [276.73209549  47.26790451],0
d3,1,0.077007,3.126958,[32 21] ; [235  90],[37.43650794 15.56349206] ; [229.56349206  95.43650794],0
p6,1,0.085739,2.952602,[17 36] ; [143 177],[22.73458445 30.26541555] ; [137.26541555 182.73458445],0
n6,1,0.095777,2.7745,[45  8] ; [298  26],[48.22015915  4.77984085] ; [294.77984085  29.22015915],0
n4,1,0.095832,2.773573,[45  9] ; [295  30],[48.44327177  5.55672823] ; [291.55672823  33.44327177],0
