Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.705016,[21 27] ; [113  24],[34.76756757 13.23243243] ; [99.23243243 37.76756757],1
p10,1,2.5e-05,17.78914,[27 20] ; [116  18],[37.13259669  9.86740331] ; [105.86740331  28.13259669],1
n6,1,0.001218,10.462238,[32 16] ; [119  17],[39.39130435  8.60869565] ; [111.60869565  24.39130435],0
s7,1,0.001736,9.809848,[13 35] ; [67 58],[22.19653179 25.80346821] ; [57.80346821 67.19653179],0
p4,1,0.002007,9.543423,[16 32] ; [80 55],[25.18032787 22.81967213] ; [70.81967213 64.18032787],0
p9,1,0.002403,9.213076,[32 16] ; [116  18],[39.03296703  8.96703297] ; [108.96703297  25.03296703],0
p3,1,0.010561,6.537762,[16 32] ; [74 61],[23.60655738 24.39344262] ; [66.39344262 68.60655738],0
p6,1,0.015761,5.829314,[11 36] ; [58 76],[17.91712707 29.08287293] ; [51.08287293 82.91712707],0
v3,1,0.023638,5.121023,[17 31] ; [74 62],[23.73913043 24.26086957] ; [67.26086957 68.73913043],0
s6,1,0.025787,4.970246,[24 23] ; [92 41],[30.28888889 16.71111111] ; [85.71111111 47.28888889],0
p7,1,0.035137,4.438484,[26 22] ; [95 39],[31.91208791 16.08791209] ; [89.08791209 44.91208791],0
p2,1,0.037062,4.347542,[33 15] ; [112  23],[38.03278689  9.96721311] ; [106.96721311  28.03278689],0
u3,1,0.051363,3.796385,[ 6 13] ; [30 22],[9.63380282 9.36619718] ; [26.36619718 25.63380282],0
v1,1,0.11308,2.510643,[24 23] ; [86 48],[28.56353591 18.43646409] ; [81.43646409 52.56353591],0
s8,1,0.140542,2.172019,[15 33] ; [59 77],[19.30434783 28.69565217] ; [54.69565217 81.30434783],0
d3,1,0.142395,2.151881,[26 22] ; [57 79],[21.65217391 26.34782609] ; [61.34782609 74.65217391],0
p5,1,0.152258,2.049479,[ 3 45] ; [ 19 116],[ 5.7704918 42.2295082] ; [ 16.2295082 118.7704918],0
d2,1,0.16054,1.969133,[ 3 45] ; [ 19 118],[ 5.70810811 42.29189189] ; [ 16.29189189 120.70810811],0
a8,1,0.163954,1.937377,[ 3 43] ; [ 18 107],[ 5.64912281 40.35087719] ; [ 15.35087719 109.64912281],0
u2,1,0.178991,1.805986,[ 7 12] ; [28 23],[9.5 9.5] ; [25.5 25.5],0
n1,1,0.186376,1.746032,[ 2 10] ; [12 20],[3.81818182 8.18181818] ; [10.18181818 21.81818182],0
s2,1,0.193045,1.694228,[17 31] ; [62 72],[20.83516484 27.16483516] ; [58.16483516 75.83516484],0
b3,1,0.217185,1.522872,[ 6 18] ; [31 49],[ 8.53846154 15.46153846] ; [28.46153846 51.53846154],0
b2,1,0.217185,1.522872,[ 6 18] ; [31 49],[ 8.53846154 15.46153846] ; [28.46153846 51.53846154],0
p8,1,0.235216,1.409037,[21 27] ; [72 62],[24.52747253 23.47252747] ; [68.47252747 65.52747253],0
a1,1,0.297199,1.086722,[ 4 44] ; [  6 131],[ 2.59459459 45.40540541] ; [  7.40540541 129.59459459],0
s3,1,0.32717,0.960067,[21 26] ; [71 63],[23.88950276 23.11049724] ; [68.11049724 65.88950276],0
a5,1,0.34353,0.897214,[27 21] ; [87 49],[29.73913043 18.26086957] ; [84.26086957 51.73913043],0
r1,1,0.37417,0.789768,[36 12] ; [111  26],[38.14054054  9.85945946] ; [108.85945946  28.14054054],0
p12,1,0.43061,0.621177,[ 4 44] ; [  7 128],[ 2.8852459 45.1147541] ; [  8.1147541 126.8852459],0
d4,1,0.434316,0.611254,[32 16] ; [82 54],[29.73913043 18.26086957] ; [84.26086957 51.73913043],0
n3,1,0.444779,0.583922,[9 3] ; [28  5],[9.86666667 2.13333333] ; [27.13333333  5.86666667],0
s1,1,0.483208,0.491615,[ 2 46] ; [  3 131],[ 1.31868132 46.68131868] ; [  3.68131868 130.31868132],0
r4,1,0.503229,0.448121,[41  7] ; [122  15],[42.29189189  5.70810811] ; [120.70810811  16.29189189],0
r3,1,0.59315,0.285452,[47  1] ; [131   5],[46.43478261  1.56521739] ; [131.56521739   4.43478261],0
a2,1,0.659184,0.194517,[ 2 46] ; [  8 129],[ 2.59459459 45.40540541] ; [  7.40540541 129.59459459],0
d5,1,0.681184,0.168796,[30 18] ; [81 56],[28.8 19.2] ; [82.2 54.8],0
n2,1,0.691615,0.157343,[10  2] ; [29  4],[10.4  1.6] ; [28.6  4.4],0
p1,1,0.699445,0.14905,[ 4 44] ; [  9 126],[ 3.40983607 44.59016393] ; [  9.59016393 125.40983607],0
a4,1,0.702005,0.146395,[10 38] ; [ 32 104],[10.95652174 37.04347826] ; [ 31.04347826 104.95652174],0
a6,1,0.71144,0.136843,[29 19] ; [78 58],[27.91304348 20.08695652] ; [79.08695652 56.91304348],0
r2,1,0.730348,0.118793,[43  3] ; [125  11],[42.46153846  3.53846154] ; [125.53846154  10.46153846],0
b4,1,0.739203,0.110829,[29 19] ; [79 58],[28.02162162 19.97837838] ; [79.97837838 57.02162162],0
b5,1,0.750204,0.10136,[25 23] ; [75 62],[25.94594595 22.05405405] ; [74.05405405 62.94594595],0
a3,1,0.798262,0.06533,[29 19] ; [85 51],[29.73913043 18.26086957] ; [84.26086957 51.73913043],0
s5,1,0.845617,0.037914,[15 31] ; [41 91],[14.47191011 31.52808989] ; [41.52808989 90.47191011],0
b1,1,0.884381,0.021146,[18 30] ; [53 84],[18.42162162 29.57837838] ; [52.57837838 84.42162162],0
u1,1,0.917555,0.010715,[ 3 45] ; [  8 129],[ 2.85405405 45.14594595] ; [  8.14594595 128.85405405],0
a7,1,0.925191,0.008817,[32 16] ; [91 44],[32.26229508 15.73770492] ; [90.73770492 44.26229508],0
v4,1,0.955319,0.003139,[44  3] ; [127   9],[43.91803279  3.08196721] ; [127.08196721   8.91803279],0
p11,1,0.960998,0.002391,[38 10] ; [108  29],[37.88108108 10.11891892] ; [108.11891892  28.88108108],0
