Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,27.726311,[12  1] ; [ 8 42],[4.12698413 8.87301587] ; [15.87301587 34.12698413],1
s7,1,0.00025,13.410561,[11  2] ; [14 35],[5.24193548 7.75806452] ; [19.75806452 29.24193548],1
v3,1,0.000618,11.722266,[8 1] ; [13 33],[3.43636364 5.56363636] ; [17.56363636 28.43636364],1
s6,1,0.000777,11.294665,[12  1] ; [20 30],[6.6031746 6.3968254] ; [25.3968254 24.6031746],1
p5,1,0.000934,10.95429,[5 7] ; [ 3 47],[ 1.5483871 10.4516129] ; [ 6.4516129 43.5483871],1
s2,1,0.001068,10.705154,[11  2] ; [17 33],[5.77777778 7.22222222] ; [22.22222222 27.77777778],0
b3,1,0.001455,10.13437,[12  1] ; [11 17],[7.29268293 5.70731707] ; [15.70731707 12.29268293],0
b2,1,0.001455,10.13437,[12  1] ; [11 17],[7.29268293 5.70731707] ; [15.70731707 12.29268293],0
d1,1,0.002759,8.960538,[12  1] ; [23 27],[7.22222222 5.77777778] ; [27.77777778 22.22222222],0
v1,1,0.003114,8.739441,[9 1] ; [19 30],[4.74576271 5.25423729] ; [23.25423729 25.74576271],0
p4,1,0.00328,8.644636,[11  2] ; [19 30],[6.29032258 6.70967742] ; [23.70967742 25.29032258],0
p3,1,0.004032,8.269412,[10  3] ; [16 33],[5.4516129 7.5483871] ; [20.5483871 28.4516129],0
s3,1,0.005934,7.570256,[12  1] ; [24 24],[7.67213115 5.32786885] ; [28.32786885 19.67213115],0
a2,1,0.009589,6.709782,[8 5] ; [12 38],[4.12698413 8.87301587] ; [15.87301587 34.12698413],0
p6,1,0.010716,6.511799,[7 6] ; [ 9 39],[3.40983607 9.59016393] ; [12.59016393 35.40983607],0
d2,1,0.012826,6.192952,[11  2] ; [23 27],[7.01587302 5.98412698] ; [26.98412698 23.01587302],0
a4,1,0.014261,6.005551,[10  3] ; [19 30],[6.08064516 6.91935484] ; [22.91935484 26.08064516],0
n4,1,0.025172,5.012003,[11  2] ; [24 24],[7.45901639 5.54098361] ; [27.54098361 20.45901639],0
v2,1,0.027325,4.870159,[8 2] ; [20 28],[4.82758621 5.17241379] ; [23.17241379 24.82758621],0
p2,1,0.033341,4.528182,[11  2] ; [26 24],[7.63492063 5.36507937] ; [29.36507937 20.63492063],0
p7,1,0.03566,4.413277,[9 4] ; [18 31],[5.66129032 7.33870968] ; [21.33870968 27.66129032],0
p8,1,0.03566,4.413277,[9 4] ; [18 31],[5.66129032 7.33870968] ; [21.33870968 27.66129032],0
a5,1,0.047569,3.925153,[12  1] ; [32 18],[9.07936508 3.92063492] ; [34.92063492 15.07936508],0
a8,1,0.070005,3.282903,[3 7] ; [ 4 41],[1.27272727 8.72727273] ; [ 5.72727273 39.27272727],0
u1,1,0.074614,3.17848,[5 8] ; [ 8 42],[ 2.68253968 10.31746032] ; [10.31746032 39.68253968],0
s5,1,0.094332,2.798851,[4 7] ; [ 7 41],[2.05084746 8.94915254] ; [ 8.94915254 39.05084746],0
a1,1,0.123322,2.374615,[ 3 10] ; [ 4 46],[ 1.44444444 11.55555556] ; [ 5.55555556 44.44444444],0
d5,1,0.154865,2.023664,[11  2] ; [32 18],[8.87301587 4.12698413] ; [34.12698413 15.87301587],0
r1,1,0.16651,1.91409,[11  2] ; [31 17],[8.95081967 4.04918033] ; [33.04918033 14.95081967],0
d3,1,0.192625,1.697429,[11  2] ; [33 17],[9.07936508 3.92063492] ; [34.92063492 15.07936508],0
a6,1,0.451004,0.568127,[10  3] ; [33 17],[8.87301587 4.12698413] ; [34.12698413 15.87301587],0
s4,1,0.542846,0.37029,[ 1 12] ; [ 7 43],[ 1.65079365 11.34920635] ; [ 6.34920635 43.65079365],0
s1,1,0.785377,0.074157,[ 1 12] ; [ 5 44],[ 1.25806452 11.74193548] ; [ 4.74193548 44.25806452],0
p1,1,0.800641,0.063765,[ 1 12] ; [ 5 45],[ 1.23809524 11.76190476] ; [ 4.76190476 45.23809524],0
b4,1,0.80482,0.061065,[7 6] ; [25 25],[6.6031746 6.3968254] ; [25.3968254 24.6031746],0
b5,1,0.817421,0.053298,[8 5] ; [29 21],[7.63492063 5.36507937] ; [29.36507937 20.63492063],0
a7,1,0.897222,0.016685,[9 4] ; [33 16],[8.80645161 4.19354839] ; [33.19354839 15.80645161],0
