Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.094155,[341  64] ; [43 40],[318.68852459  86.31147541] ; [65.31147541 17.68852459],1
s8,1,0.0,33.231152,[255 148] ; [24 59],[231.35185185 171.64814815] ; [47.64814815 35.35185185],1
s7,1,0.0,32.710465,[276 116] ; [28 49],[254.08955224 137.91044776] ; [49.91044776 27.08955224],1
s5,1,0.0,25.424204,[186 205] ; [13 65],[165.90405117 225.09594883] ; [33.09594883 44.90405117],1
p9,1,2e-06,22.202228,[356  45] ; [57 26],[342.17561983  58.82438017] ; [70.82438017 12.17561983],1
r4,1,7e-06,20.289996,[387  18] ; [68 15],[377.61270492  27.38729508] ; [77.38729508  5.61270492],1
d5,1,4e-05,16.86291,[336  66] ; [53 30],[322.42886598  79.57113402] ; [66.57113402 16.42886598],1
n6,1,6.7e-05,15.896779,[347  54] ; [57 26],[334.71900826  66.28099174] ; [69.28099174 13.71900826],1
v4,1,0.000547,11.948215,[396   9] ; [72  8],[390.80412371  14.19587629] ; [77.19587629  2.80412371],1
p4,1,0.000797,11.247493,[257 146] ; [36 46],[243.46185567 159.53814433] ; [49.53814433 32.46185567],1
r3,1,0.000826,11.18107,[394   9] ; [75  8],[388.90329218  14.09670782] ; [80.09670782  2.90329218],1
a2,1,0.00094,10.941752,[114 291] ; [ 9 74],[102.07991803 302.92008197] ; [20.92008197 62.07991803],1
r1,1,0.002855,8.897582,[348  54] ; [61 22],[339.00618557  62.99381443] ; [69.99381443 13.00618557],0
d4,1,0.003789,8.382457,[346  56] ; [60 22],[337.21487603  64.78512397] ; [68.78512397 13.21487603],0
s4,1,0.008413,6.943335,[ 96 305] ; [ 9 74],[ 86.99380165 314.00619835] ; [18.00619835 64.99380165],0
p5,1,0.011176,6.437185,[ 56 346] ; [ 3 77],[ 49.20746888 352.79253112] ; [ 9.79253112 70.20746888],0
d1,1,0.011518,6.383587,[260 145] ; [41 42],[249.80532787 155.19467213] ; [51.19467213 31.80532787],0
a4,1,0.013865,6.055198,[196 208] ; [28 55],[185.82340862 218.17659138] ; [38.17659138 44.82340862],0
b5,1,0.016287,5.771629,[248 157] ; [39 44],[238.18647541 166.81352459] ; [48.81352459 34.18647541],0
p2,1,0.020091,5.404012,[347  57] ; [62 20],[339.99176955  64.00823045] ; [69.00823045 12.99176955],0
p8,1,0.0203,5.385933,[215 185] ; [33 50],[205.38302277 194.61697723] ; [42.61697723 40.38302277],0
n5,1,0.022911,5.175208,[318  86] ; [55 27],[310.06584362  93.93415638] ; [62.93415638 19.06584362],0
p6,1,0.025246,5.006903,[163 236] ; [23 60],[153.97095436 245.02904564] ; [32.02904564 50.97095436],0
u1,1,0.026346,4.933151,[ 87 318] ; [ 9 74],[ 79.67213115 325.32786885] ; [16.32786885 66.67213115],0
p10,1,0.031173,4.643428,[338  63] ; [61 21],[331.26086957  69.73913043] ; [67.73913043 14.26086957],0
a5,1,0.040596,4.192779,[303 102] ; [53 30],[295.45081967 109.54918033] ; [60.54918033 22.45081967],0
u3,1,0.040634,4.191202,[66 32] ; [14 16],[61.25 36.75] ; [18.75 11.25],0
a3,1,0.04177,4.144483,[305  99] ; [53 29],[297.59670782 106.40329218] ; [60.40329218 21.59670782],0
