Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,9.2e-05,15.287071,[48 18] ; [15 28],[38.14678899 27.85321101] ; [24.85321101 18.14678899],1
p1,1,0.544977,0.366393,[ 7 59] ; [ 3 39],[ 6.11111111 59.88888889] ; [ 3.88888889 38.11111111],0
p2,1,0.55979,0.340068,[36 30] ; [21 22],[34.51376147 31.48623853] ; [22.48623853 20.51376147],0
s4,1,0.57179,0.319696,[12 52] ; [10 33],[13.1588785 50.8411215] ; [ 8.8411215 34.1588785],0
b1,1,0.60022,0.274665,[35 31] ; [25 18],[36.33027523 29.66972477] ; [23.66972477 19.33027523],0
d5,1,0.67812,0.172249,[44 22] ; [27 16],[42.99082569 23.00917431] ; [28.00917431 14.99082569],0
d4,1,0.738347,0.111585,[42 24] ; [26 17],[41.17431193 24.82568807] ; [26.82568807 16.17431193],0
b2,1,0.745381,0.105453,[12 29] ; [ 8 23],[11.38888889 29.61111111] ; [ 8.61111111 22.38888889],0
b3,1,0.745381,0.105453,[12 29] ; [ 8 23],[11.38888889 29.61111111] ; [ 8.61111111 22.38888889],0
s3,1,0.7737,0.082678,[28 38] ; [19 23],[28.72222222 37.27777778] ; [18.27777778 23.72222222],0
a7,1,0.791896,0.069617,[37 29] ; [23 20],[36.33027523 29.66972477] ; [23.66972477 19.33027523],0
u3,1,0.812964,0.055981,[16 15] ; [11  9],[16.41176471 14.58823529] ; [10.58823529  9.41176471],0
d2,1,0.844163,0.03864,[33 32] ; [21 22],[32.5 32.5] ; [21.5 21.5],0
a3,1,0.860343,0.030954,[35 31] ; [23 19],[35.44444444 30.55555556] ; [22.55555556 19.44444444],0
a2,1,0.862858,0.029838,[10 56] ; [ 6 37],[ 9.68807339 56.31192661] ; [ 6.31192661 36.68807339],0
v1,1,0.905969,0.013953,[16 50] ; [10 33],[15.74311927 50.25688073] ; [10.25688073 32.74311927],0
a5,1,0.913799,0.011717,[36 30] ; [23 20],[35.72477064 30.27522936] ; [23.27522936 19.72477064],0
b4,1,0.913799,0.011717,[36 30] ; [23 20],[35.72477064 30.27522936] ; [23.27522936 19.72477064],0
