Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001136,10.592103,[17 11] ; [14 43],[10.21176471 17.78823529] ; [20.78823529 36.21176471],0
p9,1,0.009213,6.781079,[22  5] ; [29 27],[16.59036145 10.40963855] ; [34.40963855 21.59036145],0
p10,1,0.020677,5.353846,[20  6] ; [29 29],[15.16666667 10.83333333] ; [33.83333333 24.16666667],0
b1,1,0.024826,5.035969,[20  8] ; [27 32],[15.12643678 12.87356322] ; [31.87356322 27.12643678],0
p11,1,0.035696,4.411576,[20  8] ; [28 31],[15.44827586 12.55172414] ; [32.55172414 26.44827586],0
p7,1,0.06733,3.346941,[14 12] ; [19 39],[10.21428571 15.78571429] ; [22.78571429 35.21428571],0
r3,1,0.074087,3.190057,[17 10] ; [24 33],[13.17857143 13.82142857] ; [27.82142857 29.17857143],0
p2,1,0.07445,3.182077,[18  8] ; [28 30],[14.23809524 11.76190476] ; [31.76190476 26.23809524],0
n2,1,0.077387,3.118944,[13  2] ; [17 11],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
s8,1,0.090232,2.870236,[10 18] ; [11 47],[ 6.8372093 21.1627907] ; [14.1627907 43.8372093],0
p1,1,0.110461,2.547611,[ 1 27] ; [ 9 50],[ 3.2183908 24.7816092] ; [ 6.7816092 52.2183908],0
b5,1,0.146818,2.105007,[17 11] ; [26 33],[13.83908046 14.16091954] ; [29.16091954 29.83908046],0
s4,1,0.152638,2.045687,[ 3 25] ; [14 45],[ 5.47126437 22.52873563] ; [11.52873563 47.47126437],0
a2,1,0.154792,2.024383,[ 6 22] ; [ 6 53],[ 3.86206897 24.13793103] ; [ 8.13793103 50.86206897],0
s6,1,0.163539,1.94119,[13 15] ; [18 40],[10.09302326 17.90697674] ; [20.90697674 37.09302326],0
p12,1,0.180267,1.79542,[ 2 25] ; [ 1 58],[ 0.94186047 26.05813953] ; [ 2.05813953 56.94186047],0
s7,1,0.181525,1.785092,[12 14] ; [17 38],[ 9.30864198 16.69135802] ; [19.69135802 35.30864198],0
