Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,128.698332,[  6 114] ; [251 140],[60.35225049 59.64774951] ; [196.64774951 194.35225049],1
d4,1,0.0,64.750255,[63 55] ; [342  49],[93.88998035 24.11001965] ; [311.11001965  79.88998035],1
d3,1,0.0,42.52308,[51 68] ; [292  98],[80.19056974 38.80943026] ; [262.80943026 127.19056974],1
a5,1,0.0,30.323324,[54 65] ; [284 107],[78.86666667 40.13333333] ; [259.13333333 131.86666667],1
d2,1,0.0,26.546355,[25 95] ; [184 205],[49.27308448 70.72691552] ; [159.72691552 229.27308448],1
a3,1,1e-06,24.715272,[52 66] ; [270 120],[74.79527559 43.20472441] ; [247.20472441 142.79527559],1
a4,1,1e-06,23.269106,[25 93] ; [180 211],[47.52455796 70.47544204] ; [157.47544204 233.52455796],1
a2,1,1.2e-05,19.194574,[  7 113] ; [ 94 297],[23.71819961 96.28180039] ; [ 77.28180039 313.71819961],1
p2,1,3.7e-05,17.01507,[80 39] ; [325  60],[95.625 23.375] ; [309.375  75.625],1
u1,1,8.2e-05,15.501251,[  3 117] ; [ 64 327],[ 15.73385519 104.26614481] ; [ 51.26614481 339.73385519],1
p4,1,0.000327,12.906821,[43 73] ; [217 170],[59.96023857 56.03976143] ; [200.03976143 186.96023857],1
a7,1,0.00058,11.840166,[73 46] ; [302  89],[87.5 31.5] ; [287.5 103.5],1
p10,1,0.010591,6.532662,[75 41] ; [294  90],[85.608 30.392] ; [283.392 100.608],0
a6,1,0.018767,5.523084,[71 48] ; [278 113],[81.43333333 37.56666667] ; [267.56666667 123.43333333],0
v2,1,0.02403,5.092434,[50 65] ; [207 166],[60.56352459 54.43647541] ; [196.43647541 176.56352459],0
p9,1,0.049575,3.855776,[84 34] ; [304  77],[91.75150301 26.24849699] ; [296.24849699  84.75150301],0
n4,1,0.050795,3.815027,[75 44] ; [283 108],[83.53333333 35.46666667] ; [274.46666667 116.53333333],0
r2,1,0.052893,3.747285,[107  13] ; [364  22],[111.69960474   8.30039526] ; [359.30039526  26.69960474],0
p3,1,0.054819,3.687583,[40 79] ; [168 218],[49.01386139 69.98613861] ; [158.98613861 227.01386139],0
v1,1,0.085009,2.966436,[45 72] ; [182 201],[53.118 63.882] ; [173.882 209.118],0
r1,1,0.087638,2.917225,[84 36] ; [302  87],[91.00196464 28.99803536] ; [294.99803536  94.00196464],0
s1,1,0.11263,2.516928,[  6 110] ; [  9 379],[  3.45238095 112.54761905] ; [ 11.54761905 376.45238095],0
p7,1,0.124688,2.357417,[58 57] ; [223 158],[65.15120968 49.84879032] ; [215.84879032 165.15120968],0
s7,1,0.126362,2.336634,[23 90] ; [103 271],[29.23613963 83.76386037] ; [ 96.76386037 277.23613963],0
r4,1,0.149618,2.076141,[102  18] ; [351  40],[106.37964775  13.62035225] ; [346.62035225  44.37964775],0
n6,1,0.204284,1.611481,[90 29] ; [315  74],[94.87204724 24.12795276] ; [310.12795276  78.87204724],0
s5,1,0.205596,1.602167,[23 92] ; [ 98 282],[28.11111111 86.88888889] ; [ 92.88888889 287.11111111],0
b1,1,0.210625,1.567128,[48 72] ; [132 259],[42.27005871 77.72994129] ; [137.72994129 253.27005871],0
p8,1,0.219385,1.508392,[48 70] ; [180 202],[53.808 64.192] ; [174.192 207.808],0
s6,1,0.225801,1.467117,[55 62] ; [204 178],[60.72745491 56.27254509] ; [198.27254509 183.72745491],0
s3,1,0.243946,1.357643,[55 62] ; [158 228],[49.54473161 67.45526839] ; [163.45526839 222.54473161],0
n2,1,0.318809,0.993827,[27  6] ; [68 25],[24.88095238  8.11904762] ; [70.11904762 22.88095238],0
n5,1,0.364594,0.822007,[75 43] ; [264 124],[79.05533597 38.94466403] ; [259.94466403 128.05533597],0
a1,1,0.396222,0.719763,[  6 114] ; [ 13 378],[  4.46183953 115.53816047] ; [ 14.53816047 376.46183953],0
p5,1,0.411874,0.673386,[ 11 108] ; [ 27 360],[  8.93675889 110.06324111] ; [ 29.06324111 357.93675889],0
n3,1,0.413923,0.667504,[22 10] ; [70 22],[23.74193548  8.25806452] ; [68.25806452 23.74193548],0
s4,1,0.416187,0.661058,[20 99] ; [ 53 331],[ 17.27037773 101.72962227] ; [ 55.72962227 328.27037773],0
p11,1,0.487525,0.481984,[89 31] ; [302  89],[91.81996086 28.18003914] ; [299.18003914  91.81996086],0
b2,1,0.504441,0.44558,[17 46] ; [ 65 142],[19.13333333 43.86666667] ; [ 62.86666667 144.13333333],0
b3,1,0.504441,0.44558,[17 46] ; [ 65 142],[19.13333333 43.86666667] ; [ 62.86666667 144.13333333],0
n1,1,0.663364,0.189463,[ 9 23] ; [30 63],[ 9.984 22.016] ; [29.016 63.984],0
p1,1,0.674238,0.176685,[  9 110] ; [ 25 362],[  7.99604743 111.00395257] ; [ 26.00395257 360.99604743],0
u2,1,0.744092,0.106562,[33 33] ; [63 57],[34.06451613 31.93548387] ; [61.93548387 58.06451613],0
v3,1,0.760531,0.092893,[39 79] ; [118 256],[37.65447154 80.34552846] ; [119.34552846 254.65447154],0
v4,1,0.833053,0.044431,[111   8] ; [364  24],[111.48915187   7.51084813] ; [363.51084813  24.48915187],0
p12,1,0.836243,0.042725,[  6 111] ; [ 18 368],[  5.58250497 111.41749503] ; [ 18.41749503 367.58250497],0
u3,1,0.859143,0.031494,[34 33] ; [62 57],[34.58064516 32.41935484] ; [61.41935484 57.58064516],0
p6,1,0.859428,0.031365,[33 84] ; [104 276],[32.25150905 84.74849095] ; [104.74849095 275.25150905],0
s2,1,0.877504,0.023757,[39 78] ; [133 257],[39.69230769 77.30769231] ; [132.30769231 257.69230769],0
a8,1,0.908234,0.013286,[12 99] ; [ 40 317],[12.33333333 98.66666667] ; [ 39.66666667 317.33333333],0
b5,1,0.954244,0.003292,[73 47] ; [239 152],[73.26810176 46.73189824] ; [238.73189824 152.26810176],0
b4,1,0.973802,0.001078,[71 49] ; [232 159],[71.15459883 48.84540117] ; [231.84540117 159.15459883],0
