Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,35.887075,[210  68] ; [17 34],[191.81155015  86.18844985] ; [35.18844985 15.81155015],1
p8,1,1e-06,24.623475,[179 100] ; [15 39],[162.54054054 116.45945946] ; [31.45945946 22.54054054],1
p9,1,1e-06,23.614635,[252  29] ; [34 19],[240.61676647  40.38323353] ; [45.38323353  7.61676647],1
p4,1,1e-06,23.583371,[195  88] ; [17 34],[179.62874251 103.37125749] ; [32.37125749 18.62874251],1
p10,1,5e-06,20.883033,[251  32] ; [34 19],[240.04464286  42.95535714] ; [44.95535714  8.04464286],1
p3,1,6.1e-05,16.069714,[176 109] ; [17 36],[162.73668639 122.26331361] ; [30.26331361 22.73668639],1
p11,1,0.0002,13.828352,[241  44] ; [34 20],[231.19469027  53.80530973] ; [43.80530973 10.19469027],1
v1,1,0.000899,11.024023,[199  83] ; [25 28],[188.56119403  93.43880597] ; [35.43880597 17.56119403],1
s1,1,0.003252,8.660616,[  5 274] ; [ 5 49],[  8.37837838 270.62162162] ; [ 1.62162162 52.37837838],0
d5,1,0.0064,7.434134,[242  42] ; [37 16],[235.12166172  48.87833828] ; [43.87833828  9.12166172],0
d4,1,0.006401,7.43385,[245  38] ; [38 15],[238.36011905  44.63988095] ; [44.63988095  8.36011905],0
r3,1,0.006669,7.360126,[278   6] ; [49  5],[274.75739645   9.24260355] ; [52.24260355  1.75739645],0
n3,1,0.009296,6.765036,[43 12] ; [6 8],[39.05797101 15.94202899] ; [9.94202899 4.05797101],0
r4,1,0.010351,6.57344,[273  12] ; [47  7],[269.02654867  15.97345133] ; [50.97345133  3.02654867],0
s3,1,0.016281,5.772267,[170 108] ; [23 30],[162.09667674 115.90332326] ; [30.90332326 22.09667674],0
d1,1,0.022232,5.227519,[189  96] ; [27 27],[181.59292035 103.40707965] ; [34.40707965 19.59292035],0
v2,1,0.02454,5.056074,[228  53] ; [35 17],[221.93093093  59.06906907] ; [41.06906907 10.93093093],0
p6,1,0.029496,4.738427,[116 162] ; [14 40],[108.85542169 169.14457831] ; [21.14457831 32.85542169],0
d3,1,0.042244,4.125386,[211  74] ; [32 21],[204.8964497  80.1035503] ; [38.1035503 14.8964497],0
a4,1,0.063245,3.450165,[139 145] ; [19 35],[132.75739645 151.24260355] ; [25.24260355 28.75739645],0
n4,1,0.076424,3.139362,[243  41] ; [41 13],[238.62721893  45.37278107] ; [45.37278107  8.62721893],0
s8,1,0.079716,3.070686,[154 128] ; [22 31],[148.15522388 133.84477612] ; [27.84477612 25.15522388],0
n6,1,0.127889,2.31794,[256  28] ; [44  9],[252.8189911  31.1810089] ; [47.1810089  5.8189911],0
n5,1,0.133591,2.25027,[235  49] ; [40 14],[231.06508876  52.93491124] ; [43.93491124 10.06508876],0
u3,1,0.14839,2.088719,[37 30] ; [12  4],[39.55421687 27.44578313] ; [9.44578313 6.55421687],0
s2,1,0.172474,1.861305,[159 123] ; [25 29],[154.42857143 127.57142857] ; [29.57142857 24.42857143],0
a2,1,0.207044,1.591978,[ 76 209] ; [10 44],[ 72.30088496 212.69911504] ; [13.69911504 40.30088496],0
a8,1,0.244029,1.35717,[ 37 216] ; [ 4 44],[ 34.46179402 218.53820598] ; [ 6.53820598 41.46179402],0
a1,1,0.251886,1.312815,[ 19 266] ; [ 6 48],[ 21.01769912 263.98230088] ; [ 3.98230088 50.01769912],0
a5,1,0.254997,1.295715,[221  64] ; [38 16],[217.74336283  67.25663717] ; [41.25663717 12.74336283],0
n1,1,0.287085,1.133242,[19 33] ; [ 3 11],[17.33333333 34.66666667] ; [4.66666667 9.33333333],0
