Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,41.992042,[29 64] ; [118  44],[53.61176471 39.38823529] ; [93.38823529 68.61176471],1
s2,1,0.0,41.936557,[34 59] ; [126  37],[58.125 34.875] ; [101.875  61.125],1
s3,1,3e-06,21.790287,[42 52] ; [119  42],[59.34901961 34.65098039] ; [101.65098039  59.34901961],1
s5,1,4.9e-05,16.470203,[25 65] ; [85 71],[40.24390244 49.75609756] ; [69.75609756 86.24390244],1
s6,1,5.6e-05,16.221917,[56 33] ; [138  24],[68.78884462 20.21115538] ; [125.21115538  36.78884462],1
a3,1,7e-05,15.82142,[58 36] ; [135  26],[71.14509804 22.85490196] ; [121.85490196  39.14509804],1
v3,1,0.002465,9.166179,[26 65] ; [77 83],[37.34262948 53.65737052] ; [65.65737052 94.34262948],0
p5,1,0.004952,7.896776,[10 84] ; [ 41 122],[18.6536965 75.3463035] ; [ 32.3463035 130.6536965],0
u3,1,0.007847,7.06802,[18 18] ; [23  5],[23.0625 12.9375] ; [17.9375 10.0625],0
n5,1,0.010872,6.486135,[70 24] ; [141  21],[77.4765625 16.5234375] ; [133.5234375  28.4765625],0
u2,1,0.014072,6.02914,[16 20] ; [21  7],[20.8125 15.1875] ; [16.1875 11.8125],0
n4,1,0.019256,5.478078,[75 19] ; [147  16],[81.19844358 12.80155642] ; [140.80155642  22.19844358],0
n6,1,0.020285,5.387184,[79 14] ; [151  10],[84.21259843  8.78740157] ; [145.78740157  15.21259843],0
p9,1,0.02279,5.184414,[81 13] ; [153   9],[85.921875  8.078125] ; [148.078125  13.921875],0
u1,1,0.034287,4.480356,[17 77] ; [ 49 114],[24.14007782 69.85992218] ; [ 41.85992218 121.14007782],0
d3,1,0.044922,4.021567,[63 31] ; [127  35],[69.765625 24.234375] ; [120.234375  41.765625],0
n1,1,0.047068,3.942948,[ 4 13] ; [16 14],[7.23404255 9.76595745] ; [12.76595745 17.23404255],0
p12,1,0.050979,3.808951,[ 7 86] ; [ 26 136],[12.03529412 80.96470588] ; [ 20.96470588 141.03529412],0
v4,1,0.052241,3.768033,[89  5] ; [161   2],[91.43968872  2.56031128] ; [158.56031128   4.43968872],0
d2,1,0.058119,3.590257,[46 48] ; [99 63],[53.2421875 40.7578125] ; [91.7578125 70.2421875],0
a5,1,0.072287,3.230311,[69 25] ; [135  28],[74.61478599 19.38521401] ; [129.38521401  33.61478599],0
u4,1,0.106388,2.607078,[ 1 93] ; [  8 155],[ 3.29182879 90.70817121] ; [  5.70817121 157.29182879],0
p3,1,0.120515,2.410615,[56 38] ; [112  50],[61.6875 32.3125] ; [106.3125  55.6875],0
p11,1,0.129985,2.292683,[81 13] ; [128  35],[76.44357977 17.55642023] ; [132.55642023  30.44357977],0
b4,1,0.143203,2.143204,[59 35] ; [87 76],[53.40077821 40.59922179] ; [92.59922179 70.40077821],0
s4,1,0.160851,1.966209,[14 76] ; [ 37 124],[18.28685259 71.71314741] ; [ 32.71314741 128.28685259],0
