Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.007357,7.183648,[ 10 258] ; [2 7],[ 11.6101083 256.3898917] ; [0.3898917 8.6101083],0
p7,1,0.037429,4.330788,[198  65] ; [4 5],[195.31617647  67.68382353] ; [6.68382353 2.31617647],0
p1,1,0.062123,3.479792,[ 33 238] ; [3 6],[ 34.84285714 236.15714286] ; [1.15714286 7.84285714],0
r1,1,0.070039,3.282118,[237  34] ; [6 3],[235.18928571  35.81071429] ; [7.81071429 1.18928571],0
d3,1,0.076886,3.129534,[195  77] ; [4 5],[192.62633452  79.37366548] ; [6.37366548 2.62633452],0
b1,1,0.079413,3.07688,[103 170] ; [6 3],[105.5212766 167.4787234] ; [3.4787234 5.5212766],0
b5,1,0.144153,2.133056,[145 128] ; [7 2],[147.14893617 125.85106383] ; [4.85106383 4.14893617],0
d5,1,0.151786,2.054208,[229  42] ; [6 3],[227.44642857  43.55357143] ; [7.55357143 1.44642857],0
a2,1,0.243097,1.362545,[ 79 194] ; [1 8],[ 77.44680851 195.55319149] ; [2.55319149 6.44680851],0
a4,1,0.309463,1.032967,[138 135] ; [3 6],[136.5 136.5] ; [4.5 4.5],0
s7,1,0.338904,0.914573,[173  88] ; [4 4],[171.73605948  89.26394052] ; [5.26394052 2.73605948],0
n1,1,0.350371,0.872112,[29 28] ; [3 1],[29.90163934 27.09836066] ; [2.09836066 1.90163934],0
p11,1,0.352181,0.865582,[217  56] ; [6 3],[215.88297872  57.11702128] ; [7.11702128 1.88297872],0
v2,1,0.352253,0.865325,[160 107] ; [4 5],[158.65217391 108.34782609] ; [5.34782609 3.65217391],0
b3,1,0.364031,0.82394,[75 88] ; [2 5],[73.82941176 89.17058824] ; [3.17058824 3.82941176],0
b2,1,0.364031,0.82394,[75 88] ; [2 5],[73.82941176 89.17058824] ; [3.17058824 3.82941176],0
d4,1,0.370017,0.803608,[238  33] ; [7 2],[237.125  33.875] ; [7.875 1.125],0
u1,1,0.387408,0.747061,[ 64 209] ; [1 8],[ 62.92553191 210.07446809] ; [2.07446809 6.92553191],0
p5,1,0.393627,0.72771,[ 58 213] ; [3 6],[ 59.03928571 211.96071429] ; [1.96071429 7.03928571],0
p8,1,0.394779,0.724171,[161 107] ; [6 2],[162.15942029 105.84057971] ; [4.84057971 3.15942029],0
p4,1,0.421226,0.646891,[183  85] ; [5 4],[181.89169675  86.10830325] ; [6.10830325 2.89169675],0
v3,1,0.45662,0.554166,[123 145] ; [3 6],[121.90613718 146.09386282] ; [4.09386282 4.90613718],0
p2,1,0.537379,0.380419,[231  40] ; [7 2],[230.35  40.65] ; [7.65 1.35],0
a5,1,0.548737,0.359585,[221  52] ; [8 1],[221.69148936  51.30851064] ; [7.30851064 1.69148936],0
d1,1,0.566943,0.327825,[177  96] ; [5 4],[176.19148936  96.80851064] ; [5.80851064 3.19148936],0
a1,1,0.594744,0.282996,[ 18 255] ; [1 8],[ 18.39361702 254.60638298] ; [0.60638298 8.39361702],0
a6,1,0.594932,0.282707,[174  97] ; [5 4],[173.24642857  97.75357143] ; [5.75357143 3.24642857],0
d2,1,0.607312,0.264108,[144 127] ; [4 5],[143.24285714 127.75714286] ; [4.75714286 4.24285714],0
s8,1,0.608661,0.262129,[160 111] ; [4 4],[159.29749104 111.70250896] ; [4.70250896 3.29749104],0
p6,1,0.636951,0.222752,[127 140] ; [5 4],[127.69565217 139.30434783] ; [4.30434783 4.69565217],0
u3,1,0.649389,0.206672,[40 21] ; [1 1],[39.6984127 21.3015873] ; [1.3015873 0.6984127],0
s3,1,0.671516,0.179834,[187  82] ; [5 3],[186.45487365  82.54512635] ; [5.54512635 2.45487365],0
v1,1,0.69581,0.152868,[168 103] ; [5 4],[167.43928571 103.56071429] ; [5.56071429 3.43928571],0
s2,1,0.701498,0.146919,[195  76] ; [7 2],[195.50714286  75.49285714] ; [6.49285714 2.50714286],0
b4,1,0.722837,0.12579,[166 107] ; [6 3],[166.5106383 106.4893617] ; [5.4893617 3.5106383],0
s4,1,0.811741,0.05673,[ 69 199] ; [2 7],[ 68.69314079 199.30685921] ; [2.30685921 6.69314079],0
p3,1,0.824037,0.049442,[160 110] ; [5 4],[159.67741935 110.32258065] ; [5.32258065 3.67741935],0
a7,1,0.869838,0.026852,[189  84] ; [6 3],[188.77659574  84.22340426] ; [6.22340426 2.77659574],0
p12,1,0.870498,0.026578,[ 35 235] ; [1 8],[ 34.83870968 235.16129032] ; [1.16129032 7.83870968],0
n3,1,0.904759,0.014317,[45 13] ; [3 1],[44.90322581 13.09677419] ; [3.09677419 0.90322581],0
u2,1,0.962993,0.002153,[31 29] ; [1 1],[30.96774194 29.03225806] ; [1.03225806 0.96774194],0
p10,1,0.969534,0.001459,[238  31] ; [8 1],[238.03597122  30.96402878] ; [7.96402878 1.03597122],0
a3,1,0.990721,0.000135,[212  60] ; [7 2],[211.98576512  60.01423488] ; [7.01423488 1.98576512],0
