Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,142.631471,[219  33] ; [22 80],[171.55932203  80.44067797] ; [69.44067797 32.55932203],1
p11,1,0.0,64.292883,[210  42] ; [42 61],[178.88450704  73.11549296] ; [73.11549296 29.88450704],1
p2,1,0.0,49.501933,[205  45] ; [46 57],[177.76203966  72.23796034] ; [73.23796034 29.76203966],1
r4,1,2e-06,23.05842,[213  39] ; [63 40],[195.92112676  56.07887324] ; [80.07887324 22.92112676],1
r3,1,2e-06,22.518579,[230  21] ; [73 28],[216.05965909  34.94034091] ; [86.94034091 14.05965909],1
p8,1,2e-06,22.19039,[116 133] ; [20 82],[ 96.47863248 152.52136752] ; [39.52136752 62.47863248],1
v4,1,1.6e-05,18.559732,[231  20] ; [75 25],[218.82051282  32.17948718] ; [87.17948718 12.82051282],1
n6,1,8.2e-05,15.504281,[201  51] ; [60 41],[186.32294618  65.67705382] ; [74.67705382 26.32294618],1
v1,1,0.000226,13.602977,[113 130] ; [26 77],[ 97.62138728 145.37861272] ; [41.37861272 61.62138728],1
s6,1,0.000387,12.594786,[117 134] ; [27 76],[102.10169492 148.89830508] ; [41.89830508 61.10169492],1
p3,1,0.000554,11.926111,[102 149] ; [22 81],[ 87.92090395 163.07909605] ; [36.07909605 66.92090395],1
p7,1,0.000703,11.482058,[128 120] ; [32 69],[113.69627507 134.30372493] ; [46.30372493 54.69627507],1
b1,1,0.001456,10.133236,[ 84 168] ; [53 50],[ 97.25070423 154.74929577] ; [39.74929577 63.25070423],0
s8,1,0.001719,9.827731,[ 58 193] ; [ 9 94],[ 47.50564972 203.49435028] ; [19.49435028 83.50564972],0
v2,1,0.002888,8.876929,[126 113] ; [35 65],[113.50737463 125.49262537] ; [47.49262537 52.50737463],0
n2,1,0.006247,7.477735,[45 14] ; [21 21],[38.55445545 20.44554455] ; [27.44554455 14.55445545],0
n5,1,0.008999,6.822954,[176  74] ; [57 45],[165.48295455  84.51704545] ; [67.51704545 34.48295455],0
d3,1,0.009074,6.808114,[167  85] ; [53 50],[156.16901408  95.83098592] ; [63.83098592 39.16901408],0
a5,1,0.009469,6.732097,[178  74] ; [58 45],[167.52676056  84.47323944] ; [68.47323944 34.52676056],0
