Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,84.207668,[234  54] ; [40 77],[194.84444444  93.15555556] ; [79.15555556 37.84444444],1
n6,1,0.0,30.34786,[251  38] ; [74 44],[230.77395577  58.22604423] ; [94.22604423 23.77395577],1
a5,1,1e-06,23.960356,[230  61] ; [65 53],[209.88997555  81.11002445] ; [85.11002445 32.88997555],1
p11,1,8.8e-05,15.380626,[230  61] ; [71 47],[214.15892421  76.84107579] ; [86.84107579 31.15892421],1
a8,1,0.000242,13.474958,[ 48 219] ; [  4 106],[ 36.82758621 230.17241379] ; [15.17241379 94.82758621],1
r4,1,0.000369,12.681705,[263  28] ; [91 27],[251.86797066  39.13202934] ; [102.13202934  15.86797066],1
a4,1,0.000589,11.810708,[132 158] ; [32 86],[116.56862745 173.43137255] ; [47.43137255 70.56862745],1
p4,1,0.001017,10.795996,[177 113] ; [51 67],[162.05882353 127.94117647] ; [65.94117647 52.05882353],0
a2,1,0.0017,9.848482,[ 82 209] ; [ 16 102],[ 69.72616137 221.27383863] ; [28.27383863 89.72616137],0
a3,1,0.003094,8.751371,[210  79] ; [68 50],[197.4004914  91.5995086] ; [80.5995086 37.4004914],0
u1,1,0.004346,8.133105,[ 65 226] ; [ 12 106],[ 54.78484108 236.21515892] ; [22.21515892 95.78484108],0
s7,1,0.005118,7.837199,[125 152] ; [34 80],[112.64194373 164.35805627] ; [46.35805627 67.64194373],0
p10,1,0.005213,7.804156,[234  55] ; [79 37],[223.35061728  65.64938272] ; [89.64938272 26.35061728],0
r1,1,0.006108,7.518165,[236  53] ; [81 36],[225.64778325  63.35221675] ; [91.35221675 25.64778325],0
r2,1,0.009386,6.747819,[268  15] ; [102  15],[261.775  21.225] ; [108.225   8.775],0
v1,1,0.010224,6.595493,[133 148] ; [39 78],[121.43718593 159.56281407] ; [50.56281407 66.43718593],0
d5,1,0.010843,6.490805,[248  43] ; [88 30],[239.06112469  51.93887531] ; [96.93887531 21.06112469],0
p9,1,0.013403,6.115061,[241  46] ; [85 31],[232.16377171  54.83622829] ; [93.83622829 22.16377171],0
p3,1,0.01366,6.081545,[138 152] ; [40 77],[126.83046683 163.16953317] ; [51.16953317 65.83046683],0
d2,1,0.016244,5.776299,[139 152] ; [41 77],[128.06845966 162.93154034] ; [51.93154034 66.06845966],0
p7,1,0.021655,5.273326,[179 107] ; [56 56],[168.86934673 117.13065327] ; [66.13065327 45.86934673],0
s6,1,0.024542,5.055885,[195  93] ; [66 52],[185.14285714 102.85714286] ; [75.85714286 42.14285714],0
p5,1,0.03438,4.475697,[ 28 262] ; [  4 113],[ 22.8009828 267.1990172] ; [  9.1990172 107.8009828],0
p6,1,0.035482,4.421812,[109 180] ; [31 85],[ 99.90123457 189.09876543] ; [40.09876543 75.90123457],0
s3,1,0.042948,4.097431,[161 129] ; [52 65],[151.76904177 138.23095823] ; [61.23095823 55.76904177],0
a1,1,0.053342,3.733164,[ 14 277] ; [  1 117],[ 10.67237164 280.32762836] ; [  4.32762836 113.67237164],0
s8,1,0.060981,3.510508,[112 178] ; [34 84],[103.7745098 186.2254902] ; [42.2254902 75.7745098],0
d1,1,0.062211,3.477448,[170 121] ; [57 61],[161.50855746 129.49144254] ; [65.49144254 52.50855746],0
n1,1,0.100168,2.702874,[29 35] ; [12 29],[24.99047619 39.00952381] ; [16.00952381 24.99047619],0
a6,1,0.10094,2.690625,[227  64] ; [83 35],[220.56234719  70.43765281] ; [89.43765281 28.56234719],0
s4,1,0.105618,2.618595,[ 50 235] ; [29 89],[ 55.86848635 229.13151365] ; [23.13151365 94.86848635],0
n2,1,0.123559,2.371622,[49 15] ; [25 15],[45.53846154 18.46153846] ; [28.46153846 11.53846154],0
p2,1,0.134143,2.243889,[245  46] ; [92 26],[239.77261614  51.22738386] ; [97.22738386 20.77261614],0
p12,1,0.137964,2.200525,[ 14 275] ; [  2 116],[ 11.36117936 277.63882064] ; [  4.63882064 113.36117936],0
