Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,150.643178,[664  35] ; [14 22],[644.79183673  54.20816327] ; [33.20816327  2.79183673],1
v4,1,0.0,68.023144,[675  23] ; [24 12],[664.71662125  33.28337875] ; [34.28337875  1.71662125],1
r1,1,0.0,49.324371,[589 107] ; [14 22],[573.3442623 122.6557377] ; [29.6557377  6.3442623],1
d1,1,0.000235,13.527208,[494 205] ; [15 21],[484.06938776 214.93061224] ; [24.93061224 11.06938776],1
a4,1,0.001363,10.254573,[346 352] ; [ 8 28],[336.63760218 361.36239782] ; [17.36239782 18.63760218],0
n6,1,0.002887,8.877377,[588 106] ; [23 12],[581.66529492 112.33470508] ; [29.33470508  5.66529492],0
a5,1,0.003389,8.585298,[538 161] ; [20 16],[530.66938776 168.33061224] ; [27.33061224  8.66938776],0
a2,1,0.003971,8.297049,[190 509] ; [ 2 34],[182.59591837 516.40408163] ; [ 9.40408163 26.59591837],0
a6,1,0.004452,8.089709,[487 211] ; [17 19],[479.28065395 218.71934605] ; [24.71934605 11.28065395],0
d5,1,0.005124,7.835088,[616  83] ; [26 10],[610.55510204  88.44489796] ; [31.44489796  4.55510204],0
u1,1,0.007422,7.168002,[148 551] ; [ 1 35],[141.70204082 557.29795918] ; [ 7.29795918 28.70204082],0
s3,1,0.015951,5.808317,[399 291] ; [13 22],[392.11034483 297.88965517] ; [19.88965517 15.11034483],0
n5,1,0.018976,5.503697,[509 184] ; [20 16],[502.87654321 190.12345679] ; [26.12345679  9.87654321],0
d3,1,0.024408,5.065411,[541 158] ; [22 14],[535.4244898 163.5755102] ; [27.5755102  8.4244898],0
a7,1,0.026636,4.914256,[523 175] ; [21 15],[517.31880109 180.68119891] ; [26.68119891  9.31880109],0
p3,1,0.029444,4.741472,[350 346] ; [11 24],[343.71545828 352.28454172] ; [17.28454172 17.71545828],0
p9,1,0.030659,4.671928,[585 103] ; [25 10],[580.47026279 107.52973721] ; [29.52973721  5.47026279],0
d2,1,0.033567,4.516643,[378 319] ; [13 23],[371.79672578 325.20327422] ; [19.20327422 16.79672578],0
s1,1,0.04572,3.991865,[ 18 672] ; [ 3 33],[ 19.95867769 670.04132231] ; [ 1.04132231 34.95867769],0
v1,1,0.047751,3.918717,[379 301] ; [14 22],[373.24022346 306.75977654] ; [19.75977654 16.24022346],0
p2,1,0.064443,3.419189,[582 111] ; [26 10],[577.97530864 115.02469136] ; [30.02469136  5.97530864],0
s7,1,0.074304,3.185281,[339 332] ; [11 21],[334.06827881 336.93172119] ; [15.93172119 16.06827881],0
p6,1,0.075682,3.155272,[258 426] ; [ 8 27],[253.05146036 430.94853964] ; [12.94853964 22.05146036],0
u3,1,0.0847,2.972323,[109  65] ; [5 8],[106.07486631  67.92513369] ; [7.92513369 5.07486631],0
s6,1,0.096073,2.769551,[470 213] ; [20 16],[465.4659249 217.5340751] ; [24.5340751 11.4659249],0
p7,1,0.097672,2.743153,[433 247] ; [18 18],[428.32402235 251.67597765] ; [22.67597765 13.32402235],0
a1,1,0.111084,2.538728,[ 35 664] ; [ 4 32],[ 37.08979592 661.91020408] ; [ 1.91020408 34.08979592],0
a3,1,0.130406,2.287663,[523 173] ; [23 13],[519.14754098 176.85245902] ; [26.85245902  9.14754098],0
s8,1,0.1397,2.181259,[319 376] ; [12 24],[314.69904241 380.30095759] ; [16.30095759 19.69904241],0
n4,1,0.151921,2.05286,[537 160] ; [24 12],[533.44747613 163.55252387] ; [27.55252387  8.44747613],0
s5,1,0.181589,1.78457,[240 428] ; [ 9 27],[236.26704545 431.73295455] ; [12.73295455 23.26704545],0
