Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.048026,[ 91 163] ; [41 19],[106.77707006 147.22292994] ; [25.22292994 34.77707006],1
s6,1,0.000138,14.525731,[124 130] ; [45 14],[137.14376997 116.85623003] ; [31.85623003 27.14376997],1
s5,1,0.000319,12.954357,[ 58 191] ; [26 29],[ 68.80263158 180.19736842] ; [15.19736842 39.80263158],1
s3,1,0.007996,7.03434,[121 133] ; [40 20],[130.23566879 123.76433121] ; [30.76433121 29.23566879],0
a8,1,0.009184,6.786788,[ 34 207] ; [ 1 56],[ 28.30536913 212.69463087] ; [ 6.69463087 50.30536913],0
s8,1,0.046055,3.979566,[ 65 190] ; [23 37],[ 71.23809524 183.76190476] ; [16.76190476 43.23809524],0
b5,1,0.050907,3.811344,[153 103] ; [44 16],[159.59493671  96.40506329] ; [37.40506329 22.59493671],0
b3,1,0.054482,3.69787,[63 97] ; [ 6 23],[ 58.41269841 101.58730159] ; [10.58730159 18.41269841],0
b2,1,0.054482,3.69787,[63 97] ; [ 6 23],[ 58.41269841 101.58730159] ; [10.58730159 18.41269841],0
n4,1,0.092557,2.829329,[173  81] ; [34 26],[167.44585987  86.55414013] ; [39.55414013 20.44585987],0
b1,1,0.114164,2.495609,[114 142] ; [20 40],[108.55696203 147.44303797] ; [25.44303797 34.55696203],0
s7,1,0.11428,2.494008,[ 80 164] ; [25 32],[ 85.11627907 158.88372093] ; [19.88372093 37.11627907],0
d3,1,0.117313,2.452838,[149 106] ; [41 18],[154.29936306 100.70063694] ; [35.70063694 23.29936306],0
v4,1,0.148668,2.085867,[213  40] ; [54  5],[216.50961538  36.49038462] ; [50.49038462  8.50961538],0
p1,1,0.151291,2.05919,[ 13 242] ; [ 6 54],[ 15.38095238 239.61904762] ; [ 3.61904762 56.38095238],0
u3,1,0.163078,1.945448,[42 46] ; [13  7],[44.81481481 43.18518519] ; [10.18518519  9.81481481],0
a7,1,0.163181,1.9445,[162  94] ; [43 16],[166.6031746  89.3968254] ; [38.3968254 20.6031746],0
p11,1,0.173036,1.856444,[165  91] ; [33 27],[160.40506329  95.59493671] ; [37.59493671 22.40506329],0
n1,1,0.206304,1.597178,[34 58] ; [ 5 17],[31.47368421 60.52631579] ; [ 7.52631579 14.47368421],0
p2,1,0.273401,1.199601,[180  75] ; [38 22],[176.47619048  78.52380952] ; [41.52380952 18.47619048],0
r2,1,0.276379,1.184808,[216  35] ; [53  5],[218.50809061  32.49190939] ; [50.49190939  7.50809061],0
p7,1,0.323995,0.972753,[103 149] ; [20 39],[ 99.66559486 152.33440514] ; [23.33440514 35.66559486],0
r4,1,0.349884,0.873877,[190  66] ; [48 12],[192.81012658  63.18987342] ; [45.18987342 14.81012658],0
u2,1,0.368397,0.809064,[44 42] ; [ 8 12],[42.18867925 43.81132075] ; [ 9.81132075 10.18867925],0
