Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000161,14.24463,[8 5] ; [ 2 26],[3.17073171 9.82926829] ; [ 6.82926829 21.17073171],1
p3,1,0.000987,10.852352,[7 6] ; [ 2 25],[ 2.925 10.075] ; [ 6.075 20.925],1
p6,1,0.003356,8.603105,[6 7] ; [ 2 26],[ 2.53658537 10.46341463] ; [ 5.46341463 22.53658537],0
p2,1,0.006891,7.301045,[12  1] ; [13 14],[8.125 4.875] ; [16.875 10.125],0
p11,1,0.045211,4.010752,[9 4] ; [10 18],[6.02439024 6.97560976] ; [12.97560976 15.02439024],0
u1,1,0.050148,3.83652,[ 3 10] ; [ 1 27],[ 1.26829268 11.73170732] ; [ 2.73170732 25.26829268],0
p5,1,0.052612,3.756215,[4 9] ; [ 2 25],[ 1.95 11.05] ; [ 4.05 22.95],0
p9,1,0.06211,3.480129,[9 3] ; [12 16],[6.3 5.7] ; [14.7 13.3],0
r2,1,0.065541,3.391304,[5 8] ; [18  8],[7.66666667 5.33333333] ; [15.33333333 10.66666667],0
p7,1,0.098479,2.73,[7 6] ; [ 7 19],[4.66666667 8.33333333] ; [ 9.33333333 16.66666667],0
n6,1,0.107102,2.596467,[10  3] ; [13 13],[7.66666667 5.33333333] ; [15.33333333 10.66666667],0
d3,1,0.153763,2.034512,[10  3] ; [15 13],[7.92682927 5.07317073] ; [17.07317073 10.92682927],0
a5,1,0.153763,2.034512,[10  3] ; [15 13],[7.92682927 5.07317073] ; [17.07317073 10.92682927],0
s7,1,0.166439,1.914725,[6 4] ; [ 9 17],[4.16666667 5.83333333] ; [10.83333333 15.16666667],0
s3,1,0.166977,1.909874,[3 8] ; [14 13],[4.92105263 6.07894737] ; [12.07894737 14.92105263],0
s8,1,0.282759,1.153781,[4 8] ; [ 5 23],[2.7 9.3] ; [ 6.3 21.7],0
p10,1,0.285049,1.142857,[9 3] ; [16 12],[7.5 4.5] ; [17.5 10.5],0
n5,1,0.29769,1.084516,[9 4] ; [14 13],[7.475 5.525] ; [15.525 11.475],0
a6,1,0.367749,0.811257,[5 8] ; [15 13],[6.34146341 6.65853659] ; [13.65853659 14.34146341],0
s2,1,0.383281,0.760151,[2 9] ; [ 9 19],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
n3,1,0.389505,0.740488,[2 5] ; [ 9 10],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
p1,1,0.407885,0.684957,[ 2 11] ; [ 2 26],[ 1.26829268 11.73170732] ; [ 2.73170732 25.26829268],0
s5,1,0.425556,0.634921,[4 8] ; [ 6 22],[3. 9.] ; [ 7. 21.],0
u3,1,0.438578,0.6,[1 4] ; [4 6],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
n2,1,0.446443,0.579667,[5 2] ; [11  9],[4.14814815 2.85185185] ; [11.85185185  8.14814815],0
a2,1,0.486335,0.484625,[ 3 10] ; [ 4 24],[ 2.2195122 10.7804878] ; [ 4.7804878 23.2195122],0
d1,1,0.490541,0.47534,[5 8] ; [14 14],[6.02439024 6.97560976] ; [12.97560976 15.02439024],0
v4,1,0.503083,0.448427,[6 6] ; [16 10],[6.94736842 5.05263158] ; [15.05263158 10.94736842],0
n4,1,0.52369,0.406621,[7 6] ; [18 10],[7.92682927 5.07317073] ; [17.07317073 10.92682927],0
u2,1,0.576999,0.311111,[2 3] ; [5 4],[2.5 2.5] ; [4.5 4.5],0
d2,1,0.581452,0.303894,[6 7] ; [10 17],[5.2 7.8] ; [10.8 16.2],0
n1,1,0.589951,0.29042,[2 5] ; [ 8 12],[2.59259259 4.40740741] ; [ 7.40740741 12.59259259],0
v1,1,0.598312,0.27755,[4 9] ; [11 17],[4.75609756 8.24390244] ; [10.24390244 17.75609756],0
b5,1,0.632406,0.228812,[8 5] ; [15 13],[7.29268293 5.70731707] ; [15.70731707 12.29268293],0
b1,1,0.658373,0.195506,[7 6] ; [13 15],[6.34146341 6.65853659] ; [13.65853659 14.34146341],0
a4,1,0.658373,0.195506,[7 6] ; [13 15],[6.34146341 6.65853659] ; [13.65853659 14.34146341],0
s4,1,0.670648,0.180846,[ 2 11] ; [ 3 25],[ 1.58536585 11.41463415] ; [ 3.41463415 24.58536585],0
d5,1,0.711755,0.13653,[10  3] ; [20  8],[9.51219512 3.48780488] ; [20.48780488  7.51219512],0
b4,1,0.711755,0.13653,[10  3] ; [20  8],[9.51219512 3.48780488] ; [20.48780488  7.51219512],0
d4,1,0.73568,0.11396,[10  3] ; [22  5],[10.4  2.6] ; [21.6  5.4],0
a7,1,0.745657,0.105216,[7 6] ; [16 11],[7.475 5.525] ; [15.525 11.475],0
a3,1,0.750112,0.101437,[8 5] ; [18  9],[8.45 4.55] ; [17.55  9.45],0
v2,1,0.819382,0.052139,[6 7] ; [11 15],[5.66666667 7.33333333] ; [11.33333333 14.66666667],0
b2,1,0.861052,0.030637,[3 7] ; [ 5 10],[3.2 6.8] ; [ 4.8 10.2],0
b3,1,0.861052,0.030637,[3 7] ; [ 5 10],[3.2 6.8] ; [ 4.8 10.2],0
v3,1,0.885558,0.020715,[4 9] ; [ 8 20],[3.80487805 9.19512195] ; [ 8.19512195 19.80487805],0
s6,1,0.887981,0.019841,[5 7] ; [11 17],[4.8 7.2] ; [11.2 16.8],0
r3,1,1.0,0.0,[6 6] ; [13 13],[6. 6.] ; [13. 13.],0
