Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.4e-05,18.823714,[25  8] ; [28 60],[14.45454545 18.54545455] ; [38.54545455 49.45454545],1
p3,1,2.2e-05,18.005952,[22 11] ; [22 66],[12. 21.] ; [32. 56.],1
p7,1,0.000311,13.00437,[25  7] ; [36 52],[16.26666667 15.73333333] ; [44.73333333 43.26666667],1
p1,1,0.000312,12.997543,[ 7 25] ; [ 2 86],[ 2.4 29.6] ; [ 6.6 81.4],1
a2,1,0.001496,10.083333,[12 21] ; [10 78],[ 6. 27.] ; [16. 72.],0
u1,1,0.018944,5.506675,[ 9 24] ; [ 9 79],[ 4.90909091 28.09090909] ; [13.09090909 74.90909091],0
s8,1,0.037718,4.317696,[16 17] ; [25 63],[11.18181818 21.81818182] ; [29.81818182 58.18181818],0
v1,1,0.039402,4.243445,[20 12] ; [35 50],[15.04273504 16.95726496] ; [39.95726496 45.04273504],0
b1,1,0.045876,3.98616,[17 16] ; [28 60],[12.27272727 20.72727273] ; [32.72727273 55.27272727],0
a4,1,0.061047,3.508708,[17 16] ; [29 59],[12.54545455 20.45454545] ; [33.45454545 54.54545455],0
n4,1,0.06147,3.497272,[19 14] ; [34 54],[14.45454545 18.54545455] ; [38.54545455 49.45454545],0
b5,1,0.071143,3.256445,[25  8] ; [51 37],[20.72727273 12.27272727] ; [55.27272727 32.72727273],0
s7,1,0.083155,3.002133,[15 16] ; [27 60],[11.03389831 19.96610169] ; [30.96610169 56.03389831],0
s5,1,0.084097,2.983896,[13 18] ; [21 62],[ 9.24561404 21.75438596] ; [24.75438596 58.24561404],0
s2,1,0.090821,2.859769,[18 15] ; [33 55],[13.90909091 19.09090909] ; [37.09090909 50.90909091],0
r4,1,0.095174,2.78461,[31  2] ; [72 16],[28.09090909  4.90909091] ; [74.90909091 13.09090909],0
a6,1,0.112239,2.52241,[26  7] ; [56 32],[22.36363636 10.63636364] ; [59.63636364 28.36363636],0
d2,1,0.12704,2.328308,[19 14] ; [37 51],[15.27272727 17.72727273] ; [40.72727273 47.27272727],0
p10,1,0.1281,2.315386,[25  8] ; [53 34],[21.45 11.55] ; [56.55 30.45],0
d3,1,0.132558,2.262286,[28  5] ; [63 25],[24.81818182  8.18181818] ; [66.18181818 21.81818182],0
p12,1,0.140138,2.176444,[ 4 29] ; [ 4 83],[ 2.2 30.8] ; [ 5.8 81.2],0
n6,1,0.164384,1.933423,[25  7] ; [57 31],[21.86666667 10.13333333] ; [60.13333333 27.86666667],0
u3,1,0.167219,1.9077,[7 3] ; [12 15],[5.13513514 4.86486486] ; [13.86486486 13.13513514],0
u2,1,0.167219,1.9077,[7 3] ; [12 15],[5.13513514 4.86486486] ; [13.86486486 13.13513514],0
p2,1,0.169131,1.890625,[27  6] ; [61 27],[24.  9.] ; [64. 24.],0
s4,1,0.208938,1.578769,[ 9 24] ; [15 73],[ 6.54545455 26.45454545] ; [17.45454545 70.54545455],0
d5,1,0.22091,1.498452,[30  3] ; [72 16],[27.81818182  5.18181818] ; [74.18181818 13.81818182],0
p8,1,0.242608,1.365378,[16 17] ; [32 55],[13.2 19.8] ; [34.8 52.2],0
p9,1,0.270975,1.211804,[26  7] ; [59 27],[23.57142857  9.42857143] ; [61.42857143 24.57142857],0
b4,1,0.284451,1.1457,[23 10] ; [52 36],[20.45454545 12.54545455] ; [54.54545455 33.45454545],0
s6,1,0.305699,1.049167,[21 11] ; [48 39],[18.55462185 13.44537815] ; [50.44537815 36.55462185],0
v4,1,0.375659,0.78486,[31  2] ; [77 10],[29.7  3.3] ; [78.3  8.7],0
d1,1,0.446377,0.579835,[22 11] ; [52 36],[20.18181818 12.81818182] ; [53.81818182 34.18181818],0
a5,1,0.486586,0.484067,[25  8] ; [61 27],[23.45454545  9.54545455] ; [62.54545455 25.45454545],0
r2,1,0.534423,0.385975,[32  1] ; [81  5],[31.33613445  1.66386555] ; [81.66386555  4.33613445],0
a7,1,0.576392,0.312103,[26  7] ; [65 23],[24.81818182  8.18181818] ; [66.18181818 21.81818182],0
v3,1,0.610265,0.259789,[14 18] ; [32 51],[12.8 19.2] ; [33.2 49.8],0
n1,1,0.632142,0.229167,[3 6] ; [ 6 18],[2.45454545 6.54545455] ; [ 6.54545455 17.45454545],0
p5,1,0.709197,0.13908,[ 1 32] ; [ 4 84],[ 1.36363636 31.63636364] ; [ 3.63636364 84.36363636],0
r1,1,0.72589,0.122919,[26  7] ; [71 16],[26.675  6.325] ; [70.325 16.675],0
