Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.3e-05,19.064,[5 4] ; [250  16],[8.34545455 0.65454545] ; [246.65454545  19.34545455],1
p9,1,5e-05,16.446139,[4 4] ; [243  21],[7.26470588 0.73529412] ; [239.73529412  24.26470588],1
p2,1,5.9e-05,16.138567,[3 6] ; [225  41],[7.46181818 1.53818182] ; [220.53818182  45.46181818],1
r1,1,8.9e-05,15.365298,[4 5] ; [236  30],[7.85454545 1.14545455] ; [232.14545455  33.85454545],1
n4,1,9.2e-05,15.286257,[4 5] ; [235  30],[7.85036496 1.14963504] ; [231.14963504  33.85036496],1
n5,1,0.000103,15.080469,[3 6] ; [222  43],[7.39051095 1.60948905] ; [217.60948905  47.39051095],1
s8,1,0.000703,11.482082,[2 7] ; [194  69],[6.48529412 2.51470588] ; [189.51470588  73.48529412],1
r2,1,0.00177,9.773754,[7 1] ; [261   2],[7.91143911 0.08856089] ; [260.08856089   2.91143911],0
s2,1,0.001793,9.750018,[3 6] ; [207  58],[6.89781022 2.10218978] ; [203.10218978  61.89781022],0
p10,1,0.006961,7.282983,[5 4] ; [231  34],[7.75182482 1.24817518] ; [228.24817518  36.75182482],0
p8,1,0.011573,6.375203,[1 7] ; [150 111],[4.49070632 3.50929368] ; [146.50929368 114.49070632],0
p4,1,0.012271,6.271252,[3 6] ; [190  74],[6.36263736 2.63736264] ; [186.63736264  77.36263736],0
n6,1,0.01693,5.703613,[6 3] ; [239  24],[8.10661765 0.89338235] ; [236.89338235  26.10661765],0
d4,1,0.035199,4.435485,[8 1] ; [259   4],[8.83455882 0.16544118] ; [258.16544118   4.83455882],0
d5,1,0.035199,4.435485,[8 1] ; [259   4],[8.83455882 0.16544118] ; [258.16544118   4.83455882],0
s6,1,0.058722,3.57311,[5 3] ; [227  36],[6.84870849 1.15129151] ; [225.15129151  37.84870849],0
a5,1,0.059299,3.556883,[6 3] ; [234  32],[7.85454545 1.14545455] ; [232.14545455  33.85454545],0
b4,1,0.068958,3.307645,[8 1] ; [156 110],[5.36727273 3.63272727] ; [158.63272727 107.36727273],0
b1,1,0.091866,2.84136,[6 3] ; [103 163],[3.56727273 5.43272727] ; [105.43272727 160.56727273],0
p3,1,0.09578,2.774448,[3 6] ; [161 103],[5.40659341 3.59340659] ; [158.59340659 105.40659341],0
p7,1,0.110733,2.543722,[4 5] ; [178  78],[6.18113208 2.81886792] ; [175.81886792  80.18113208],0
v2,1,0.115791,2.473349,[8 1] ; [164  95],[5.7761194 3.2238806] ; [166.2238806  92.7761194],0
u1,1,0.127796,2.319075,[1 8] ; [ 95 171],[3.14181818 5.85818182] ; [ 92.85818182 173.14181818],0
r3,1,0.179004,1.805876,[8 1] ; [258   8],[8.70545455 0.29454545] ; [257.29454545   8.70545455],0
a8,1,0.199819,1.643699,[3 6] ; [ 39 193],[1.56846473 7.43153527] ; [ 40.43153527 191.56846473],0
v1,1,0.203723,1.615479,[3 5] ; [154 103],[4.73962264 3.26037736] ; [152.26037736 104.73962264],0
a2,1,0.259366,1.272139,[2 7] ; [109 157],[3.63272727 5.36727273] ; [107.36727273 158.63272727],0
d3,1,0.296062,1.091847,[7 2] ; [235  29],[7.97802198 1.02197802] ; [234.02197802  29.97802198],0
a6,1,0.300675,1.071196,[5 4] ; [188  75],[6.38602941 2.61397059] ; [186.61397059  76.38602941],0
b5,1,0.309133,1.034376,[4 5] ; [163 103],[5.46545455 3.53454545] ; [161.53454545 104.46545455],0
p6,1,0.353597,0.860507,[3 6] ; [129 134],[4.36764706 4.63235294] ; [127.63235294 135.36764706],0
s4,1,0.367305,0.812761,[3 6] ; [ 55 209],[1.91208791 7.08791209] ; [ 56.08791209 207.91208791],0
d2,1,0.386263,0.750673,[8 1] ; [202  62],[6.92307692 2.07692308] ; [203.07692308  60.92307692],0
s3,1,0.406784,0.688179,[6 3] ; [206  57],[7.01470588 1.98529412] ; [204.98529412  58.01470588],0
v3,1,0.507147,0.439949,[3 5] ; [125 128],[3.92337165 4.07662835] ; [124.07662835 128.92337165],0
n1,1,0.531143,0.392204,[2 1] ; [25 27],[1.47272727 1.52727273] ; [25.52727273 26.47272727],0
a7,1,0.561961,0.33632,[6 3] ; [200  66],[6.74181818 2.25818182] ; [199.25818182  66.74181818],0
a4,1,0.631583,0.229921,[5 4] ; [168  97],[5.68248175 3.31751825] ; [167.31751825  97.68248175],0
n2,1,0.684319,0.165305,[2 1] ; [40 12],[2.29090909 0.70909091] ; [39.70909091 12.29090909],0
b3,1,0.779641,0.07828,[3 5] ; [ 82 111],[3.38308458 4.61691542] ; [ 81.61691542 111.38308458],0
b2,1,0.779641,0.07828,[3 5] ; [ 82 111],[3.38308458 4.61691542] ; [ 81.61691542 111.38308458],0
p11,1,0.842607,0.039426,[7 2] ; [214  52],[7.23272727 1.76727273] ; [213.76727273  52.23272727],0
s5,1,0.868648,0.027349,[4 4] ; [119 134],[3.77011494 4.22988506] ; [119.22988506 133.77011494],0
p1,1,0.987357,0.000251,[1 8] ; [ 29 236],[0.98540146 8.01459854] ; [ 29.01459854 235.98540146],0
