Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00157,9.994139,[7 3] ; [78  3],[9.34065934 0.65934066] ; [75.65934066  5.34065934],0
b2,1,0.659081,0.194642,[4 3] ; [29 31],[3.44776119 3.55223881] ; [29.55223881 30.44776119],0
b3,1,0.659081,0.194642,[4 3] ; [29 31],[3.44776119 3.55223881] ; [29.55223881 30.44776119],0
v2,1,0.675912,0.174765,[5 5] ; [45 34],[5.61797753 4.38202247] ; [44.38202247 34.61797753],0
p4,1,0.680848,0.169173,[8 2] ; [68 12],[8.44444444 1.55555556] ; [67.55555556 12.44444444],0
p11,1,0.691236,0.15775,[9 1] ; [70 12],[8.58695652 1.41304348] ; [70.41304348 11.58695652],0
b1,1,0.714177,0.134141,[5 5] ; [36 46],[4.45652174 5.54347826] ; [36.54347826 45.45652174],0
p3,1,0.715528,0.132818,[7 3] ; [61 20],[7.47252747 2.52747253] ; [60.52747253 20.47252747],0
a3,1,0.765329,0.089096,[7 3] ; [61 21],[7.39130435 2.60869565] ; [60.60869565 21.39130435],0
p9,1,0.771606,0.084259,[9 1] ; [75  6],[9.23076923 0.76923077] ; [74.76923077  6.23076923],0
b5,1,0.826716,0.047924,[5 5] ; [38 44],[4.67391304 5.32608696] ; [38.32608696 43.67391304],0
d4,1,0.83143,0.045313,[8 2] ; [67 14],[8.24175824 1.75824176] ; [66.75824176 14.24175824],0
u2,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
u3,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
s5,1,0.901166,0.015423,[6 4] ; [49 30],[6.17977528 3.82022472] ; [48.82022472 30.17977528],0
p10,1,0.915588,0.011235,[9 1] ; [72  9],[8.9010989 1.0989011] ; [72.0989011  8.9010989],0
a1,1,0.925445,0.008757,[1 9] ; [ 9 73],[1.08695652 8.91304348] ; [ 8.91304348 73.08695652],0
b4,1,0.95241,0.003562,[6 4] ; [50 32],[6.08695652 3.91304348] ; [49.91304348 32.08695652],0
a6,1,0.964114,0.002024,[6 4] ; [48 33],[5.93406593 4.06593407] ; [48.06593407 32.93406593],0
s6,1,0.969807,0.001433,[8 2] ; [62 16],[7.95454545 2.04545455] ; [62.04545455 15.95454545],0
