Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.129155,2.302632,[1 1] ; [ 2 17],[0.28571429 1.71428571] ; [ 2.71428571 16.28571429],0
d4,1,0.288767,1.125359,[1 1] ; [18  4],[1.58333333 0.41666667] ; [17.41666667  4.58333333],0
p11,1,0.288767,1.125359,[1 1] ; [18  4],[1.58333333 0.41666667] ; [17.41666667  4.58333333],0
p2,1,0.420246,0.649627,[1 1] ; [16  5],[1.47826087 0.52173913] ; [15.52173913  5.47826087],0
a5,1,0.498389,0.458365,[1 1] ; [16  6],[1.41666667 0.58333333] ; [15.58333333  6.41666667],0
d5,1,0.601508,0.272727,[1 1] ; [15  7],[1.33333333 0.66666667] ; [14.66666667  7.33333333],0
b2,1,0.64315,0.214646,[1 1] ; [ 5 10],[0.70588235 1.29411765] ; [5.29411765 9.70588235],0
b3,1,0.64315,0.214646,[1 1] ; [ 5 10],[0.70588235 1.29411765] ; [5.29411765 9.70588235],0
u3,1,0.746886,0.104167,[1 1] ; [3 5],[0.8 1.2] ; [3.2 4.8],0
a4,1,0.802839,0.062338,[1 1] ; [ 9 13],[0.83333333 1.16666667] ; [ 9.16666667 12.83333333],0
v2,1,0.84562,0.037912,[1 1] ; [ 9 12],[0.86956522 1.13043478] ; [ 9.13043478 11.86956522],0
a6,1,0.901694,0.015257,[1 1] ; [10 12],[0.91666667 1.08333333] ; [10.08333333 11.91666667],0
d1,1,0.901694,0.015257,[1 1] ; [12 10],[1.08333333 0.91666667] ; [11.91666667 10.08333333],0
b1,1,1.0,0.0,[1 1] ; [11 11],[1. 1.] ; [11. 11.],0
u2,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
