Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,96.482138,[ 54 230] ; [223 171],[116.02949853 167.97050147] ; [160.97050147 233.02949853],1
v1,1,0.0,46.934785,[114 170] ; [265 133],[157.82404692 126.17595308] ; [221.17595308 176.82404692],1
d4,1,0.001023,10.785326,[246  44] ; [376  30],[259.16666667  30.83333333] ; [362.83333333  43.16666667],0
p9,1,0.002,9.549262,[225  60] ; [350  49],[239.58333333  45.41666667] ; [335.41666667  63.58333333],0
p7,1,0.004803,7.952156,[166 118] ; [271 122],[183.32053176 100.67946824] ; [253.67946824 139.32053176],0
p10,1,0.00572,7.636402,[220  67] ; [339  60],[233.86734694  53.13265306] ; [325.13265306  73.86734694],0
d1,1,0.006471,7.414196,[189 101] ; [304 103],[205.12195122  84.87804878] ; [287.87804878 119.12195122],0
r1,1,0.008497,6.925568,[223  65] ; [346  60],[236.12680115  51.87319885] ; [332.87319885  73.12680115],0
a3,1,0.009271,6.76993,[202  87] ; [319  87],[216.64604317  72.35395683] ; [304.35395683 101.64604317],0
a5,1,0.014133,6.021404,[210  80] ; [327  80],[223.42898135  66.57101865] ; [313.57101865  93.42898135],0
u1,1,0.026544,4.920231,[ 49 241] ; [ 97 310],[ 60.74605452 229.25394548] ; [ 85.25394548 321.74605452],0
s7,1,0.028798,4.779619,[126 150] ; [210 177],[139.87330317 136.12669683] ; [196.12669683 190.87330317],0
s8,1,0.029773,4.722377,[120 169] ; [201 202],[134.05924855 154.94075145] ; [186.94075145 216.05924855],0
b1,1,0.029773,4.722329,[121 169] ; [137 270],[107.34576758 182.65423242] ; [150.65423242 256.34576758],0
p3,1,0.030077,4.704913,[136 152] ; [224 179],[150.04341534 137.95658466] ; [209.95658466 193.04341534],0
r3,1,0.037894,4.30976,[270  19] ; [391  13],[275.65512266  13.34487734] ; [385.34487734  18.65512266],0
p12,1,0.047506,3.927383,[ 15 274] ; [ 37 364],[ 21.77971014 267.22028986] ; [ 30.22028986 370.77971014],0
s4,1,0.055281,3.673604,[ 59 225] ; [ 61 342],[ 49.6069869 234.3930131] ; [ 70.3930131 332.6069869],0
p11,1,0.059657,3.546905,[214  76] ; [325  82],[224.26111908  65.73888092] ; [314.73888092  92.26111908],0
a1,1,0.064459,3.418774,[ 10 280] ; [ 27 380],[ 15.39454806 274.60545194] ; [ 21.60545194 385.39454806],0
a2,1,0.076567,3.136312,[ 66 224] ; [117 290],[ 76.14060258 213.85939742] ; [106.85939742 300.14060258],0
a6,1,0.096533,2.761905,[190 100] ; [290 116],[200.  90.] ; [280. 126.],0
d2,1,0.096999,2.754209,[145 144] ; [229 176],[155.74351585 133.25648415] ; [218.25648415 186.74351585],0
s2,1,0.1026,2.664657,[138 150] ; [219 185],[148.57803468 139.42196532] ; [208.42196532 195.57803468],0
d3,1,0.109033,2.568181,[206  83] ; [312  95],[215.08908046  73.91091954] ; [302.91091954 104.08908046],0
n3,1,0.119306,2.426403,[52 29] ; [64 21],[56.60240964 24.39759036] ; [59.39759036 25.60240964],0
r4,1,0.132297,2.265348,[260  30] ; [378  29],[265.45193687  24.54806313] ; [372.54806313  34.45193687],0
p4,1,0.14523,2.121645,[172 118] ; [259 141],[181.14492754 108.85507246] ; [249.85507246 150.14492754],0
n1,1,0.145931,2.114277,[35 47] ; [26 56],[30.5 51.5] ; [30.5 51.5],0
s5,1,0.169067,1.891196,[ 91 190] ; [146 243],[ 99.39850746 181.60149254] ; [137.60149254 251.39850746],0
