Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00151,10.066404,[10  7] ; [14 55],[ 4.74418605 12.25581395] ; [19.25581395 49.74418605],0
s6,1,0.007727,7.095721,[11  6] ; [22 51],[ 6.23333333 10.76666667] ; [26.76666667 46.23333333],0
b2,1,0.009028,6.817261,[ 1 13] ; [18 21],[5.01886792 8.98113208] ; [13.98113208 25.01886792],0
b3,1,0.009028,6.817261,[ 1 13] ; [18 21],[5.01886792 8.98113208] ; [13.98113208 25.01886792],0
n5,1,0.017094,5.686736,[15  2] ; [40 30],[10.74712644  6.25287356] ; [44.25287356 25.74712644],0
p11,1,0.020204,5.394158,[13  4] ; [33 40],[8.68888889 8.31111111] ; [37.31111111 35.68888889],0
u3,1,0.057621,3.604557,[6 5] ; [ 9 28],[3.4375 7.5625] ; [11.5625 25.4375],0
p3,1,0.074681,3.177014,[ 7 10] ; [15 58],[ 4.15555556 12.84444444] ; [17.84444444 55.15555556],0
p8,1,0.08143,3.036128,[9 8] ; [22 50],[ 5.92134831 11.07865169] ; [25.07865169 46.92134831],0
s2,1,0.133061,2.256428,[ 7 10] ; [17 56],[ 4.53333333 12.46666667] ; [19.46666667 53.53333333],0
v1,1,0.134953,2.234582,[ 3 14] ; [26 45],[ 5.60227273 11.39772727] ; [23.39772727 47.60227273],0
s5,1,0.143105,2.14425,[ 4 12] ; [ 8 64],[ 2.18181818 13.81818182] ; [ 9.81818182 62.18181818],0
u2,1,0.148492,2.087672,[7 4] ; [14 22],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
a6,1,0.198385,1.654227,[ 5 12] ; [34 39],[7.36666667 9.63333333] ; [31.63333333 41.36666667],0
s3,1,0.223913,1.479115,[8 9] ; [22 48],[ 5.86206897 11.13793103] ; [24.13793103 45.86206897],0
p4,1,0.224249,1.47697,[8 9] ; [23 50],[ 5.85555556 11.14444444] ; [25.14444444 47.85555556],0
p7,1,0.225572,1.468568,[10  6] ; [32 38],[7.81395349 8.18604651] ; [34.18604651 35.81395349],0
d3,1,0.22784,1.454293,[ 7 10] ; [19 53],[ 4.96629213 12.03370787] ; [21.03370787 50.96629213],0
p2,1,0.235229,1.408963,[13  4] ; [44 28],[10.88764045  6.11235955] ; [46.11235955 25.88764045],0
p9,1,0.261297,1.26187,[8 9] ; [44 27],[10.04545455  6.95454545] ; [41.95454545 29.04545455],0
v4,1,0.270485,1.214286,[12  5] ; [38 30],[10.  7.] ; [40. 28.],0
a5,1,0.276351,1.184948,[ 5 12] ; [32 41],[ 6.98888889 10.01111111] ; [30.01111111 42.98888889],0
a3,1,0.298562,1.080605,[ 6 11] ; [35 36],[7.92045455 9.07954545] ; [33.07954545 37.92045455],0
p6,1,0.308055,1.038997,[ 5 12] ; [13 58],[ 3.47727273 13.52272727] ; [14.52272727 56.47727273],0
b4,1,0.311362,1.024891,[ 7 10] ; [40 33],[8.87777778 8.12222222] ; [38.12222222 34.87777778],0
n6,1,0.378234,0.776434,[11  6] ; [37 33],[9.37931034 7.62068966] ; [38.62068966 31.37931034],0
r1,1,0.452341,0.564779,[ 3 14] ; [19 53],[ 4.20224719 12.79775281] ; [17.79775281 54.20224719],0
r2,1,0.480821,0.497,[ 7 10] ; [34 33],[8.29761905 8.70238095] ; [32.70238095 34.29761905],0
s8,1,0.491,0.474334,[ 4 13] ; [12 61],[ 3.02222222 13.97777778] ; [12.97777778 60.02222222],0
n1,1,0.527447,0.399307,[3 6] ; [14 17],[3.825 5.175] ; [13.175 17.825],0
a1,1,0.529765,0.394843,[ 1 16] ; [ 8 65],[ 1.7 15.3] ; [ 7.3 65.7],0
b1,1,0.56476,0.33153,[8 9] ; [40 33],[9.06666667 7.93333333] ; [38.93333333 34.06666667],0
d2,1,0.587295,0.294588,[ 4 13] ; [13 60],[ 3.21111111 13.78888889] ; [13.78888889 59.21111111],0
d5,1,0.588345,0.292936,[ 6 11] ; [31 42],[ 6.98888889 10.01111111] ; [30.01111111 42.98888889],0
b5,1,0.614393,0.253828,[10  7] ; [38 35],[9.06666667 7.93333333] ; [38.93333333 34.06666667],0
s1,1,0.656389,0.197939,[ 2 15] ; [ 6 66],[ 1.52808989 15.47191011] ; [ 6.47191011 65.52808989],0
v2,1,0.761859,0.091834,[ 4 13] ; [19 51],[ 4.49425287 12.50574713] ; [18.50574713 51.49425287],0
n4,1,0.764776,0.089529,[9 8] ; [41 31],[9.5505618 7.4494382] ; [40.4494382 31.5505618],0
a4,1,0.786169,0.073597,[ 4 13] ; [15 58],[ 3.58888889 13.41111111] ; [15.41111111 57.58888889],0
p1,1,0.875178,0.024675,[ 1 16] ; [ 5 67],[ 1.14606742 15.85393258] ; [ 4.85393258 67.14606742],0
a7,1,0.887963,0.019848,[ 7 10] ; [31 41],[7.25842697 9.74157303] ; [30.74157303 41.25842697],0
n2,1,0.905214,0.014179,[6 3] ; [20 11],[5.85 3.15] ; [20.15 10.85],0
r3,1,0.910862,0.012533,[9 8] ; [36 34],[8.79310345 8.20689655] ; [36.20689655 33.79310345],0
d4,1,0.947462,0.004342,[8 9] ; [35 38],[8.12222222 8.87777778] ; [34.87777778 38.12222222],0
p10,1,0.959725,0.00255,[9 8] ; [37 32],[9.09302326 7.90697674] ; [36.90697674 32.09302326],0
n3,1,0.969644,0.001448,[5 4] ; [17 14],[4.95 4.05] ; [17.05 13.95],0
