Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,79.000978,[ 25 151] ; [98 63],[ 64.23738872 111.76261128] ; [ 58.76261128 102.23738872],1
p2,1,0.0,32.230559,[109  67] ; [143  18],[131.60830861  44.39169139] ; [120.39169139  40.60830861],1
p8,1,0.0,31.224216,[ 49 125] ; [94 67],[74.27462687 99.72537313] ; [68.72537313 92.27462687],1
p6,1,0.0,30.912,[ 27 148] ; [69 92],[ 50. 125.] ; [ 46. 115.],1
s6,1,0.0,30.385851,[ 69 104] ; [112  48],[94.03303303 78.96696697] ; [86.96696697 73.03303303],1
p7,1,1e-06,23.409981,[ 71 102] ; [108  52],[92.99399399 80.00600601] ; [86.00600601 73.99399399],1
s7,1,3e-06,21.614096,[ 43 125] ; [79 77],[ 63.25925926 104.74074074] ; [58.74074074 97.25925926],1
s8,1,2.9e-05,17.498439,[ 33 142] ; [64 98],[ 50.37091988 124.62908012] ; [ 46.62908012 115.37091988],1
a5,1,0.00057,11.870245,[94 82] ; [116  46],[109.34911243  66.65088757] ; [100.65088757  61.34911243],1
s2,1,0.000776,11.297372,[ 56 119] ; [81 81],[ 71.14243323 103.85756677] ; [65.85756677 96.14243323],1
v4,1,0.000947,10.927833,[141  33] ; [151  11],[151.21428571  22.78571429] ; [140.78571429  21.21428571],1
d3,1,0.002727,8.981785,[96 78] ; [115  47],[109.26785714  64.73214286] ; [101.73214286  60.26785714],0
p5,1,0.00417,8.208347,[  5 171] ; [ 17 144],[ 11.48961424 164.51038576] ; [ 10.51038576 150.48961424],0
s3,1,0.004585,8.036082,[ 74 101] ; [93 68],[86.97916667 88.02083333] ; [80.02083333 80.97916667],0
d1,1,0.004772,7.963879,[ 74 102] ; [93 69],[86.95857988 89.04142012] ; [80.04142012 81.95857988],0
p10,1,0.005727,7.634292,[105  69] ; [120  41],[116.86567164  57.13432836] ; [108.13432836  52.86567164],0
r3,1,0.006041,7.537886,[143  32] ; [148  13],[151.5625  23.4375] ; [139.4375  21.5625],0
p11,1,0.007172,7.22934,[111  65] ; [124  38],[122.36686391  53.63313609] ; [112.63313609  49.36686391],0
p9,1,0.008639,6.895979,[110  60] ; [126  36],[120.84337349  49.15662651] ; [115.15662651  46.84337349],0
n4,1,0.015085,5.906487,[105  71] ; [117  45],[115.59763314  60.40236686] ; [106.40236686  55.59763314],0
a3,1,0.020324,5.383816,[95 80] ; [108  54],[105.41543027  69.58456973] ; [97.58456973 64.41543027],0
a4,1,0.025187,5.01096,[ 56 119] ; [71 91],[ 65.9495549 109.0504451] ; [ 61.0504451 100.9495549],0
r4,1,0.027985,4.828966,[128  48] ; [134  28],[136.4260355  39.5739645] ; [125.5739645  36.4260355],0
s5,1,0.032065,4.595007,[ 34 137] ; [ 47 109],[ 42.35779817 128.64220183] ; [ 38.64220183 117.35779817],0
d2,1,0.034344,4.4775,[ 66 108] ; [80 82],[75.60714286 98.39285714] ; [70.39285714 91.60714286],0
n6,1,0.043121,4.090665,[126  49] ; [131  30],[133.85416667  41.14583333] ; [123.14583333  37.85416667],0
r2,1,0.049125,3.871068,[144  29] ; [144  15],[150.07228916  22.92771084] ; [137.92771084  21.07228916],0
u2,1,0.054621,3.693622,[34 46] ; [31 21],[39.39393939 40.60606061] ; [25.60606061 26.39393939],0
r1,1,0.062435,3.471487,[110  66] ; [116  45],[118.02967359  57.97032641] ; [107.97032641  53.02967359],0
d4,1,0.080838,3.047972,[125  50] ; [129  33],[131.89910979  43.10089021] ; [122.10089021  39.89910979],0
n5,1,0.085453,2.958011,[102  72] ; [109  52],[109.59402985  64.40597015] ; [101.40597015  59.59402985],0
d5,1,0.089205,2.888654,[123  52] ; [127  35],[129.82195846  45.17804154] ; [120.17804154  41.82195846],0
p1,1,0.100623,2.695639,[  9 165] ; [ 16 146],[ 12.94642857 161.05357143] ; [ 12.05357143 149.94642857],0
s1,1,0.140303,2.17463,[  5 170] ; [ 10 152],[  7.78931751 167.21068249] ; [  7.21068249 154.78931751],0
u3,1,0.180524,1.793301,[34 47] ; [28 24],[37.7593985 43.2406015] ; [24.2406015 27.7593985],0
b5,1,0.183176,1.771664,[105  71] ; [85 77],[98.93491124 77.06508876] ; [91.06508876 70.93491124],0
a7,1,0.311912,1.02256,[113  62] ; [113  49],[117.35905045  57.64094955] ; [108.64094955  53.35905045],0
