Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,30.839161,[5 5] ; [86  2],[9.28571429 0.71428571] ; [81.71428571  6.28571429],1
r2,1,4.1e-05,16.803458,[5 5] ; [82  6],[8.87755102 1.12244898] ; [78.12244898  9.87755102],1
r1,1,4.6e-05,16.587168,[2 8] ; [71 18],[7.37373737 2.62626263] ; [65.62626263 23.37373737],1
b1,1,0.004316,8.145658,[8 2] ; [30 59],[3.83838384 6.16161616] ; [34.16161616 54.83838384],0
s3,1,0.007592,7.127273,[1 9] ; [48 40],[5. 5.] ; [44. 44.],0
n6,1,0.021294,5.302546,[3 7] ; [59 29],[6.32653061 3.67346939] ; [55.67346939 32.32653061],0
v2,1,0.026935,4.894968,[3 7] ; [56 29],[6.21052632 3.78947368] ; [52.78947368 32.21052632],0
a5,1,0.031147,4.644827,[4 6] ; [65 24],[6.96969697 3.03030303] ; [62.03030303 26.96969697],0
p11,1,0.048426,3.895126,[4 6] ; [63 26],[6.76767677 3.23232323] ; [60.23232323 28.76767677],0
p5,1,0.055512,3.66665,[2 8] ; [ 4 83],[0.6185567 9.3814433] ; [ 5.3814433 81.6185567],0
d1,1,0.057311,3.613533,[2 8] ; [46 43],[4.84848485 5.15151515] ; [43.15151515 45.84848485],0
s8,1,0.064219,3.424931,[1 9] ; [35 53],[3.67346939 6.32653061] ; [32.32653061 55.67346939],0
s2,1,0.066503,3.3673,[2 8] ; [45 44],[4.74747475 5.25252525] ; [42.25252525 46.74747475],0
d5,1,0.072011,3.236568,[5 5] ; [68 21],[7.37373737 2.62626263] ; [65.62626263 23.37373737],0
s6,1,0.085912,2.949349,[4 6] ; [58 28],[6.45833333 3.54166667] ; [55.54166667 30.45833333],0
s5,1,0.098179,2.734884,[1 9] ; [31 55],[3.33333333 6.66666667] ; [28.66666667 57.33333333],0
b5,1,0.138221,2.197654,[4 6] ; [57 32],[6.16161616 3.83838384] ; [54.83838384 34.16161616],0
a7,1,0.152872,2.043356,[5 5] ; [64 25],[6.96969697 3.03030303] ; [62.03030303 26.96969697],0
p9,1,0.224346,1.476353,[7 3] ; [74 13],[8.35051546 1.64948454] ; [72.64948454 14.35051546],0
d2,1,0.231027,1.434527,[2 8] ; [35 54],[3.73737374 6.26262626] ; [33.26262626 55.73737374],0
d4,1,0.256595,1.287034,[7 3] ; [75 14],[8.28282828 1.71717172] ; [73.71717172 15.28282828],0
a6,1,0.306875,1.044079,[5 5] ; [59 30],[6.46464646 3.53535354] ; [57.53535354 31.46464646],0
s1,1,0.312761,1.01898,[1 9] ; [ 3 86],[0.4040404 9.5959596] ; [ 3.5959596 85.4040404],0
v3,1,0.347214,0.883612,[5 5] ; [30 56],[3.64583333 6.35416667] ; [31.35416667 54.64583333],0
s4,1,0.396743,0.718176,[1 9] ; [19 70],[2.02020202 7.97979798] ; [17.97979798 71.02020202],0
a4,1,0.401791,0.702961,[3 7] ; [39 50],[4.24242424 5.75757576] ; [37.75757576 51.24242424],0
b4,1,0.425658,0.63464,[5 5] ; [56 33],[6.16161616 3.83838384] ; [54.83838384 34.16161616],0
p12,1,0.464339,0.535415,[1 9] ; [ 4 83],[0.51546392 9.48453608] ; [ 4.48453608 82.51546392],0
p10,1,0.621507,0.243754,[7 3] ; [67 20],[7.62886598 2.37113402] ; [66.37113402 20.62886598],0
b2,1,0.625137,0.238713,[3 3] ; [17 26],[2.44897959 3.55102041] ; [17.55102041 25.44897959],0
b3,1,0.625137,0.238713,[3 3] ; [17 26],[2.44897959 3.55102041] ; [17.55102041 25.44897959],0
p6,1,0.671276,0.180113,[2 8] ; [22 62],[2.55319149 7.44680851] ; [21.44680851 62.55319149],0
d3,1,0.691149,0.157844,[6 4] ; [59 30],[6.56565657 3.43434343] ; [58.43434343 30.56565657],0
p4,1,0.784599,0.074709,[5 5] ; [40 48],[4.59183673 5.40816327] ; [40.40816327 47.59183673],0
p2,1,0.793137,0.068769,[7 3] ; [65 23],[7.34693878 2.65306122] ; [64.65306122 23.34693878],0
p8,1,0.794278,0.067995,[4 6] ; [39 49],[4.3877551 5.6122449] ; [38.6122449 49.3877551],0
p7,1,0.800607,0.063787,[6 4] ; [48 38],[5.625 4.375] ; [48.375 37.625],0
u1,1,0.828391,0.046988,[1 9] ; [11 78],[1.21212121 8.78787879] ; [10.78787879 78.21212121],0
n1,1,0.83528,0.043237,[1 4] ; [ 8 25],[1.18421053 3.81578947] ; [ 7.81578947 25.18421053],0
n3,1,0.875179,0.024675,[3 2] ; [21 12],[3.15789474 1.84210526] ; [20.84210526 12.15789474],0
u2,1,0.899503,0.015949,[2 1] ; [17 10],[1.9 1.1] ; [17.1  9.9],0
a2,1,0.921227,0.009779,[2 8] ; [19 70],[2.12121212 7.87878788] ; [18.87878788 70.12121212],0
a3,1,0.924764,0.008918,[7 3] ; [61 28],[6.86868687 3.13131313] ; [61.13131313 27.86868687],0
p1,1,0.924848,0.008898,[1 9] ; [ 8 80],[0.91836735 9.08163265] ; [ 8.08163265 79.91836735],0
p3,1,0.933124,0.007042,[4 6] ; [36 51],[4.12371134 5.87628866] ; [35.87628866 51.12371134],0
n2,1,0.950599,0.003838,[4 1] ; [26  7],[3.94736842 1.05263158] ; [26.05263158  6.94736842],0
n5,1,0.955799,0.003072,[4 6] ; [36 52],[4.08163265 5.91836735] ; [35.91836735 52.08163265],0
s7,1,1.0,0.0,[4 6] ; [34 51],[4. 6.] ; [34. 51.],0
