Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,8.3e-05,15.486074,[46 14] ; [1 8],[40.86956522 19.13043478] ; [6.13043478 2.86956522],1
d5,1,0.001198,10.492909,[53  7] ; [4 5],[49.56521739 10.43478261] ; [7.43478261 1.56521739],0
p9,1,0.004805,7.951263,[59  1] ; [7 2],[57.39130435  2.60869565] ; [8.60869565 0.39130435],0
s1,1,0.004908,7.913095,[ 3 57] ; [3 6],[ 5.2173913 54.7826087] ; [0.7826087 8.2173913],0
p1,1,0.020979,5.328507,[12 48] ; [5 4],[14.7826087 45.2173913] ; [2.2173913 6.7826087],0
p10,1,0.025313,5.002354,[57  2] ; [7 2],[55.52941176  3.47058824] ; [8.47058824 0.52941176],0
d2,1,0.033617,4.514092,[36 24] ; [2 7],[33.04347826 26.95652174] ; [4.95652174 4.04347826],0
a3,1,0.035162,4.437294,[51  9] ; [5 4],[48.69565217 11.30434783] ; [7.30434783 1.69565217],0
d3,1,0.059555,3.549745,[45 15] ; [4 5],[42.60869565 17.39130435] ; [6.39130435 2.60869565],0
r3,1,0.063114,3.453594,[57  3] ; [7 2],[55.65217391  4.34782609] ; [8.34782609 0.65217391],0
p3,1,0.139196,2.186821,[47 13] ; [5 4],[45.2173913 14.7826087] ; [6.7826087 2.2173913],0
p2,1,0.19813,1.656106,[55  5] ; [7 2],[53.91304348  6.08695652] ; [8.08695652 0.91304348],0
p12,1,0.204987,1.60648,[19 41] ; [1 8],[17.39130435 42.60869565] ; [2.60869565 6.39130435],0
a5,1,0.223322,1.482895,[45 15] ; [5 4],[43.47826087 16.52173913] ; [6.52173913 2.47826087],0
s6,1,0.256028,1.290107,[48 10] ; [6 3],[46.74626866 11.25373134] ; [7.25373134 1.74626866],0
p6,1,0.272512,1.204057,[34 24] ; [7 2],[35.49253731 22.50746269] ; [5.50746269 3.49253731],0
p4,1,0.285531,1.140574,[54  6] ; [7 2],[53.04347826  6.95652174] ; [7.95652174 1.04347826],0
p8,1,0.296745,1.088766,[49 11] ; [6 3],[47.82608696 12.17391304] ; [7.17391304 1.82608696],0
u3,1,0.316565,1.003086,[7 2] ; [2 2],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
p7,1,0.323928,0.973023,[47 11] ; [6 3],[45.88059701 12.11940299] ; [7.11940299 1.88059701],0
a4,1,0.400087,0.708066,[29 31] ; [3 6],[27.82608696 32.17391304] ; [4.17391304 4.82608696],0
v2,1,0.405165,0.692943,[41 18] ; [5 4],[39.91176471 19.08823529] ; [6.08823529 2.91176471],0
a8,1,0.464792,0.53433,[ 8 46] ; [2 6],[ 8.70967742 45.29032258] ; [1.29032258 6.70967742],0
p11,1,0.479947,0.498983,[52  8] ; [7 2],[51.30434783  8.69565217] ; [7.69565217 1.30434783],0
r1,1,0.524828,0.404396,[48 12] ; [8 1],[48.69565217 11.30434783] ; [7.30434783 1.69565217],0
a2,1,0.524828,0.404396,[12 48] ; [1 8],[11.30434783 48.69565217] ; [1.69565217 7.30434783],0
b1,1,0.553755,0.350633,[27 33] ; [5 4],[27.82608696 32.17391304] ; [4.17391304 4.82608696],0
s7,1,0.618452,0.24805,[39 17] ; [7 2],[39.63076923 16.36923077] ; [6.36923077 2.63076923],0
n6,1,0.631524,0.23,[56  4] ; [8 1],[55.65217391  4.34782609] ; [8.34782609 0.65217391],0
a7,1,0.676304,0.174316,[44 16] ; [6 3],[43.47826087 16.52173913] ; [6.52173913 2.47826087],0
b5,1,0.686119,0.163319,[29 31] ; [5 4],[29.56521739 30.43478261] ; [4.43478261 4.56521739],0
b4,1,0.702357,0.146032,[36 24] ; [6 3],[36.52173913 23.47826087] ; [5.47826087 3.52173913],0
r4,1,0.782712,0.076058,[55  5] ; [8 1],[54.7826087  5.2173913] ; [8.2173913 0.7826087],0
n4,1,0.782712,0.076058,[55  5] ; [8 1],[54.7826087  5.2173913] ; [8.2173913 0.7826087],0
a6,1,0.800112,0.064111,[36 24] ; [5 4],[35.65217391 24.34782609] ; [5.34782609 3.65217391],0
s5,1,0.822648,0.050239,[38 16] ; [6 3],[37.71428571 16.28571429] ; [6.28571429 2.71428571],0
s3,1,0.889458,0.019318,[39 21] ; [5 3],[38.82352941 21.17647059] ; [5.17647059 2.82352941],0
u2,1,0.912637,0.012037,[7 2] ; [3 1],[6.92307692 2.07692308] ; [3.07692308 0.92307692],0
s8,1,0.920306,0.01001,[41 19] ; [6 3],[40.86956522 19.13043478] ; [6.13043478 2.86956522],0
s2,1,0.922016,0.009583,[39 21] ; [6 3],[39.13043478 20.86956522] ; [5.86956522 3.13043478],0
v3,1,0.946188,0.004556,[40 19] ; [6 3],[39.91176471 19.08823529] ; [6.08823529 2.91176471],0
b2,1,0.953807,0.003355,[22 23] ; [4 4],[22.0754717 22.9245283] ; [3.9245283 4.0754717],0
b3,1,0.953807,0.003355,[22 23] ; [4 4],[22.0754717 22.9245283] ; [3.9245283 4.0754717],0
a1,1,0.961282,0.002357,[ 7 53] ; [1 8],[ 6.95652174 53.04347826] ; [1.04347826 7.95652174],0
