Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,32.336145,[134  24] ; [39 39],[115.8220339  42.1779661] ; [57.1779661 20.8220339],1
a3,1,0.000354,12.759258,[132  31] ; [47 32],[120.5661157  42.4338843] ; [58.4338843 20.5661157],1
p2,1,0.001061,10.717668,[157   7] ; [65 13],[150.44628099  13.55371901] ; [71.55371901  6.44628099],0
v1,1,0.001437,10.157676,[108  53] ; [35 42],[96.73529412 64.26470588] ; [46.26470588 30.73529412],0
s3,1,0.001928,9.616517,[149  14] ; [60 18],[141.35684647  21.64315353] ; [67.64315353 10.35684647],0
d1,1,0.002079,9.478448,[118  46] ; [41 38],[107.30864198  56.69135802] ; [51.69135802 27.30864198],0
p9,1,0.003279,8.645196,[153  11] ; [63 15],[146.38016529  17.61983471] ; [69.61983471  8.38016529],0
s6,1,0.011682,6.35855,[149  12] ; [62 14],[143.33755274  17.66244726] ; [67.66244726  8.33755274],0
p3,1,0.013179,6.14497,[115  49] ; [42 36],[106.39669421  57.60330579] ; [50.60330579 27.39669421],0
a7,1,0.014159,6.018211,[112  51] ; [66 13],[119.89256198  43.10743802] ; [58.10743802 20.89256198],0
r1,1,0.028302,4.809579,[142  21] ; [60 19],[136.05785124  26.94214876] ; [65.94214876 13.05785124],0
u3,1,0.02966,4.728908,[24  8] ; [15 16],[19.80952381 12.19047619] ; [19.19047619 11.80952381],0
n1,1,0.039229,4.250906,[14 13] ; [ 2 10],[11.07692308 15.92307692] ; [4.92307692 7.07692308],0
n5,1,0.040146,4.211722,[141  22] ; [60 19],[135.38429752  27.61570248] ; [65.61570248 13.38429752],0
p6,1,0.040977,4.176976,[99 64] ; [37 42],[91.60330579 71.39669421] ; [44.39669421 34.60330579],0
p11,1,0.041173,4.168882,[145  19] ; [62 17],[139.7037037  24.2962963] ; [67.2962963 11.7037037],0
v4,1,0.070358,3.274649,[160   2] ; [74  4],[157.95   4.05] ; [76.05  1.95],0
a5,1,0.077118,3.124622,[131  33] ; [55 24],[125.5308642  38.4691358] ; [60.4691358 18.5308642],0
p5,1,0.082229,3.020278,[ 39 125] ; [11 67],[ 33.88429752 130.11570248] ; [16.11570248 61.88429752],0
v3,1,0.082261,3.019657,[83 78] ; [30 46],[76.76371308 84.23628692] ; [36.23628692 39.76371308],0
v2,1,0.084417,2.977749,[101  59] ; [39 37],[94.91525424 65.08474576] ; [45.08474576 30.91525424],0
p7,1,0.090454,2.866284,[138  21] ; [61 17],[133.50632911  25.49367089] ; [65.49367089 12.50632911],0
b3,1,0.096783,2.757778,[46 60] ; [11 28],[41.66896552 64.33103448] ; [15.33103448 23.66896552],0
b2,1,0.096783,2.757778,[46 60] ; [11 28],[41.66896552 64.33103448] ; [15.33103448 23.66896552],0
p4,1,0.098404,2.731213,[130  34] ; [55 24],[124.85596708  39.14403292] ; [60.14403292 18.85596708],0
r4,1,0.099708,2.710211,[155   9] ; [70  9],[151.85185185  12.14814815] ; [73.14814815  5.85185185],0
b4,1,0.10776,2.586763,[88 76] ; [51 28],[93.81069959 70.18930041] ; [45.18930041 33.81069959],0
