Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.00207,9.486842,[44 43] ; [29  7],[51.63414634 35.36585366] ; [21.36585366 14.63414634],0
s6,1,0.003642,8.454115,[42 40] ; [28  7],[49.05982906 32.94017094] ; [20.94017094 14.05982906],0
s3,1,0.005151,7.82568,[29 57] ; [22 14],[35.95081967 50.04918033] ; [15.04918033 20.95081967],0
a5,1,0.015761,5.829342,[53 34] ; [30  6],[58.70731707 28.29268293] ; [24.29268293 11.70731707],0
s2,1,0.030528,4.679312,[25 60] ; [18 18],[30.20661157 54.79338843] ; [12.79338843 23.20661157],0
d4,1,0.044173,4.049928,[66 21] ; [33  3],[70.02439024 16.97560976] ; [28.97560976  7.02439024],0
d2,1,0.046085,3.978496,[36 51] ; [22 14],[41.02439024 45.97560976] ; [16.97560976 19.02439024],0
p10,1,0.051458,3.793289,[65 20] ; [33  3],[68.84297521 16.15702479] ; [29.15702479  6.84297521],0
p5,1,0.07061,3.268779,[12 75] ; [ 1 35],[ 9.19512195 77.80487805] ; [ 3.80487805 32.19512195],0
p4,1,0.081057,3.043582,[62 25] ; [31  5],[65.7804878 21.2195122] ; [27.2195122  8.7804878],0
p11,1,0.087521,2.919381,[72 15] ; [34  2],[74.97560976 12.02439024] ; [31.02439024  4.97560976],0
d5,1,0.123796,2.36863,[66 20] ; [32  4],[69.08196721 16.91803279] ; [28.91803279  7.08196721],0
b4,1,0.156047,2.012121,[51 36] ; [26 10],[54.46341463 32.53658537] ; [22.53658537 13.46341463],0
v4,1,0.188626,1.72832,[82  4] ; [32  4],[80.36065574  5.63934426] ; [33.63934426  2.36065574],0
p9,1,0.203448,1.617447,[72 15] ; [33  3],[74.26829268 12.73170732] ; [30.73170732  5.26829268],0
s5,1,0.203764,1.615188,[20 64] ; [12 22],[22.77966102 61.22033898] ; [ 9.22033898 24.77966102],0
a2,1,0.205262,1.604532,[21 66] ; [ 5 31],[18.3902439 68.6097561] ; [ 7.6097561 28.3902439],0
a4,1,0.261916,1.258599,[43 43] ; [14 22],[40.18032787 45.81967213] ; [16.81967213 19.18032787],0
p3,1,0.26269,1.254523,[46 41] ; [23 13],[48.80487805 38.19512195] ; [20.19512195 15.80487805],0
