Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.7e-05,18.47919,[36  9] ; [10 22],[26.88311688 18.11688312] ; [19.11688312 12.88311688],1
r3,1,0.202149,1.626778,[27 18] ; [14 17],[24.27631579 20.72368421] ; [16.72368421 14.27631579],0
d3,1,0.204978,1.606543,[29 16] ; [16 16],[26.2987013 18.7012987] ; [18.7012987 13.2987013],0
s3,1,0.210401,1.568666,[21 22] ; [11 21],[18.34666667 24.65333333] ; [13.65333333 18.34666667],0
u3,1,0.231998,1.428571,[8 8] ; [ 4 10],[6.4 9.6] ; [5.6 8.4],0
b1,1,0.266992,1.232137,[20 26] ; [18 14],[22.41025641 23.58974359] ; [15.58974359 16.41025641],0
s8,1,0.275678,1.188272,[10 35] ; [ 4 28],[ 8.18181818 36.81818182] ; [ 5.81818182 26.18181818],0
d5,1,0.282716,1.153986,[34 12] ; [20 12],[31.84615385 14.15384615] ; [22.15384615  9.84615385],0
p6,1,0.309148,1.034314,[13 32] ; [ 6 26],[11.1038961 33.8961039] ; [ 7.8961039 24.1038961],0
v3,1,0.312509,1.020041,[11 35] ; [11 21],[12.97435897 33.02564103] ; [ 9.02564103 22.97435897],0
a4,1,0.359731,0.838833,[16 30] ; [14 17],[17.92207792 28.07792208] ; [12.07792208 18.92207792],0
s4,1,0.410186,0.678261,[ 9 37] ; [ 4 28],[ 7.66666667 38.33333333] ; [ 5.33333333 26.66666667],0
b3,1,0.414272,0.666506,[11 14] ; [ 5 11],[ 9.75609756 15.24390244] ; [6.24390244 9.75609756],0
b2,1,0.414272,0.666506,[11 14] ; [ 5 11],[ 9.75609756 15.24390244] ; [6.24390244 9.75609756],0
p3,1,0.431059,0.619968,[15 30] ; [ 8 24],[13.44155844 31.55844156] ; [ 9.55844156 22.44155844],0
d2,1,0.451034,0.568052,[22 24] ; [17 13],[23.60526316 22.39473684] ; [15.39473684 14.60526316],0
v2,1,0.489164,0.478364,[15 29] ; [13 18],[16.42666667 27.57333333] ; [11.57333333 19.42666667],0
a3,1,0.525245,0.403582,[30 16] ; [18 13],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
b5,1,0.529368,0.395605,[24 22] ; [19 13],[25.35897436 20.64102564] ; [17.64102564 14.35897436],0
n5,1,0.554121,0.349986,[28 17] ; [22 10],[29.22077922 15.77922078] ; [20.77922078 11.22077922],0
n4,1,0.597509,0.278769,[26 20] ; [20 12],[27.12820513 18.87179487] ; [18.87179487 13.12820513],0
d4,1,0.642626,0.215324,[32 14] ; [20 11],[31.06493506 14.93506494] ; [20.93506494 10.06493506],0
s6,1,0.703768,0.144582,[17 27] ; [11 21],[16.21052632 27.78947368] ; [11.78947368 20.21052632],0
u1,1,0.707934,0.14035,[ 2 44] ; [ 2 30],[ 2.35897436 43.64102564] ; [ 1.64102564 30.35897436],0
n3,1,0.731999,0.117284,[10 10] ; [ 8 10],[ 9.47368421 10.52631579] ; [8.52631579 9.47368421],0
a2,1,0.73448,0.115037,[ 7 39] ; [ 4 28],[ 6.48717949 39.51282051] ; [ 4.51282051 27.48717949],0
r1,1,0.777833,0.079606,[14 31] ; [ 9 23],[13.44155844 31.55844156] ; [ 9.55844156 22.44155844],0
d1,1,0.78593,0.073766,[23 23] ; [15 17],[22.41025641 23.58974359] ; [15.58974359 16.41025641],0
p1,1,0.830544,0.045798,[ 5 41] ; [ 3 29],[ 4.71794872 41.28205128] ; [ 3.28205128 28.71794872],0
v1,1,0.842961,0.039246,[16 29] ; [10 20],[15.6 29.4] ; [10.4 19.6],0
s5,1,0.906666,0.013746,[ 9 35] ; [ 6 25],[ 8.8 35.2] ; [ 6.2 24.8],0
a5,1,0.915139,0.011355,[25 21] ; [17 15],[24.76923077 21.23076923] ; [17.23076923 14.76923077],0
a6,1,0.915139,0.011355,[25 21] ; [17 15],[24.76923077 21.23076923] ; [17.23076923 14.76923077],0
n1,1,0.959495,0.002579,[ 8 13] ; [ 7 11],[ 8.07692308 12.92307692] ; [ 6.92307692 11.07692308],0
