Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001171,10.53527,[34 17] ; [ 8 20],[27.11392405 23.88607595] ; [14.88607595 13.11392405],0
v4,1,0.004793,7.955937,[49  2] ; [21  7],[45.18987342  5.81012658] ; [24.81012658  3.18987342],0
u1,1,0.014668,5.955883,[13 38] ; [ 1 27],[ 9.03797468 41.96202532] ; [ 4.96202532 23.03797468],0
p1,1,0.03139,4.631509,[ 1 50] ; [ 4 24],[ 3.2278481 47.7721519] ; [ 1.7721519 26.2278481],0
s8,1,0.056603,3.634237,[19 30] ; [ 5 23],[15.27272727 33.72727273] ; [ 8.72727273 19.27272727],0
a4,1,0.06324,3.450306,[27 23] ; [ 9 19],[23.07692308 26.92307692] ; [12.92307692 15.07692308],0
p8,1,0.076699,3.133502,[21 30] ; [ 6 22],[17.43037975 33.56962025] ; [ 9.56962025 18.43037975],0
v3,1,0.086883,2.931202,[24 24] ; [ 8 19],[20.48 27.52] ; [11.52 15.48],0
r4,1,0.088654,2.898638,[43  8] ; [19  9],[40.02531646 10.97468354] ; [21.97468354  6.02531646],0
s1,1,0.08961,2.881361,[ 1 50] ; [ 3 25],[ 2.58227848 48.41772152] ; [ 1.41772152 26.58227848],0
r3,1,0.091487,2.848018,[48  3] ; [23  5],[45.83544304  5.16455696] ; [25.16455696  2.83544304],0
d2,1,0.096406,2.764011,[30 21] ; [11 17],[26.46835443 24.53164557] ; [14.53164557 13.46835443],0
d1,1,0.102524,2.665831,[28 23] ; [10 18],[24.53164557 26.46835443] ; [13.46835443 14.53164557],0
b5,1,0.112382,2.520394,[38 13] ; [16 12],[34.86075949 16.13924051] ; [19.13924051  8.86075949],0
n4,1,0.14032,2.174443,[39 12] ; [17 11],[36.15189873 14.84810127] ; [19.84810127  8.15189873],0
a2,1,0.142135,2.154695,[17 34] ; [ 5 23],[14.20253165 36.79746835] ; [ 7.79746835 20.20253165],0
p3,1,0.144713,2.127113,[16 35] ; [13 14],[18.96153846 32.03846154] ; [10.03846154 16.96153846],0
p6,1,0.162725,1.948718,[15 35] ; [ 4 22],[12.5 37.5] ; [ 6.5 19.5],0
p4,1,0.198492,1.653432,[24 27] ; [ 9 19],[21.30379747 29.69620253] ; [11.69620253 16.30379747],0
d3,1,0.202186,1.626512,[38 13] ; [17 11],[35.50632911 15.49367089] ; [19.49367089  8.50632911],0
r2,1,0.20867,1.580632,[48  3] ; [24  4],[46.48101266  4.51898734] ; [25.51898734  2.48101266],0
a1,1,0.249036,1.328702,[ 1 50] ; [ 2 26],[ 1.93670886 49.06329114] ; [ 1.06329114 26.93670886],0
