Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,76.157364,[133  29] ; [108 168],[89.1369863 72.8630137] ; [151.8630137 124.1369863],1
v1,1,8e-06,19.889084,[105  58] ; [117 159],[82.42824601 80.57175399] ; [139.57175399 136.42824601],1
d1,1,5.3e-05,16.342827,[109  57] ; [132 155],[88.31346578 77.68653422] ; [152.68653422 134.31346578],1
s8,1,6e-05,16.107143,[84 80] ; [ 92 195],[ 64. 100.] ; [112. 175.],1
r1,1,0.000168,14.160969,[143  22] ; [202  82],[126.78173719  38.21826281] ; [218.21826281  65.78173719],1
d2,1,0.002438,9.186836,[87 79] ; [108 178],[71.61504425 94.38495575] ; [123.38495575 162.61504425],0
n5,1,0.005593,7.676997,[134  31] ; [196  87],[121.54017857  43.45982143] ; [208.45982143  74.54017857],0
p1,1,0.006352,7.447575,[ 17 149] ; [ 11 276],[ 10.26048565 155.73951435] ; [ 17.73951435 269.26048565],0
p3,1,0.00643,7.425547,[82 83] ; [105 182],[68.26327434 96.73672566] ; [118.73672566 168.26327434],0
s2,1,0.007959,7.042652,[90 75] ; [119 167],[76.46341463 88.53658537] ; [132.53658537 153.46341463],0
a3,1,0.010311,6.580404,[128  38] ; [187  98],[115.94235033  50.05764967] ; [199.05764967  85.94235033],0
p12,1,0.012249,6.274469,[ 16 150] ; [ 11 275],[  9.9159292 156.0840708] ; [ 17.0840708 268.9159292],0
d5,1,0.012328,6.263079,[140  26] ; [213  74],[129.35540839  36.64459161] ; [223.64459161  63.35540839],0
s7,1,0.014712,5.950693,[79 78] ; [106 171],[66.92396313 90.07603687] ; [118.07603687 158.92396313],0
a5,1,0.018408,5.556864,[131  35] ; [197  90],[120.19426049  45.80573951] ; [207.80573951  79.19426049],0
r4,1,0.020395,5.377795,[153  13] ; [243  44],[145.11258278  20.88741722] ; [250.88741722  36.11258278],0
a2,1,0.021598,5.277891,[ 44 122] ; [ 50 237],[ 34.44591611 131.55408389] ; [ 59.55408389 227.44591611],0
v4,1,0.026807,4.903172,[161   4] ; [263  21],[155.81291759   9.18708241] ; [268.18708241  15.81291759],0
a1,1,0.028862,4.775798,[ 10 156] ; [  6 281],[  5.86313466 160.13686534] ; [ 10.13686534 276.86313466],0
a4,1,0.031518,4.624543,[80 85] ; [109 177],[69.14634146 95.85365854] ; [119.85365854 166.14634146],0
n4,1,0.035012,4.444606,[130  36] ; [197  88],[120.35920177  45.64079823] ; [206.64079823  78.35920177],0
b5,1,0.045125,4.013965,[93 73] ; [188  99],[102.97130243  63.02869757] ; [178.02869757 108.97130243],0
d3,1,0.045163,4.01253,[120  46] ; [181 106],[110.30022075  55.69977925] ; [190.69977925  96.30022075],0
p10,1,0.045345,4.005754,[155  11] ; [250  36],[148.73893805  17.26106195] ; [256.26106195  29.73893805],0
p7,1,0.052768,3.751243,[97 67] ; [139 141],[87.17117117 76.82882883] ; [148.82882883 131.17117117],0
s5,1,0.055762,3.659144,[ 57 106] ; [ 73 204],[ 48.15909091 114.84090909] ; [ 81.84090909 195.15909091],0
r2,1,0.072676,3.221511,[157   8] ; [255  27],[152.08053691  12.91946309] ; [259.91946309  22.08053691],0
b2,1,0.073605,3.200746,[42 65] ; [ 46 114],[35.2659176 71.7340824] ; [ 52.7340824 107.2659176],0
b3,1,0.073605,3.200746,[42 65] ; [ 46 114],[35.2659176 71.7340824] ; [ 52.7340824 107.2659176],0
d4,1,0.073779,3.196869,[140  26] ; [222  65],[132.65342163  33.34657837] ; [229.34657837  57.65342163],0
p8,1,0.084474,2.976642,[83 82] ; [119 165],[74.23162584 90.76837416] ; [127.76837416 156.23162584],0
p4,1,0.096785,2.757738,[88 78] ; [128 157],[79.50332594 86.49667406] ; [136.49667406 148.50332594],0
n1,1,0.105605,2.618788,[ 9 27] ; [29 42],[12.78504673 23.21495327] ; [25.21495327 45.78504673],0
u2,1,0.111342,2.535073,[24 14] ; [47 51],[19.83823529 18.16176471] ; [51.16176471 46.83823529],0
u1,1,0.120414,2.411924,[ 29 137] ; [ 35 252],[ 23.45253863 142.54746137] ; [ 40.54746137 246.45253863],0
p11,1,0.124664,2.357718,[141  25] ; [227  60],[134.85209713  31.14790287] ; [233.14790287  53.85209713],0
s4,1,0.126148,2.339281,[ 20 145] ; [ 50 235],[ 25.66666667 139.33333333] ; [ 44.33333333 240.66666667],0
p5,1,0.128035,2.316168,[ 17 148] ; [ 18 267],[ 12.83333333 152.16666667] ; [ 22.16666667 262.83333333],0
s3,1,0.170949,1.8746,[97 67] ; [149 135],[90.05357143 73.94642857] ; [155.94642857 128.05357143],0
r3,1,0.171886,1.866416,[160   6] ; [266  19],[156.79822616   9.20177384] ; [269.20177384  15.79822616],0
s6,1,0.173356,1.85368,[111  51] ; [177 108],[104.37583893  57.62416107] ; [183.62416107 101.37583893],0
n6,1,0.198235,1.65533,[142  23] ; [231  53],[137.07126949  27.92873051] ; [235.92873051  48.07126949],0
u4,1,0.256643,1.286773,[  4 162] ; [  3 284],[  2.56512141 163.43487859] ; [  4.43487859 282.56512141],0
a6,1,0.310688,1.027748,[117  49] ; [189  98],[112.13245033  53.86754967] ; [193.86754967  93.13245033],0
s1,1,0.504481,0.445497,[  2 160] ; [  6 279],[  2.89932886 159.10067114] ; [  5.10067114 279.89932886],0
b4,1,0.580434,0.305533,[91 75] ; [165 122],[93.81015453 72.18984547] ; [162.18984547 124.81015453],0
a7,1,0.581556,0.303726,[122  44] ; [204  83],[119.46136865  46.53863135] ; [206.53863135  80.46136865],0
p2,1,0.595019,0.282574,[140  25] ; [238  49],[137.98672566  27.01327434] ; [240.01327434  46.98672566],0
b1,1,0.62934,0.232956,[ 53 113] ; [ 98 189],[ 55.33333333 110.66666667] ; [ 95.66666667 191.33333333],0
u3,1,0.766037,0.088544,[18 19] ; [51 48],[18.77205882 18.22794118] ; [50.22794118 48.77205882],0
n3,1,0.785991,0.073723,[29  8] ; [54 17],[28.43518519  8.56481481] ; [54.56481481 16.43518519],0
a8,1,0.844674,0.038384,[ 21 130] ; [ 39 228],[ 21.67464115 129.32535885] ; [ 38.32535885 228.67464115],0
n2,1,0.952463,0.003554,[29  8] ; [56 15],[29.12037037  7.87962963] ; [55.87962963 15.12037037],0
