Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.008393,6.947698,[28 40] ; [18  7],[33.6344086 34.3655914] ; [12.3655914 12.6344086],0
v1,1,0.016763,5.720998,[21 47] ; [15 11],[26.04255319 41.95744681] ; [ 9.95744681 16.04255319],0
b3,1,0.024062,5.090138,[21 27] ; [ 2 14],[17.25 30.75] ; [ 5.75 10.25],0
b2,1,0.024062,5.090138,[21 27] ; [ 2 14],[17.25 30.75] ; [ 5.75 10.25],0
p9,1,0.03516,4.437377,[20 46] ; [14 12],[24.39130435 41.60869565] ; [ 9.60869565 16.39130435],0
s8,1,0.042323,4.122245,[17 52] ; [12 14],[21.06315789 47.93684211] ; [ 7.93684211 18.06315789],0
n4,1,0.048753,3.883825,[41 27] ; [22  5],[45.09473684 22.90526316] ; [17.90526316  9.09473684],0
a2,1,0.049971,3.842433,[21 48] ; [14 13],[25.15625 43.84375] ; [ 9.84375 17.15625],0
s7,1,0.059632,3.547583,[21 44] ; [13 11],[24.83146067 40.16853933] ; [ 9.16853933 14.83146067],0
a6,1,0.06961,3.292181,[46 23] ; [23  4],[49.59375 19.40625] ; [19.40625  7.59375],0
n3,1,0.079792,3.069141,[16 17] ; [10  3],[18.65217391 14.34782609] ; [7.34782609 5.65217391],0
b4,1,0.086953,2.929903,[38 31] ; [20  7],[41.6875 27.3125] ; [16.3125 10.6875],0
s3,1,0.112469,2.51918,[26 43] ; [14 11],[29.36170213 39.63829787] ; [10.63829787 14.36170213],0
s6,1,0.126472,2.335284,[33 36] ; [17  9],[36.31578947 32.68421053] ; [13.68421053 12.31578947],0
a4,1,0.129707,2.296007,[39 29] ; [20  7],[42.23157895 25.76842105] ; [16.76842105 10.23157895],0
p3,1,0.140009,2.177864,[23 45] ; [ 5 22],[20.04210526 47.95789474] ; [ 7.95789474 19.04210526],0
u2,1,0.189717,1.71981,[9 8] ; [5 1],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
s5,1,0.200715,1.637165,[11 57] ; [ 7 18],[13.16129032 54.83870968] ; [ 4.83870968 20.16129032],0
v4,1,0.204113,1.6127,[56 12] ; [25  2],[57.97894737 10.02105263] ; [23.02105263  3.97894737],0
n6,1,0.208485,1.581914,[46 21] ; [22  5],[48.46808511 18.53191489] ; [19.53191489  7.46808511],0
p1,1,0.233057,1.422104,[ 8 61] ; [ 1 26],[ 6.46875 62.53125] ; [ 2.53125 24.46875],0
s2,1,0.268656,1.223597,[23 45] ; [12 14],[25.31914894 42.68085106] ; [ 9.68085106 16.31914894],0
b1,1,0.279243,1.170771,[34 35] ; [10 17],[31.625 37.375] ; [12.375 14.625],0
r2,1,0.281234,1.161119,[59  7] ; [26  1],[60.32258065  5.67741935] ; [24.67741935  2.32258065],0
p11,1,0.313676,1.015135,[33 36] ; [16 11],[35.21875 33.78125] ; [13.78125 13.21875],0
r3,1,0.373696,0.791337,[59 10] ; [24  2],[60.28421053  8.71578947] ; [22.71578947  3.28421053],0
p2,1,0.43344,0.613588,[40 29] ; [18  9],[41.6875 27.3125] ; [16.3125 10.6875],0
u3,1,0.436661,0.605042,[12  6] ; [5 1],[12.75  5.25] ; [4.25 1.75],0
a7,1,0.478383,0.502547,[48 21] ; [20  6],[49.38947368 19.61052632] ; [18.61052632  7.38947368],0
n1,1,0.509106,0.435904,[13 21] ; [3 8],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
s1,1,0.533841,0.387075,[ 5 63] ; [ 1 25],[ 4.34042553 63.65957447] ; [ 1.65957447 24.34042553],0
n2,1,0.538869,0.37764,[17 16] ; [8 5],[17.93478261 15.06521739] ; [7.06521739 5.93478261],0
d2,1,0.549518,0.358181,[56 12] ; [20  6],[54.9787234 13.0212766] ; [21.0212766  4.9787234],0
p7,1,0.549616,0.358006,[23 46] ; [10 15],[24.22340426 44.77659574] ; [ 8.77659574 16.22340426],0
r1,1,0.568036,0.32598,[49 19] ; [21  6],[50.10526316 17.89473684] ; [19.89473684  7.10526316],0
p6,1,0.609139,0.261431,[16 51] ; [ 7 17],[16.93406593 50.06593407] ; [ 6.06593407 17.93406593],0
p4,1,0.630572,0.231286,[33 36] ; [11 15],[31.95789474 37.04210526] ; [12.04210526 13.95789474],0
u4,1,0.678114,0.172257,[ 4 65] ; [ 1 26],[ 3.59375 65.40625] ; [ 1.40625 25.59375],0
p5,1,0.678114,0.172257,[ 4 65] ; [ 1 26],[ 3.59375 65.40625] ; [ 1.40625 25.59375],0
a3,1,0.694188,0.154589,[51 18] ; [21  6],[51.75 17.25] ; [20.25  6.75],0
n5,1,0.710296,0.137981,[40 28] ; [17 10],[40.8 27.2] ; [16.2 10.8],0
a8,1,0.719709,0.128772,[ 4 58] ; [ 2 21],[ 4.37647059 57.62352941] ; [ 1.62352941 21.37647059],0
d3,1,0.796873,0.066253,[60  9] ; [24  3],[60.375  8.625] ; [23.625  3.375],0
u1,1,0.837486,0.04207,[19 50] ; [ 8 19],[19.40625 49.59375] ; [ 7.59375 19.40625],0
a5,1,0.844728,0.038357,[55 14] ; [22  5],[55.34375 13.65625] ; [21.65625  5.34375],0
r4,1,0.873172,0.025482,[50 19] ; [20  7],[50.3125 18.6875] ; [19.6875  7.3125],0
s4,1,0.878886,0.02322,[ 7 60] ; [ 3 23],[ 7.20430108 59.79569892] ; [ 2.79569892 23.20430108],0
b5,1,0.89307,0.018069,[45 24] ; [18  9],[45.28125 23.71875] ; [17.71875  9.28125],0
p8,1,0.912995,0.011938,[24 45] ; [ 9 16],[24.22340426 44.77659574] ; [ 8.77659574 16.22340426],0
a1,1,0.978233,0.000744,[ 5 64] ; [ 2 25],[ 5.03125 63.96875] ; [ 1.96875 25.03125],0
