Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.308595,[57 16] ; [ 1 24],[43.20408163 29.79591837] ; [14.79591837 10.20408163],1
r3,1,0.0,27.065057,[61 12] ; [ 7 18],[50.65306122 22.34693878] ; [17.34693878  7.65306122],1
p2,1,3.4e-05,17.176478,[53 20] ; [ 6 18],[44.40206186 28.59793814] ; [14.59793814  9.40206186],1
s6,1,3.6e-05,17.096513,[37 36] ; [ 1 24],[28.30612245 44.69387755] ; [ 9.69387755 15.30612245],1
r2,1,7.4e-05,15.699488,[66  7] ; [13 11],[59.45360825 13.54639175] ; [19.54639175  4.45360825],1
p11,1,0.000211,13.734685,[43 30] ; [ 4 21],[35.01020408 37.98979592] ; [11.98979592 13.01020408],1
r1,1,0.001355,10.26653,[50 23] ; [ 8 17],[43.20408163 29.79591837] ; [14.79591837 10.20408163],0
p9,1,0.003247,8.663379,[48 25] ; [ 8 17],[41.71428571 31.28571429] ; [14.28571429 10.71428571],0
p10,1,0.005464,7.719184,[41 32] ; [ 6 19],[35.01020408 37.98979592] ; [11.98979592 13.01020408],0
s8,1,0.005774,7.619521,[23 50] ; [ 1 24],[17.87755102 55.12244898] ; [ 6.12244898 18.87755102],0
a1,1,0.008283,6.971303,[ 4 69] ; [ 6 19],[ 7.44897959 65.55102041] ; [ 2.55102041 22.44897959],0
s2,1,0.012994,6.169988,[28 44] ; [ 3 22],[23.01030928 48.98969072] ; [ 7.98969072 17.01030928],0
u2,1,0.016149,5.78654,[22 10] ; [3 8],[18.60465116 13.39534884] ; [6.39534884 4.60465116],0
s7,1,0.016531,5.745508,[20 48] ; [ 1 21],[15.86666667 52.13333333] ; [ 5.13333333 16.86666667],0
d4,1,0.02174,5.266491,[55 17] ; [13 12],[50.4742268 21.5257732] ; [17.5257732  7.4742268],0
d5,1,0.026964,4.893135,[47 25] ; [10 15],[42.30927835 29.69072165] ; [14.69072165 10.30927835],0
p4,1,0.035986,4.397748,[28 44] ; [ 4 21],[23.75257732 48.24742268] ; [ 8.24742268 16.75257732],0
n5,1,0.037232,4.339745,[26 46] ; [15 10],[30.43298969 41.56701031] ; [10.56701031 14.43298969],0
s3,1,0.04508,4.015632,[41 31] ; [ 8 16],[36.75 35.25] ; [12.25 11.75],0
b2,1,0.048308,3.899233,[10 36] ; [8 9],[13.14285714 32.85714286] ; [ 4.85714286 12.14285714],0
b3,1,0.048308,3.899233,[10 36] ; [8 9],[13.14285714 32.85714286] ; [ 4.85714286 12.14285714],0
b5,1,0.073502,3.203031,[47 26] ; [11 14],[43.20408163 29.79591837] ; [14.79591837 10.20408163],0
d3,1,0.075387,3.161654,[43 28] ; [10 15],[39.19791667 31.80208333] ; [13.80208333 11.19791667],0
p3,1,0.084518,2.975806,[25 48] ; [ 4 21],[21.60204082 51.39795918] ; [ 7.39795918 17.60204082],0
n2,1,0.098281,2.733211,[16  8] ; [5 8],[13.62162162 10.37837838] ; [7.37837838 5.62162162],0
p1,1,0.101931,2.675069,[ 4 68] ; [ 4 21],[ 5.93814433 66.06185567] ; [ 2.06185567 22.93814433],0
p8,1,0.102683,2.663374,[25 48] ; [ 4 20],[21.82474227 51.17525773] ; [ 7.17525773 16.82474227],0
s5,1,0.1037,2.647702,[16 54] ; [ 2 23],[13.26315789 56.73684211] ; [ 4.73684211 20.26315789],0
a7,1,0.115861,2.472398,[48 25] ; [12 13],[44.69387755 28.30612245] ; [15.30612245  9.69387755],0
p7,1,0.154618,2.026093,[33 35] ; [ 8 17],[29.97849462 38.02150538] ; [11.02150538 13.97849462],0
b1,1,0.165556,1.922729,[38 35] ; [17  8],[40.96938776 32.03061224] ; [14.03061224 10.96938776],0
s1,1,0.178773,1.807795,[ 5 67] ; [ 4 21],[ 6.68041237 65.31958763] ; [ 2.31958763 22.68041237],0
a6,1,0.190945,1.71031,[48 24] ; [13 12],[45.27835052 26.72164948] ; [15.72164948  9.27835052],0
n3,1,0.238043,1.392145,[13  9] ; [5 8],[11.31428571 10.68571429] ; [6.68571429 6.31428571],0
