Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.514998,[ 2 40] ; [109  25],[26.48863636 15.51136364] ; [84.51136364 49.48863636],1
v4,1,0.0,44.834557,[18 24] ; [120  12],[33.31034483  8.68965517] ; [104.68965517  27.31034483],1
p11,1,0.0,34.269238,[ 8 34] ; [94 40],[24.34090909 17.65909091] ; [77.65909091 56.34090909],1
p2,1,2e-06,22.238875,[14 28] ; [97 35],[26.79310345 15.20689655] ; [84.20689655 47.79310345],1
n6,1,1.3e-05,18.945115,[15 26] ; [98 35],[26.62643678 14.37356322] ; [86.37356322 46.62643678],1
p9,1,0.000341,12.831012,[15 25] ; [91 41],[24.65116279 15.34883721] ; [81.34883721 50.65116279],1
b5,1,0.000386,12.597455,[16 26] ; [92 42],[25.77272727 16.22727273] ; [82.22727273 51.77272727],1
a1,1,0.000424,12.421171,[ 7 35] ; [  3 131],[ 2.38636364 39.61363636] ; [  7.61363636 126.38636364],1
r2,1,0.002375,9.234848,[27 13] ; [117  16],[33.29479769  6.70520231] ; [110.70520231  22.29479769],0
r1,1,0.002377,9.233107,[14 28] ; [80 53],[22.56 19.44] ; [71.44 61.56],0
a7,1,0.002883,8.880207,[18 24] ; [91 42],[26.16 15.84] ; [82.84 50.16],0
b1,1,0.004924,7.907325,[25 17] ; [47 87],[17.18181818 24.81818182] ; [54.81818182 79.18181818],0
p10,1,0.006251,7.476439,[16 26] ; [82 50],[23.65517241 18.34482759] ; [74.34482759 57.65517241],0
d5,1,0.018159,5.580752,[21 21] ; [93 40],[27.36 14.64] ; [86.64 46.36],0
p6,1,0.019376,5.467294,[ 3 38] ; [ 32 101],[ 8.24712644 32.75287356] ; [ 26.75287356 106.24712644],0
n2,1,0.02033,5.383329,[ 9 14] ; [27 12],[13.35483871  9.64516129] ; [22.64516129 16.35483871],0
d4,1,0.032358,4.579443,[23 19] ; [97 37],[28.63636364 13.36363636] ; [91.36363636 42.63636364],0
p7,1,0.034196,4.48488,[11 30] ; [60 72],[16.8265896 24.1734104] ; [54.1734104 77.8265896],0
a6,1,0.045009,4.018312,[20 22] ; [87 47],[25.53409091 16.46590909] ; [81.46590909 52.53409091],0
n3,1,0.045087,4.015394,[ 9 13] ; [25 12],[12.6779661  9.3220339] ; [21.3220339 15.6779661],0
u2,1,0.056714,3.630949,[ 5 13] ; [31 27],[8.52631579 9.47368421] ; [27.47368421 30.52631579],0
p4,1,0.059029,3.564467,[10 32] ; [53 80],[15.12 26.88] ; [47.88 85.12],0
p1,1,0.087844,2.913451,[ 6 36] ; [  8 124],[ 3.37931034 38.62068966] ; [ 10.62068966 121.37931034],0
p8,1,0.091704,2.844211,[ 9 32] ; [48 85],[13.43103448 27.56896552] ; [43.56896552 89.43103448],0
u3,1,0.097629,2.743853,[ 5 13] ; [29 29],[8.05263158 9.94736842] ; [25.94736842 32.05263158],0
