Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,2.4e-05,17.834849,[2 5] ; [79 10],[5.90625 1.09375] ; [75.09375 13.90625],1
s7,1,0.002322,9.275841,[1 5] ; [63 21],[4.26666667 1.73333333] ; [59.73333333 24.26666667],0
s3,1,0.006734,7.342477,[1 6] ; [58 30],[4.34736842 2.65263158] ; [54.65263158 33.34736842],0
p6,1,0.006734,7.342477,[1 6] ; [58 30],[4.34736842 2.65263158] ; [54.65263158 33.34736842],0
s8,1,0.007307,7.195969,[1 6] ; [57 30],[4.31914894 2.68085106] ; [53.68085106 33.31914894],0
v4,1,0.018894,5.511287,[6 1] ; [88  1],[6.85416667 0.14583333] ; [87.14583333  1.85416667],0
n4,1,0.070346,3.274921,[5 2] ; [82  7],[6.34375 0.65625] ; [80.65625  8.34375],0
s2,1,0.084812,2.970191,[2 5] ; [55 34],[4.15625 2.84375] ; [52.84375 36.15625],0
a7,1,0.090783,2.860434,[3 4] ; [65 24],[4.95833333 2.04166667] ; [63.04166667 25.95833333],0
n5,1,0.102456,2.666886,[5 2] ; [81  8],[6.27083333 0.72916667] ; [79.72916667  9.27083333],0
p8,1,0.11622,2.467532,[4 3] ; [72 16],[5.6 1.4] ; [70.4 17.6],0
a4,1,0.126983,2.329007,[1 6] ; [39 50],[2.91666667 4.08333333] ; [37.08333333 51.91666667],0
v1,1,0.136652,2.215264,[3 4] ; [61 26],[4.76595745 2.23404255] ; [59.23404255 27.76595745],0
p2,1,0.139855,2.179552,[5 2] ; [80  9],[6.19791667 0.80208333] ; [78.80208333 10.19791667],0
p3,1,0.141492,2.161661,[4 3] ; [71 17],[5.52631579 1.47368421] ; [69.47368421 18.52631579],0
p4,1,0.148949,2.082983,[5 2] ; [78  9],[6.18085106 0.81914894] ; [76.81914894 10.18085106],0
d3,1,0.172433,1.861665,[3 4] ; [60 28],[4.64210526 2.35789474] ; [58.35789474 29.64210526],0
a3,1,0.192345,1.699567,[4 3] ; [70 19],[5.39583333 1.60416667] ; [68.60416667 20.39583333],0
d5,1,0.19924,1.647934,[4 3] ; [69 19],[5.37894737 1.62105263] ; [67.62105263 20.37894737],0
a5,1,0.223733,1.480267,[4 3] ; [69 20],[5.32291667 1.67708333] ; [67.67708333 21.32291667],0
a8,1,0.27171,1.208093,[2 4] ; [13 69],[1.02272727 4.97727273] ; [13.97727273 68.02272727],0
d1,1,0.323809,0.973499,[3 4] ; [55 34],[4.22916667 2.77083333] ; [53.77083333 35.22916667],0
v3,1,0.329201,0.952036,[3 4] ; [53 33],[4.21505376 2.78494624] ; [51.78494624 34.21505376],0
p9,1,0.367752,0.811248,[6 1] ; [83  5],[6.55789474 0.44210526] ; [82.44210526  5.55789474],0
p1,1,0.368324,0.809312,[1 6] ; [27 62],[2.04166667 4.95833333] ; [25.95833333 63.04166667],0
v2,1,0.396489,0.71895,[3 4] ; [51 35],[4.06451613 2.93548387] ; [49.93548387 36.06451613],0
p12,1,0.428755,0.626194,[1 6] ; [25 64],[1.89583333 5.10416667] ; [24.10416667 64.89583333],0
d4,1,0.443855,0.586295,[5 2] ; [73 15],[5.74736842 1.25263158] ; [72.25263158 15.74736842],0
s5,1,0.498737,0.457622,[4 3] ; [57 25],[4.79775281 2.20224719] ; [56.20224719 25.79775281],0
p7,1,0.51017,0.433718,[5 2] ; [71 16],[5.65957447 1.34042553] ; [70.34042553 16.65957447],0
b5,1,0.571807,0.319668,[4 3] ; [41 48],[3.28125 3.71875] ; [41.71875 47.28125],0
p10,1,0.651484,0.204034,[6 1] ; [80  8],[6.33684211 0.66315789] ; [79.66315789  8.33684211],0
d2,1,0.673266,0.177805,[3 4] ; [45 43],[3.53684211 3.46315789] ; [44.46315789 43.53684211],0
n3,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
u3,1,0.773976,0.082471,[2 1] ; [11  8],[1.77272727 1.22727273] ; [11.22727273  7.77272727],0
a6,1,0.825552,0.04858,[4 3] ; [54 34],[4.27368421 2.72631579] ; [53.72631579 34.27368421],0
s6,1,0.862206,0.030125,[6 1] ; [73 10],[6.14444444 0.85555556] ; [72.85555556 10.14444444],0
b2,1,0.906154,0.013898,[2 2] ; [31 35],[1.88571429 2.11428571] ; [31.11428571 34.88571429],0
b3,1,0.906154,0.013898,[2 2] ; [31 35],[1.88571429 2.11428571] ; [31.11428571 34.88571429],0
u2,1,0.906537,0.013784,[2 1] ; [12  7],[1.90909091 1.09090909] ; [12.09090909  6.90909091],0
p11,1,0.919269,0.010273,[6 1] ; [75 14],[5.90625 1.09375] ; [75.09375 13.90625],0
b4,1,0.947097,0.004403,[4 3] ; [52 37],[4.08333333 2.91666667] ; [51.91666667 37.08333333],0
b1,1,0.947097,0.004403,[3 4] ; [37 52],[2.91666667 4.08333333] ; [37.08333333 51.91666667],0
a1,1,0.952353,0.00357,[1 6] ; [12 77],[0.94791667 6.05208333] ; [12.05208333 76.94791667],0
