Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8e-06,19.865899,[ 24 103] ; [22 18],[34.98203593 92.01796407] ; [11.01796407 28.98203593],1
v3,1,0.000188,13.942583,[43 91] ; [26 14],[53.13793103 80.86206897] ; [15.86206897 24.13793103],1
b3,1,0.002097,9.462417,[23 55] ; [20 13],[30.21621622 47.78378378] ; [12.78378378 20.21621622],0
b2,1,0.002097,9.462417,[23 55] ; [20 13],[30.21621622 47.78378378] ; [12.78378378 20.21621622],0
s2,1,0.002529,9.11929,[ 23 114] ; [16 25],[ 30.01685393 106.98314607] ; [ 8.98314607 32.01685393],0
v1,1,0.006047,7.536171,[60 74] ; [29 13],[67.76136364 66.23863636] ; [21.23863636 20.76136364],0
p11,1,0.007192,7.224434,[105  32] ; [40  2],[110.97765363  26.02234637] ; [34.02234637  7.97765363],0
p3,1,0.011693,6.356857,[67 69] ; [30 12],[74.11235955 61.88764045] ; [22.88764045 19.11235955],0
v2,1,0.013093,6.156439,[71 61] ; [31 10],[77.8265896 54.1734104] ; [24.1734104 16.8265896],0
r4,1,0.013291,6.129976,[113  24] ; [41  1],[117.86592179  19.13407821] ; [36.13407821  5.86592179],0
s5,1,0.014187,6.01475,[ 15 122] ; [11 31],[ 19.89944134 117.10055866] ; [ 6.10055866 35.89944134],0
n4,1,0.024243,5.077129,[93 44] ; [36  6],[98.73184358 38.26815642] ; [30.26815642 11.73184358],0
a3,1,0.025694,4.976478,[88 47] ; [35  7],[93.81355932 41.18644068] ; [29.18644068 12.81355932],0
a5,1,0.028337,4.807433,[86 51] ; [34  8],[91.84357542 45.15642458] ; [28.15642458 13.84357542],0
p4,1,0.028632,4.789606,[74 61] ; [31 11],[80.08474576 54.91525424] ; [24.91525424 17.08474576],0
p9,1,0.050032,3.840379,[100  36] ; [37  5],[104.6741573  31.3258427] ; [32.3258427  9.6741573],0
d1,1,0.063592,3.441147,[69 68] ; [28 14],[74.24022346 62.75977654] ; [22.75977654 19.24022346],0
r2,1,0.068878,3.309557,[119  16] ; [41  1],[122.03389831  12.96610169] ; [37.96610169  4.03389831],0
n5,1,0.06916,3.302844,[87 50] ; [33  9],[91.84357542 45.15642458] ; [28.15642458 13.84357542],0
s3,1,0.070482,3.271763,[36 99] ; [17 24],[40.65340909 94.34659091] ; [12.34659091 28.65340909],0
r3,1,0.088627,2.899142,[122  15] ; [41  1],[124.75418994  12.24581006] ; [38.24581006  3.75418994],0
p8,1,0.089161,2.889451,[76 58] ; [30 12],[80.70454545 53.29545455] ; [25.29545455 16.70454545],0
a8,1,0.097446,2.74686,[ 13 109] ; [ 8 30],[ 16.0125 105.9875] ; [ 4.9875 33.0125],0
p10,1,0.120165,2.415173,[97 39] ; [35  7],[100.85393258  35.14606742] ; [31.14606742 10.85393258],0
p12,1,0.121233,2.401322,[  3 133] ; [ 3 39],[  4.58426966 131.41573034] ; [ 1.41573034 40.58426966],0
n6,1,0.124608,2.358423,[105  31] ; [37  5],[108.49438202  27.50561798] ; [33.50561798  8.49438202],0
p2,1,0.13687,2.212796,[113  22] ; [39  3],[115.93220339  19.06779661] ; [36.06779661  5.93220339],0
p5,1,0.17439,1.844797,[  8 128] ; [ 5 36],[  9.98870056 126.01129944] ; [ 3.01129944 37.98870056],0
v4,1,0.197258,1.662561,[125  11] ; [41  1],[126.83146067   9.16853933] ; [39.16853933  2.83146067],0
d2,1,0.244856,1.352418,[61 76] ; [23 19],[64.29050279 72.70949721] ; [19.70949721 22.29050279],0
b5,1,0.258344,1.277611,[82 55] ; [21 21],[78.83240223 58.16759777] ; [24.16759777 17.83240223],0
p6,1,0.321652,0.982217,[47 86] ; [18 23],[49.68390805 83.31609195] ; [15.31609195 25.68390805],0
a1,1,0.376156,0.783226,[  3 134] ; [ 2 40],[  3.82681564 133.17318436] ; [ 1.17318436 40.82681564],0
a6,1,0.418447,0.654673,[94 43] ; [26 16],[91.84357542 45.15642458] ; [28.15642458 13.84357542],0
