Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00017,14.13709,[44 20] ; [101  10],[53.02857143 10.97142857] ; [91.97142857 19.02857143],1
p11,1,0.000178,14.053022,[32 33] ; [86 26],[43.33333333 21.66666667] ; [74.66666667 37.33333333],1
r3,1,0.000384,12.60663,[43 22] ; [98 13],[52.07386364 12.92613636] ; [88.92613636 22.07386364],1
p2,1,0.000386,12.599911,[35 30] ; [88 23],[45.42613636 19.57386364] ; [77.57386364 33.42613636],1
n5,1,0.002243,9.339623,[29 35] ; [77 35],[38.54545455 25.45454545] ; [67.45454545 44.54545455],0
p9,1,0.00254,9.111856,[32 32] ; [80 30],[41.1954023 22.8045977] ; [70.8045977 39.1954023],0
r4,1,0.00302,8.795373,[36 29] ; [86 26],[44.80225989 20.19774011] ; [77.19774011 34.80225989],0
p10,1,0.004481,8.077928,[29 35] ; [74 36],[37.88505747 26.11494253] ; [65.11494253 44.88505747],0
p3,1,0.005845,7.597593,[14 51] ; [47 65],[22.40112994 42.59887006] ; [38.59887006 73.40112994],0
p7,1,0.012863,6.187788,[22 41] ; [60 50],[29.86127168 33.13872832] ; [52.13872832 57.86127168],0
p4,1,0.017485,5.647073,[17 47] ; [50 62],[24.36363636 39.63636364] ; [42.63636364 69.36363636],0
p8,1,0.026053,4.952493,[15 49] ; [44 66],[21.70114943 42.29885057] ; [37.29885057 72.70114943],0
n4,1,0.027554,4.855776,[32 33] ; [74 38],[38.92655367 26.07344633] ; [67.07344633 44.92655367],0
b1,1,0.031275,4.637798,[37 28] ; [45 67],[30.11299435 34.88700565] ; [51.88700565 60.11299435],0
s1,1,0.115944,2.471268,[ 6 59] ; [  4 108],[ 3.67231638 61.32768362] ; [  6.32768362 105.67231638],0
a1,1,0.115944,2.471268,[ 6 59] ; [  4 108],[ 3.67231638 61.32768362] ; [  6.32768362 105.67231638],0
r2,1,0.120194,2.414788,[49 16] ; [95 17],[52.88135593 12.11864407] ; [91.11864407 20.88135593],0
v2,1,0.14051,2.17237,[19 43] ; [45 62],[23.47928994 38.52071006] ; [40.52071006 66.47928994],0
s8,1,0.145598,2.117778,[ 5 60] ; [17 95],[ 8.07909605 56.92090395] ; [13.92090395 98.07909605],0
u2,1,0.171219,1.872238,[15 13] ; [20 33],[12.09876543 15.90123457] ; [22.90123457 30.09876543],0
a4,1,0.186648,1.74388,[21 44] ; [26 86],[17.25988701 47.74011299] ; [29.74011299 82.25988701],0
s3,1,0.225449,1.469348,[21 43] ; [27 84],[17.55428571 46.44571429] ; [30.44571429 80.55428571],0
d5,1,0.24465,1.353599,[34 31] ; [48 63],[30.28409091 34.71590909] ; [51.71590909 59.28409091],0
b5,1,0.258562,1.276442,[35 30] ; [70 42],[38.55932203 26.44067797] ; [66.44067797 45.55932203],0
u1,1,0.299794,1.075112,[ 1 64] ; [  5 107],[ 2.20338983 62.79661017] ; [  3.79661017 108.20338983],0
s7,1,0.302055,1.065097,[ 9 49] ; [24 84],[11.53012048 46.46987952] ; [21.46987952 86.53012048],0
n2,1,0.33463,0.930899,[16  8] ; [22  6],[17.53846154  6.46153846] ; [20.46153846  7.53846154],0
