Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.005379,7.747489,[13  2] ; [28 32],[8.2 6.8] ; [32.8 27.2],0
b4,1,0.007521,7.144158,[ 5 10] ; [43 18],[9.47368421 5.52631579] ; [38.52631579 22.47368421],0
p7,1,0.023374,5.140529,[11  3] ; [26 32],[7.19444444 6.80555556] ; [29.80555556 28.19444444],0
p8,1,0.029065,4.763785,[9 5] ; [20 41],[5.41333333 8.58666667] ; [23.58666667 37.41333333],0
b3,1,0.040264,4.20671,[ 1 10] ; [15 20],[3.82608696 7.17391304] ; [12.17391304 22.82608696],0
b2,1,0.040264,4.20671,[ 1 10] ; [15 20],[3.82608696 7.17391304] ; [12.17391304 22.82608696],0
v3,1,0.083558,2.994301,[ 1 14] ; [17 44],[ 3.55263158 11.44736842] ; [14.44736842 46.55263158],0
v1,1,0.088199,2.906947,[ 3 12] ; [26 33],[5.87837838 9.12162162] ; [23.12162162 35.87837838],0
a7,1,0.116163,2.468304,[11  4] ; [31 30],[8.28947368 6.71052632] ; [33.71052632 27.28947368],0
s7,1,0.156924,2.003624,[9 6] ; [23 35],[6.57534247 8.42465753] ; [25.42465753 32.57534247],0
p3,1,0.173371,1.853554,[7 8] ; [17 43],[ 4.8 10.2] ; [19.2 40.8],0
r1,1,0.18205,1.780808,[ 3 12] ; [23 37],[5.2 9.8] ; [20.8 39.2],0
a4,1,0.195351,1.676792,[ 3 12] ; [23 38],[5.13157895 9.86842105] ; [20.86842105 40.13157895],0
s2,1,0.238593,1.388889,[8 7] ; [22 38],[6. 9.] ; [24. 36.],0
n4,1,0.26984,1.21756,[7 8] ; [38 23],[8.88157895 6.11842105] ; [36.11842105 24.88157895],0
n3,1,0.316151,1.004802,[5 2] ; [12 12],[3.83870968 3.16129032] ; [13.16129032 10.83870968],0
u2,1,0.326109,0.964286,[5 2] ; [10 10],[3.88888889 3.11111111] ; [11.11111111  8.88888889],0
p6,1,0.344,0.895468,[ 5 10] ; [13 47],[ 3.6 11.4] ; [14.4 45.6],0
v4,1,0.36011,0.83751,[12  3] ; [38 18],[10.56338028  4.43661972] ; [39.43661972 16.56338028],0
s3,1,0.366255,0.816332,[8 7] ; [23 34],[6.45833333 8.54166667] ; [24.54166667 32.45833333],0
s6,1,0.377014,0.780414,[8 7] ; [24 35],[6.48648649 8.51351351] ; [25.51351351 33.48648649],0
a3,1,0.378605,0.775228,[8 7] ; [40 21],[9.47368421 5.52631579] ; [38.52631579 22.47368421],0
b5,1,0.387256,0.747541,[9 6] ; [29 32],[7.5 7.5] ; [30.5 30.5],0
a5,1,0.387293,0.747424,[7 8] ; [36 25],[8.48684211 6.51315789] ; [34.51315789 26.48684211],0
n5,1,0.403237,0.698652,[9 6] ; [42 17],[10.33783784  4.66216216] ; [40.66216216 18.33783784],0
p4,1,0.415545,0.662879,[8 7] ; [25 35],[6.6 8.4] ; [26.4 33.6],0
b1,1,0.452592,0.564153,[6 9] ; [31 30],[7.30263158 7.69736842] ; [29.69736842 31.30263158],0
r3,1,0.487652,0.481702,[11  4] ; [37 21],[9.8630137 5.1369863] ; [38.1369863 19.8630137],0
u3,1,0.511612,0.430769,[4 3] ; [ 9 12],[3.25 3.75] ; [ 9.75 11.25],0
s5,1,0.536193,0.382642,[ 2 12] ; [13 47],[ 2.83783784 11.16216216] ; [12.16216216 47.83783784],0
s1,1,0.54603,0.364478,[ 1 14] ; [ 2 59],[ 0.59210526 14.40789474] ; [ 2.40789474 58.59210526],0
p2,1,0.573066,0.31758,[12  3] ; [43 16],[11.14864865  3.85135135] ; [43.85135135 15.14864865],0
n1,1,0.580912,0.304762,[2 5] ; [10 15],[2.625 4.375] ; [ 9.375 15.625],0
n6,1,0.598327,0.277526,[9 6] ; [39 19],[9.8630137 5.1369863] ; [38.1369863 19.8630137],0
a6,1,0.605544,0.266715,[8 7] ; [28 33],[7.10526316 7.89473684] ; [28.89473684 32.10526316],0
p9,1,0.636602,0.223214,[12  3] ; [51  9],[12.6  2.4] ; [50.4  9.6],0
r2,1,0.661944,0.191171,[9 6] ; [37 19],[9.71830986 5.28169014] ; [36.28169014 19.71830986],0
d2,1,0.667669,0.184341,[ 5 10] ; [24 37],[5.72368421 9.27631579] ; [23.27631579 37.72368421],0
s8,1,0.707195,0.141095,[ 4 11] ; [19 41],[ 4.6 10.4] ; [18.4 41.6],0
p11,1,0.735034,0.11454,[11  4] ; [42 19],[10.46052632  4.53947368] ; [42.53947368 18.46052632],0
v2,1,0.754877,0.097479,[6 8] ; [23 37],[5.48648649 8.51351351] ; [23.51351351 36.48648649],0
d4,1,0.827896,0.047263,[11  4] ; [43 18],[10.65789474  4.34210526] ; [43.34210526 17.65789474],0
d5,1,0.936291,0.006389,[10  5] ; [40 21],[9.86842105 5.13157895] ; [40.13157895 20.86842105],0
d1,1,0.962873,0.002167,[6 9] ; [24 37],[5.92105263 9.07894737] ; [24.07894737 36.92105263],0
n2,1,0.976289,0.000883,[5 2] ; [18  7],[5.03125 1.96875] ; [17.96875  7.03125],0
